"Fcode","cmfp","dash","ahei","edible","water","kcal","kj","prot","fat","cho","fiber","sodium","Total","SFA","MUFA","PUFA","EPA","DHA"
43118,2,2,1,96,93.6,17,72,0.6,0,5.5,1.8,3.8,0,0,0,0,0,0
43119,2,2,1,97,95.2,11,46,0.9,0.2,3.3,1.9,9.7,0,0,0,0,0,0
43120,2,2,1,98,92.5,22,91,1,0.2,5.8,1.8,10,0,0,0,0,0,0
43121,2,2,1,89,76.4,32,136,4.1,0.4,17.7,14.6,11.5,0,0,0,0,0,0
43122,2,2,1,88,10.2,197,825,15.4,12,57.4,50.5,55.7,0,0,0,0,0,0
43123,2,2,1,91,93.4,17,70,0.8,0.3,5.2,2.5,7,0,0,0,0,0,0
43124,2,2,1,82,94.6,16,66,1,0.2,3.8,1.3,0,0,0,0,0,0,0
43125,2,2,1,83,91.5,19,81,1.3,0.2,6.4,3.3,6.8,0,0,0,0,0,0
43126,2,2,1,98,91.2,16,68,1.8,0.2,6.2,4.4,8.7,0,0,0,0,0,0
43221,2,2,1,80,96.9,8,34,0.3,0.2,2.4,1.1,2.8,0,0,0,0,0,0
43222,2,2,1,91,94.1,13,52,1,0.1,4.4,2.5,4.3,0,0,0,0,0,0
43223,2,2,1,91,93.7,11,47,1.8,0.1,3.6,2.8,3,0,0,0,0,0,0
43224,2,2,1,100,95.4,18,76,1.2,0.9,2,0,0,0,0,0,0,0,0
43225,2,2,1,92,95.8,12,51,1,0.2,2.5,0.9,2.2,0,0,0,0,0,0
43226,2,2,1,92,96,12,49,0.9,0.2,2.5,0.9,2.2,0,0,0,0,0,0
43227,2,2,1,74,88.8,31,129,1.4,0.1,8.8,2.7,11,0,0,0,0,0,0
43228,2,2,1,83,94.1,16,68,1.3,0.2,4,1.7,3.7,0,0,0,0,0,0
44206,2,2,1,82,91.8,23,95,1.6,0.3,5.8,2.4,8.9,0,0,0,0,0,0
44207,2,2,1,89,91.1,21,88,1.4,0.3,6.6,3.4,13.6,0,0,0,0,0,0
44404,2,2,1,90,92,18,75,2.4,0.4,4.5,3.3,5.8,0,0,0,0,0,0
45117,2,2,1,85,95.6,13,52,1,0.1,2.9,1,39.9,0,0,0,0,0,0
45118,2,2,1,83,95.6,9,36,1.1,0.1,2.6,1.8,38.2,0,0,0,0,0,0
45119,2,2,1,100,94.9,5,20,0.7,0.2,2.6,2.6,43.1,0,0,0,0,0,0
45120,2,2,1,94,94.8,10,43,1.4,0.3,2.4,1.9,132.2,0,0,0,0,0,0
45121,2,2,1,100,92.6,17,69,2.7,0.2,3.3,2.3,170.2,0,0,0,0,0,0
45122,2,2,1,100,93.5,15,61,2.7,0.2,2.6,2.1,62.7,0,0,0,0,0,0
45123,2,2,1,97,95,8,33,1.9,0,2.4,2.3,19.3,0,0,0,0,0,0
45124,2,2,1,96,94.5,8,34,1.8,0.1,2.6,2.6,59.5,0,0,0,0,0,0
45125,2,2,1,96,95.6,10,41,1.3,0.5,2,2,73.7,0,0,0,0,0,0
45126,2,2,1,100,95.1,11,45,1.3,0.4,2.7,2.2,33.4,0,0,0,0,0,0
45210,2,2,1,86,94.5,12,51,0.9,0.2,4,2.3,42.1,0,0,0,0,0,0
45211,2,2,1,86,91.8,19,81,1.2,0.2,6.2,3,27,0,0,0,0,0,0
45212,2,2,1,87,86.7,23,95,3.5,0,8.8,6.6,35.5,0,0,0,0,0,0
45213,2,2,1,100,87.2,32,132,5,0.4,5.7,3.7,66.8,0,0,0,0,0,0
45214,2,2,1,94,94.8,9,38,1.5,0,2.8,2,73.5,0,0,0,0,0,0
45215,2,2,1,98,91,16,67,3.1,0.3,4.1,3.9,40.2,0,0,0,0,0,0
45216,2,2,1,82,93.2,15,61,1.7,0.2,4.2,2.7,39.2,0,0,0,0,0,0
45217,2,2,1,83,91.6,19,81,3.5,0.6,3.7,3.7,46.7,0,0,0,0,0,0
45327,2,2,1,100,94,10,42,1.8,0.1,3.1,2.6,445.2,0,0,0,0,0,0
45328,2,2,1,100,94,9,37,2,0.1,2.7,2.7,111.3,0,0,0,0,0,0
45329,2,2,1,100,93.4,10,40,1.6,0,4,3.2,152,0,0,0,0,0,0
45330,2,2,1,100,93.1,12,52,1.9,0,3.8,2.6,19.3,0,0,0,0,0,0
45331,2,2,1,100,95.4,11,44,0.4,0.2,3.1,1.3,166.4,0,0,0,0,0,0
45332,2,2,1,85,93.6,12,51,0.6,0.1,4.8,2.6,313.3,0,0,0,0,0,0
45333,2,2,1,94,96.7,10,42,1.6,0.4,1.1,1.1,16.1,0,0,0,0,0,0
45334,2,2,1,81,95.9,8,33,1.1,0.4,2.1,2.1,32,0,0,0,0,0,0
45335,2,2,1,100,94.2,7,31,1.6,0.1,2.8,2.8,356.5,0,0,0,0,0,0
45336,2,2,1,100,95,12,51,1,0.2,2.9,1.3,35.6,0,0,0,0,0,0
45337,2,2,1,100,92.3,11,44,2.2,0.2,4,4,107.6,0,0,0,0,0,0
45338,2,2,1,100,91.8,18,74,1.9,0.3,4.5,0,220,0,0,0,0,0,0
45339,2,2,1,70,93.2,10,44,1.2,0,4.7,3.3,90.5,0,0,0,0,0,0
45415,2,2,1,90,93.3,13,56,2.6,0.1,3.3,2.8,12.4,0,0,0,0,0,0
45416,2,2,1,93,93.1,18,74,2.7,0.2,3.4,2.1,9.2,0,0,0,0,0,0
45417,2,2,1,89,93.8,12,49,1.8,0.2,3.4,2.7,24.9,0,0,0,0,0,0
45418,2,2,1,97,94.7,13,56,1.5,0.2,3.1,1.7,33.6,0,0,0,0,0,0
46010,2,2,1,88,86.4,42,177,1.2,0.2,11.5,2.6,34.3,0,0,0,0,0,0
47203,2,2,1,88,85,54,225,1.3,0.2,12.7,0,5.5,0,0,0,0,0,0
47204,2,2,1,100,83,60,251,2.9,0.1,13,0,1,0,0,0,0,0,0
48081,2,2,1,100,90.3,29,121,3.1,0.6,4.5,0,17.3,0,0,0,0,0,0
48082,2,2,1,95,90.2,32,134,5,0.7,2.9,0,26.2,0,0,0,0,0,0
48083,2,2,1,100,84.9,13,54,2.1,0,10.7,9.6,21.6,0,0,0,0,0,0
48084,2,2,1,86,77.4,39,164,2.1,0,19.5,11.8,42.4,0,0,0,0,0,0
51028,2,2,1,100,91.4,27,113,3.5,0.4,3.8,1.8,57,0,0,0,0,0,0
51029,2,2,1,77,94.6,14,59,1.7,0.1,2.9,0,1.4,0,0,0,0,0,0
51030,2,2,1,100,94.6,14,59,1.1,0.4,3.1,1.4,332.1,0,0,0,0,0,0
51031,2,2,1,100,12.2,279,1166,23.1,2.6,56.1,15.4,6,1.5,0.5,0.1,0.9,0,0
51032,2,2,1,91,86.5,26,109,3.8,0.4,8,0,2.1,0,0,0,0,0,0
51033,2,2,1,94,94,13,54,1.5,0.4,3.3,0,1.2,0,0,0,0,0,0
51034,2,2,1,100,11,225,940,24.6,6.4,46.9,29.7,31.9,3.6,0.7,1.5,1.4,0,0
51035,2,2,1,100,10.8,237,993,22.8,3.2,57.5,28.1,6.4,1.8,0.3,0.1,1.4,0,0
51036,2,2,1,100,10.8,257,1075,26.7,2,51.8,18.8,68.2,0,0,0,0,0,0
51037,2,2,1,92,91.4,21,88,2,0.3,5.1,0,2.8,0,0,0,0,0,0
51038,2,2,1,96,94.5,16,68,2.5,0.2,2.5,0,3.1,0,0,0,0,0,0
51039,2,2,1,100,13.6,251,1048,32.8,3.7,44.8,23.3,23.9,2.1,1.5,0.6,0,0,0
51040,2,2,1,100,16.5,635,2657,4.8,66.3,10.2,0,1265.7,0,0,0,0,0,0
51041,2,2,1,86,95,16,67,2.3,0.3,1.8,0,2.7,0,0,0,0,0,0
51042,2,2,1,93,90.2,32,134,4,0.4,4.5,0,2.1,0,0,0,0,0,0
51043,2,2,1,100,11.6,253,1057,27.8,1.6,53.3,21.5,9.1,0.9,0.2,0.4,0.3,0,0
51044,2,2,1,95,90.6,29,121,3.6,0.2,4.8,0,1.3,0,0,0,0,0,0
51045,2,2,1,97,89.7,24,100,4.3,0.1,5.3,0,1.6,0,0,0,0,0,0
51046,2,2,1,100,10.5,178,746,15.3,2.8,66,43,11.2,1.6,0.2,0.6,0.7,0,0
51047,2,2,1,93,86.6,32,134,5.1,0.3,6.6,0,1.8,0,0,0,0,0,0
51048,2,2,1,100,94.4,14,59,1.7,0.1,3.2,1.6,13.2,0,0,0,0,0,0
51049,2,2,1,95,93.3,15,63,2.7,0.1,3.1,0,1.1,0,0,0,0,0,0
51050,2,2,1,100,10.6,202,847,12.5,3,66.5,35.1,31.6,1.7,0.2,0.8,0.7,0,0
51051,2,2,1,100,89.6,31,129,1.3,0.1,8.3,0,3.5,0,0,0,0,0,0
51052,2,2,1,100,7.8,252,1054,22.4,6.7,56,30.5,2.9,3.8,0.8,1.9,1.3,0,0
51053,2,2,1,100,7.8,146,609,12.3,1.5,70.3,49.6,13.4,0.8,0.4,0.3,0.2,0,0
51054,2,2,1,100,13.9,155,648,17.8,3.1,60.3,0,50,0,0,0,0,0,0
51055,2,2,1,100,8,271,1135,17.7,10.8,54.6,28.8,18.7,6.1,1,4.2,0.9,0,0
52009,2,2,1,100,6.5,356,1487,64.7,3.1,18.2,0,1624,0,0,0,0,0,0
52010,2,2,1,100,9.2,119,498,25,1.7,41.5,40.6,4411.6,1.4,1,0.3,0.1,0,0
52011,2,2,1,100,68.3,89,373,1.4,7.5,15.3,11.3,2511.7,6,2.5,2.6,0.7,0,0
61907,3,3,2,84,84.4,55,232,0.1,0.2,14.9,1.6,3.1,0,0,0,0,0,0
62115,3,3,2,88,87.9,45,188,0.6,0.1,11,0,1.7,0,0,0,0,0,0
62116,3,3,2,100,84.9,59,249,0.3,0.2,14.5,0.4,2.7,0,0,0,0,0,0
62207,3,3,2,87,88,41,173,0.6,0.2,10.7,1.4,2.2,0,0,0,0,0,0
62208,3,3,2,76,88.5,39,163,0.7,0.1,10.3,1.5,3.2,0,0,0,0,0,0
62312,3,3,2,93,69.5,105,439,1.8,0.2,27.8,3.8,33,0,0,0,0,0,0
62313,3,3,2,81,28.3,266,1114,2.7,0.7,66.8,4.5,12.2,0,0,0,0,0,0
63911,3,3,2,86,85.6,52,218,0.4,0.2,13.1,0.9,4.4,0,0,0,0,0,0
63912,3,3,2,100,11.5,361,1510,3.6,4.3,77.8,13.3,10,3.4,0.4,0.6,2.4,0,0
64303,3,3,2,73,90.9,33,138,0.7,0.3,7.8,1.2,7,0,0,0,0,0,0
64304,3,3,2,65,88.8,37,153,0.7,0.1,10,1.8,4.1,0,0,0,0,0,0
65021,3,3,2,34,14,309,1292,5.6,0.2,76.2,5.1,3.2,0,0,0,0,0,0
65022,3,3,2,79,80,79,330,1,1.2,17.5,1.5,2.3,0,0,0,0,0,0
65023,3,3,2,69,84.8,51,215,1.1,0.2,13.3,2,2.7,0,0,0,0,0,0
65024,3,3,2,56,15,317,1327,4.5,1.2,77.4,5.3,0,0,0,0,0,0,0
65025,3,3,2,37,64.5,147,613,2.6,3.3,28.3,1.7,2.9,0,0,0,0,0,0
65026,3,3,2,68,86.1,50,209,0.5,0.1,12.9,0,3.6,0,0,0,0,0,0
65027,3,3,2,89,91.7,30,126,0.6,0,7.2,0,10.4,0,0,0,0,0,0
65028,3,3,2,79,87.8,35,146,0.3,0.2,11.1,0,1.9,0,0,0,0,0,0
65029,3,3,2,69,88.9,38,160,0.6,0,10.1,0,0,0,0,0,0,0,0
65030,3,3,2,25,81.2,69,290,0.4,0.2,18,1.5,3.8,0,0,0,0,0,0
65031,3,3,2,70,77.1,82,344,1.1,0.2,20.8,1.8,3.2,0,0,0,0,0,0
65032,3,3,2,67,78.1,78,326,1.1,0.2,19.7,1.8,3.1,0,0,0,0,0,0
66206,3,3,2,62,92.1,29,123,0.8,0.1,6.7,0.4,4.8,0,0,0,0,0,0
71026,0,7,3,45,2.8,618,2586,8.3,64.5,21.3,20.2,855.5,61.7,4,44.8,12.9,0,0
71027,0,7,3,80,53.3,182,762,4.4,1.6,39.6,0,0,0,0,0,0,0,0
71028,0,7,3,80,51.2,186,777,4.4,1.4,41.9,0,0,0,0,0,0,0,0
71029,0,7,3,80,57.3,164,688,4.4,1,36.3,0,0,0,0,0,0,0,0
71030,0,7,3,80,53.6,178,745,3.8,0.9,40.7,0,0,0,0,0,0,0,0
71031,0,7,3,80,53.6,179,750,4.3,1.1,39.9,0,0,0,0,0,0,0,0
71032,0,7,3,100,47.3,174,727,4.5,1.5,45.7,10.2,8.7,1.4,0.3,0.4,0.7,0,0
71033,0,7,3,69,3.4,530,2218,12.9,40.4,40.3,11.6,666,38.6,4.4,20.8,13.5,0,0
71034,0,7,3,63,1.7,626,2619,25.1,58.4,11,11,195.8,55.8,6.6,36.2,13.2,0,0
71035,0,7,3,100,3.1,605,2530,28,54.4,11.1,10.3,342.2,52,4.8,36,11.2,0,0
71036,0,7,3,100,2.1,594,2484,24,50.9,20.4,10.5,35.7,48.7,10.6,28.1,9.9,0,0
71037,0,7,3,66,2.2,617,2579,12.5,57.3,25.6,12.9,9.4,54.8,4.3,41.7,8.8,0,0
71038,0,7,3,100,2.2,610,2552,15.6,52.9,26.7,8.8,153,50.6,3,37.6,10,0,0
71039,0,7,3,82,0.8,614,2570,20.6,53,21.9,8.2,756.4,50.7,8,33.8,8.9,0,0
71040,0,7,3,61,1.1,618,2586,12.4,57,26.9,13,215.6,54.5,4.9,18.1,26.9,0,0
72020,0,7,3,72,2.5,566,2366,26.4,46.3,21.2,0,79.4,44,8.5,25.1,10.6,0,0
72021,0,7,3,71,3.1,459,1921,16.6,22.3,55.9,0,171.1,21.2,6.1,12.5,2.6,0,0
72022,0,7,3,100,1.3,549,2296,22.2,47.1,26.2,0,207.8,0,0,0,0,0,0
72023,0,8,0,51,1.4,591,2472,22.7,54.1,17.9,0,604.3,51.7,9.2,12.5,30.5,0,0
72024,0,8,0,48,2.7,567,2372,28.5,49,15.1,12.1,634.7,46.8,9.3,18.8,18.6,0,0
72025,0,8,0,69,3.2,597,2497,26.6,52.8,12.9,0,145.1,50.5,15.7,16.5,18.2,0,0
72026,0,8,0,38,10.7,532,2228,29,46,9.5,0,599.4,44,15,7.7,20.5,0,0
81121,6,5,4,100,58.6,289,1209,15.3,25.3,0,0,0,23,11.8,10.7,0.4,0,0
81122,6,5,4,100,53.7,334,1397,14.2,30.4,0.9,0,53.9,27.7,12.8,13.7,1,0,0
81123,6,5,4,100,71.2,165,691,20.8,9.1,0,0,0,8.3,3.4,4.5,0.3,0,0
81124,6,5,4,100,68.8,175,730,20,10.5,0,0,47.9,9.6,3.9,5,0.6,0,0
81125,6,5,4,100,36.5,557,2331,10.8,57.1,0,0,0,52,23.2,26.1,2.5,0,0
81126,6,5,4,100,38.4,536,2243,11.6,54.4,0,0,0,49.5,27,21.7,2.7,0,0
81127,6,5,4,100,70.7,159,667,22.3,7.8,0,0,0,7.1,3.2,3.6,0.3,0,0
81128,6,5,4,100,73.2,140,587,20.7,6.4,0,0,46.5,5.8,2.6,2.9,0.3,0,0
81129,6,5,4,100,74.7,150,626,19.6,7.9,0,0,43.2,0,0,0,0,0,0
81130,6,5,4,100,46.9,363,1517,27.4,28.1,0,0,72.4,26.8,10.7,15.2,0.9,0,0
81131,6,5,4,70,60,295,1234,16.8,25.3,0,0,0,23,10.7,11.3,1.1,0,0
81132,6,5,4,61,55.4,351,1467,14.1,32.7,0,0,62.6,29.8,14.1,14.2,1.3,0,0
81213,6,5,4,100,79.3,97,405,14.1,3.5,2.2,0,75.1,2.8,1.8,0.9,0.1,0,0
81214,6,5,4,100,72.6,126,528,19.2,4.7,1.8,0,68.6,3.5,2,1.3,0.1,0,0
81215,6,5,4,100,70.2,184,770,18.1,12.4,0,0,79.4,11.3,5.3,5.3,0.6,0,0
81216,6,5,4,100,80.6,82,342,15.8,1.8,0.6,0,134.2,1.3,1,0.3,0,0,0
81318,6,5,4,100,35.2,322,1346,37,19.3,0,0,8612,17.6,6.2,8.9,2.4,0,0
81319,6,5,4,81,25.6,528,2209,22.2,48.8,0,0,2268.2,44.4,17.8,24.8,1.7,0,0
81320,6,5,4,100,8.2,692,2895,18.2,68,1.8,0,763.9,0,0,0,0,0,0
81321,6,5,4,100,60.4,196,819,20.9,9.8,6,0,726.4,8.7,2.1,5.2,1.4,0,0
81322,6,5,4,80,39,366,1529,21.7,26.7,9.6,0,825.5,25.2,9.3,11.7,4.2,0,0
81323,6,5,4,100,34.8,542,2266,15.5,53.3,0,0,747.8,50.4,16.9,24.4,9,0,0
81324,6,5,4,100,63.2,153,641,17.7,3.9,11.8,0,814.2,3.5,2.2,0.9,0.4,0,0
81325,6,5,4,100,11.2,378,1580,28,8.8,46.6,0,1638.2,7.8,3.4,3.6,0.8,0,0
81326,6,5,4,100,2.4,509,2128,30.7,27.1,35.5,0,1540.7,24,7.7,11.7,4.5,0,0
81327,6,5,4,100,14,373,1562,41.8,10.2,28.6,0,1929.2,9,3.9,4.4,0.7,0,0
81328,6,5,4,100,48.6,347,1453,18.8,29.6,1.4,0,392.7,28,10.2,13.8,2.3,0,0
81329,6,5,4,100,58.9,202,846,29.6,8.5,1.8,0,197,0,0,0,0,0,0
81423,6,5,4,100,50.9,302,1262,16.6,24,4.8,0,992.7,21.4,8.6,10.7,2.1,0,0
81424,6,5,4,100,51.3,307,1284,13.2,25.2,6.9,0,861.9,22.4,17.2,4.8,0.4,0,0
81425,6,5,4,100,51.5,215,900,12.1,14.6,8.8,0,1119.5,13,7.4,5.2,0.3,0,0
81426,6,5,4,100,76.6,99,416,15.5,3.4,1.7,0,1471.3,3,0.9,1.7,0.4,0,0
81427,6,5,4,100,22.1,565,2365,11.4,56.1,3.7,0,5557.5,0,0,0,0,0,0
81428,6,5,4,100,73.2,115,481,12.5,4.5,6.1,0,898.6,4,2.4,1.6,0,0,0
81429,6,5,4,100,55.2,320,1339,9,30.1,3.3,0,528.7,28.4,10.5,14,3.8,0,0
82111,6,5,4,100,66.4,193,808,17.4,12.4,3,0,0,11.4,6,5.1,0.2,0,0
82112,6,5,4,100,72,134,561,22.3,5,0,0,75.1,4.6,2.3,2,0.2,0,0
82113,6,5,4,100,72.8,117,491,22.6,2.6,0.9,0,40.2,2.4,1.1,1.2,0.1,0,0
82114,6,5,4,100,53.3,342,1430,14.1,31.7,0,0,0,29,16.5,11.9,0.5,0,0
82115,6,5,4,100,58.8,326,1362,16.6,28.8,0,0,0,26.4,14.4,11.4,0.5,0,0
82116,6,5,4,100,57.6,332,1390,17.1,29.3,0,0,0,27.9,14.7,13.3,0.3,0,0
82117,6,5,4,100,74.6,106,444,22.4,1.8,0.1,0,43.5,1.6,0.7,0.8,0.1,0,0
82118,6,5,4,100,72.5,119,497,22.8,2.9,0.4,0,37.8,2.7,1.5,1.2,0,0,0
82119,6,5,4,100,73.4,122,509,23,3.3,0,0,83.1,3,1.6,1.4,0.1,0,0
82210,6,5,4,100,85.6,70,292,13.2,1.9,0,0,60.6,1.5,0.8,0.6,0.2,0,0
82307,6,5,4,100,55.5,229,959,33.2,10.7,0,0,926,9.5,5.2,3.6,0.6,0,0
82308,6,5,4,100,63.6,200,835,25.8,10.7,0,0,935,9.5,4,4.9,0.6,0,0
82309,6,5,4,100,53.9,205,856,35.6,5.5,3.2,0,880.4,5,2.2,2.6,0.3,0,0
82310,6,5,4,100,14.6,342,1431,41.8,5.1,32.2,0,1529,4.9,2.5,2.1,0.2,0,0
82311,6,5,4,100,16.8,327,1368,40.1,3.6,33.6,0,1402.5,0,0,0,0,0,0
83113,6,5,4,100,78,94,393,19,2,0,0,106.6,0,0,0,0,0,0
83114,6,5,4,100,73.5,135,565,18.9,6.6,0,0,109.2,0,0,0,0,0,0
83115,6,5,4,100,77.1,97,407,19.8,2,0,0,92.8,0,0,0,0,0,0
83116,6,5,4,100,75.1,111,465,20.6,3.2,0,0,93.8,0,0,0,0,0,0
83117,6,5,4,100,74.9,118,492,18,4,2.4,0,92,0,0,0,0,0,0
83309,6,5,4,100,59.4,183,766,33.6,5.4,0,0,759.1,4.8,1.5,2.6,0.7,0,0
83310,6,5,4,100,74.5,118,492,13,4.8,5.6,0,616.2,4.3,1.9,1.9,0.4,0,0
84304,6,5,4,100,64.9,167,698,28.2,6,0,0,877.2,5.3,2.3,2.6,0.5,0,0
89006,6,5,4,100,78,92,384,19.7,1.3,0.3,0,32.7,1.2,0.5,0.4,0.2,0,0
91112,6,0,0,100,71.7,118,493,24.6,1.9,0.6,0,44.8,1.8,1,0.7,0.1,0,0
91113,6,0,0,74,71.7,146,609,20.2,7.2,0,0,73.6,6.8,2.4,3.8,0.6,0,0
91114,6,0,0,69,63.3,202,843,19,11.5,5.5,0,50.8,10.9,5.6,5.1,0.1,0,0
91115,6,0,0,100,58.2,206,861,12.2,9.1,18.8,0,329.8,8.6,3.1,4.4,1.1,0,0
91116,6,0,0,63,70.3,126,527,20.4,2,6.6,0,37.8,1.9,0.7,0.8,0.4,0,0
91308,6,0,0,77,59.7,206,862,23.4,10.8,3.8,0,633.2,10.2,2.4,5,1.9,0,0
91309,6,0,0,72,55.4,265,1107,28.1,16.9,0,0,560,16,4.1,8.6,3.2,0,0
91310,6,0,0,57,66.8,226,946,15.8,18.1,0,0,910.1,17.1,5.4,7.4,4.3,0,0
92214,6,0,0,100,11.3,603,2521,18.3,56.1,6.1,0,0,0,0,0,0,0,0
92307,6,0,0,60,57,309,1292,20.3,25.3,0,0,776.4,23.9,8.9,10.9,4.1,0,0
92308,6,0,0,65,33.4,530,2216,18.1,50.8,0,0,29.9,0,0,0,0,0,0
93302,6,0,0,54,15.8,410,1717,24.6,21.5,29.6,0,2880,20.3,7.2,9.7,2.7,0,0
94301,6,0,0,85,72.5,100,416,16.7,0.7,6.6,0,1071,0,0,0,0,0,0
99003,6,0,0,56,57.5,352,1473,11.3,34.1,0,0,653.8,32.2,5.3,19.4,7.5,0,0
99004,6,0,0,82,59,255,1066,16.9,20.8,0,0,1809.8,19.7,4.4,12.4,2.8,0,0
101105,4,4,0,100,88,61,256,3.1,3.2,5,0,24.8,3,2,0.8,0.1,0,0
101106,4,4,0,100,87.4,67,279,3.3,3.8,4.8,0,38.4,3.6,2.3,1.1,0.1,0,0
101107,4,4,0,100,87.9,61,256,3,3.1,5.3,0,68.2,2.9,1.9,0.9,0.1,0,0
101108,4,4,0,100,86.9,69,289,3.4,3.9,5.1,0,35.1,3.7,2.4,1.1,0.1,0,0
101109,4,4,0,100,88.3,60,251,2.9,3.2,4.9,0,292.1,3,2.4,0.5,0.1,0,0
101110,4,4,0,100,87.5,66,277,2.9,3.8,5.1,0,41.5,3.6,2.3,1,0.1,0,0
101111,4,4,0,100,87.2,67,280,3.1,3.7,5.3,0,48.9,3.5,2.2,1.2,0.1,0,0
101112,4,4,0,100,87.4,67,279,3.1,3.8,5.1,0,46.1,3.6,2.3,1.1,0.1,0,0
101113,4,4,0,100,88.1,61,254,2.9,3.2,5.1,0,62.1,3,1.9,0.9,0.1,0,0
101114,4,4,0,100,86.9,68,283,3.2,3.7,5.4,0,49.5,3.5,2.3,1.1,0.1,0,0
101115,4,4,0,100,90.1,43,181,2.9,1.3,5,0,279.5,1.2,0.9,0.3,0,0,0
101116,4,4,0,100,91.4,33,136,2.9,0.2,4.8,0,117.2,0.2,0.1,0.1,0,0,0
101117,4,4,0,100,88.2,60,251,3,3.1,5,0,62.1,2.9,1.9,0.8,0.1,0,0
101118,4,4,0,100,83.4,79,331,2.7,3,10.3,0,28.3,2.8,1.8,0.7,0.1,0,0
101119,4,4,0,100,83.3,80,335,2.8,3.2,10,0,31.4,3,1.9,1,0.1,0,0
101120,4,4,0,100,84.4,74,310,2.3,2.8,9.9,0,36.3,2.6,1.8,0.7,0,0,0
101121,4,4,0,100,86.1,66,277,2.6,2.6,8.1,0,47.3,2.5,1.8,0.7,0,0,0
102105,4,4,0,100,0,504,2109,24,28,39,0,0,0,0,0,0,0,0
102106,4,4,0,100,2.2,516,2158,25.4,29.6,37.1,0,491.2,28,16.6,9.2,0.9,0,0
102107,4,4,0,100,3,504,2109,22,26,45.5,0,220.6,24.6,15.2,8.3,1,0,0
102108,4,4,0,100,2.5,477,1995,21.2,21.1,50.5,0,282.8,19.9,12.2,6.3,0.4,0,0
102109,4,4,0,100,3.2,476,1992,19,21,52.8,0,184.1,19.8,15.2,4.2,0.4,0,0
102110,4,4,0,100,0,413,1729,27,11.7,50,0,0,0,0,0,0,0,0
102111,4,4,0,100,3.1,423,1768,27,11,53.9,0,406.9,10.4,7.5,2.6,0.2,0,0
102112,4,4,0,100,4,437,1828,17,13,63,0,350,0,0,0,0,0,0
102113,4,4,0,100,0,427,1785,17.9,11.1,64,0,210,0,0,0,0,0,0
102114,4,4,0,100,0,407,1703,16,9,68,2.5,250,0,0,0,0,0,0
102115,4,4,0,100,0,451,1876,17,15,62,0,248,0,0,0,0,0,0
102116,4,4,0,100,4,457,1912,17,17,59,0,0,0,0,0,0,0,0
102117,4,4,0,100,2.9,462,1933,18.3,17.5,57.8,0,115.7,16.5,8.5,5.2,2.2,0,0
102118,4,4,0,100,0,458,1916,17,18,57,0,300,18,9.2,5.3,2.6,0,0
102119,4,4,0,100,0,405,1723,16,6.8,70,0,346,0,0,0,0,0,0
102120,4,4,0,100,0,380,1588,23.3,3.9,62.4,0,360,0,0,0,0,0,0
102121,4,4,0,100,4,432,1807,18,12,63,0,0,0,0,0,0,0,0
102122,4,4,0,100,0,429,1790,30,14.4,44.8,0,410,0,0,0,0,0,0
102123,4,4,0,100,2.9,403,1688,25.2,5.8,62.6,0,175.4,5.5,3.4,1.2,0,0,0
102124,4,4,0,100,3,418,1750,22,10,60,0,0,0,0,0,0,0,0
103007,4,4,0,100,81.2,88,370,3,3.2,11.9,0,69.6,3,2.5,0.5,0,0,0
103008,4,4,0,100,78.5,97,407,3.3,2.9,14.6,0.1,53.8,2.7,2.2,0.5,0,0,0
104012,4,4,0,100,43,348,1454,16.5,28.4,6.5,0,1598,26.8,19.6,6.4,0.7,0,0
104013,4,4,0,100,31.7,386,1614,23,25.4,16.3,0,531.8,0,0,0,0,0,0
104014,4,4,0,100,48,241,1009,21.6,11.6,12.6,0,1684.8,11,9.5,1.4,0,0,0
104015,4,4,0,100,37.3,411,1702,24.9,34.5,0.1,0,687,0,0,0,0,0,0
105008,4,4,0,100,11,785,3285,1.1,86,1.7,0,1.7,81.3,62.1,17.6,1.5,0,0
109004,4,4,0,100,15.9,380,1588,7.5,10,64.9,0,88.6,9.5,5.9,3.2,0.4,0,0
109005,4,4,0,100,17.1,374,1565,8.2,10,62.8,0,103.9,9.5,5.1,3.7,0.6,0,0
109006,4,4,0,100,29,270,1130,10.3,0.2,58,0,180,0,0,0,0,0,0
111109,8,6,0,87,77.1,143,600,12.2,10.5,0,0,125.7,8.7,6.8,1.8,0.1,0,0
111110,8,6,0,86,72.7,162,677,12.6,11.3,24,0,119.2,0,0,0,0,0,0
111111,8,6,0,88,69.7,170,712,12.6,10.6,6.1,0,106.7,8.8,3.2,5.2,0.4,0,0
111204,8,6,0,86,76.3,151,632,12.1,10.5,0.1,0,130,0,0,0,0,0,0
111205,8,6,0,87,72.3,176,735,14.2,13.2,0,0,75.8,0,0,0,0,0,0
111206,8,6,0,100,68.6,199,833,13.5,15,1.4,0,353,0,0,0,0,0,0
111207,8,6,0,100,74.9,164,686,12.3,11.7,0.2,0,110,0,0,0,0,0,0
112104,8,6,0,87,55.6,243,1015,12.7,13.8,16.9,0,105.1,11.5,3.9,7.3,0.2,0,0
112203,8,6,0,84,70,177,739,13.8,13.5,0,0,1131,11.2,4.2,7,0,0,0
113104,8,6,0,85,71.9,182,761,12.7,13.6,1,0,45,0,0,0,0,0,0
121131,7,5,0,58,78.2,96,403,17.7,2.6,0.5,0,36,1.8,0.7,0.9,0.3,0,0
