"Fcode","cmfp","dash","ahei","edible","water","kcal","kj","prot","fat","cho","fiber","sodium","Total","SFA","MUFA","PUFA","EPA","DHA"
181001,0,11,0,100,0,400,1674,0,0,99.9,0,0.4,0,0,0,0,0,0
181002,0,11,0,100,0.9,396,1657,0.1,0,98.9,0,2,0,0,0,0,0,0
181003,0,11,0,100,0.6,397,1661,0,0,99.3,0,2.7,0,0,0,0,0,0
181004,0,11,0,100,1.9,389,1628,0.7,0,96.6,0,18.3,0,0,0,0,0,0
181005,0,11,0,100,12.8,331,1385,0.2,0.2,82,0,0,0,0,0,0,0,0
181006,0,11,0,100,22,321,1343,0.4,1.9,75.6,0,0.3,0,0,0,0,0,0
182001,0,11,0,100,6.5,432,1807,4.9,12.3,75.4,0,168.1,0,0,0,0,0,0
182002,0,11,0,69,7.7,368,1540,0.1,0,91.9,0,0,0,0,0,0,0,0
182003,0,11,0,100,10.1,359,1502,0.1,0,89.6,0,0,0,0,0,0,0,0
182004,0,11,0,100,19.5,321,1343,4.9,0,75.3,0,94.6,0,0,0,0,0,0
182005,0,11,0,100,5.6,407,1703,2.5,6.6,84.5,0,222.5,0,0,0,0,0,0
182006,0,11,0,68,9.7,360,1506,0.2,0,89.8,0,20.6,0,0,0,0,0,0
182007,0,0,0,100,1,586,2452,4.3,40.1,53.4,1.5,111.8,0,0,0,0,0,0
182008,0,0,0,100,13.8,400,1674,1.3,12,72.2,0.4,35.6,0,0,0,0,0,0
182009,0,0,0,100,2.1,572,2393,8.2,38.4,49.7,1.2,111.2,0,0,0,0,0,0
182010,0,0,0,100,6.6,369,1544,0.5,0,92.6,0.9,160.4,0,0,0,0,0,0
182011,0,0,0,100,0.3,399,1669,0.3,0.2,98.9,0,180.1,0,0,0,0,0,0
182012,0,0,0,100,1,395,1653,0.2,0.2,98.2,0.1,107.8,0,0,0,0,0,0
182013,0,0,0,100,3.3,436,1824,6,13.9,75.6,4,45,0,0,0,0,0,0
182014,0,0,0,100,0.7,397,1661,0,0.4,98.4,0,154.7,0,0,0,0,0,0
182015,0,0,0,100,0.4,397,1661,0,0.2,98.8,0,172.1,0,0,0,0,0,0
182016,0,0,0,100,4.2,538,2251,4.8,35.6,54.4,4.7,33.5,0,0,0,0,0,0
183001,0,0,0,100,25.8,286,1197,0.6,0.2,72.6,2.2,200.5,0,0,0,0,0,0
183002,0,0,0,100,23.7,284,1188,2.8,0.3,72.1,4.6,146.5,0,0,0,0,0,0
183003,0,0,0,100,15.4,336,1406,0.9,0.2,83.3,0.7,16.4,0,0,0,0,0,0
183004,0,0,0,100,14.2,337,1410,0.6,0.1,84.9,1.6,12.8,0,0,0,0,0,0
183005,0,0,0,100,20,308,1289,1.2,0.6,77.4,2.9,222.8,0,0,0,0,0,0
183006,0,0,0,100,19.2,310,1297,1.4,0.4,77.6,2.4,243,0,0,0,0,0,0
183007,0,0,0,100,18.7,307,1284,0.7,0.2,77.5,2,529.3,0,0,0,0,0,0
183008,0,0,0,100,15.3,329,1377,0.8,0.6,82,1.8,213.3,0,0,0,0,0,0
183009,0,0,0,100,55,177,741,0.2,0.3,44,0.6,34.3,0,0,0,0,0,0
183010,0,0,0,100,22.6,300,1255,0.6,0.6,74.6,1.6,192.1,0,0,0,0,0,0
183011,0,0,0,100,16.7,321,1343,1,0.8,80,2.6,115.5,0,0,0,0,0,0
191001,9,10,0,100,6.2,835,3494,0,92,1.8,0,9.4,88,54.4,29.9,4,0,0
191002,9,10,0,100,0.2,898,3757,0,99.7,0.1,0,0,0,0,0,0,0,0
191003,9,10,0,100,0.3,897,3753,0,99.7,0,0,0,95.3,27.9,53.1,14.3,0,0
191004,9,10,0,100,4,824,3448,0,88,8,0,13.2,84.1,48.2,30.4,4.5,0,0
191005,9,10,0,100,0.1,895,3745,0,99,0.9,0,0,0,0,0,0,0,0
191006,9,10,0,100,4,827,3460,0,88.7,7.2,0,138.5,0,0,0,0,0,0
191007,9,10,0,100,0.2,897,3753,0,99.6,0.2,0,0,95.2,41.1,45.6,8.5,0,0
192001,9,10,0,100,0.1,899,3761,0,99.9,0,0,7,95.5,12.6,56.2,23.7,0,0
192002,9,10,0,100,0.1,899,3761,0,99.9,0,0,0.7,95.5,9.6,75.3,10.6,0,0
192003,9,10,0,100,0.3,899,3761,0,99.9,0,0,1.5,95.5,14,39.4,43.1,0,0
192004,9,10,0,100,0.1,899,3761,0,99.9,0,0,4.9,95.5,15.2,23.6,55.8,0,0
192005,9,10,0,100,0,899,3696,0,99.9,0,0,0,0,0,0,0,0,0
192006,9,10,0,100,0,900,3766,0,100,0,0,0.6,95.6,9.1,17,69.8,0,0
192007,9,10,0,100,0.1,899,3761,0,99.9,0,0,3.5,95.5,17.7,39,36.6,0,0
192008,9,10,0,100,0,900,3766,0,99.9,0.1,0,10.5,95.5,19.3,52.7,23.3,0,0
192009,9,10,0,100,0.1,899,3761,0,99.9,0,0,2.8,95.5,13.4,18.4,65.2,0.6,0
192010,9,10,0,100,0,900,3766,0,100,0,0,0,95.6,36.7,33.2,25.4,0,0
192011,9,10,0,100,5.9,341,1427,21.8,28.2,38.2,38.2,12.6,0,0,0,0,0,0
192012,9,10,0,100,0,899,3696,0,99.9,0,0,0,0,0,0,0,0,0
192013,9,10,0,100,0.1,899,3761,0,99.8,0.1,0,4.5,95.4,23.2,25.8,42.6,0,0
192014,9,10,0,100,0.2,898,3757,0,99.8,0,0,5.1,95.4,13.7,43,39.3,0,0
192015,9,10,0,100,0,899,3696,0,99.9,0,0,0,0,0,0,0,0,0
192016,9,10,0,100,0.2,895,3745,0,99.2,0.5,0,1.4,94.8,13.8,26.3,54.1,0,0
192017,9,10,0,100,0.1,898,3757,0,99.7,0.2,0,1.1,95.3,13.4,37.6,44.2,0,0
192018,9,10,0,100,0,900,3766,0,100,0,0,1.3,95.6,41.5,42.4,11.6,0,0
192019,9,10,0,100,0,899,3696,0,99.9,0,0,0,0,0,0,0,0,0
201001,0,0,0,100,67.3,63,264,5.6,0.1,10.1,0.2,5757,0,0,0,0,0,0
201002,0,0,0,100,67.5,71,297,8.4,0.2,9,0,4056,0,0,0,0,0,0
201003,0,0,0,100,64.8,66,276,8.3,0.6,6.9,0,4861.1,0,0,0,0,0,0
201004,0,0,0,100,74.2,40,167,6.8,0.4,2.4,0,1903,0,0,0,0,0,0
201005,0,0,0,100,75.2,39,163,3.5,0.1,5.9,0,2057,0,0,0,0,0,0
201006,0,0,0,100,58.2,86,360,7.8,0.4,12.9,0,4050,0,0,0,0,0,0
201007,0,0,0,100,74.3,41,172,3.4,0.1,6.6,0,2462,0,0,0,0,0,0
201008,0,0,0,100,64.6,70,293,9.4,0.6,6.8,0,3836.3,0,0,0,0,0,0
201009,0,0,0,100,70.8,55,230,6.7,0,7.2,0.1,4580,0,0,0,0,0,0
201010,0,0,0,100,71.6,51,213,6.9,0.1,5.7,0,5843.2,0,0,0,0,0,0
202001,0,0,0,100,90.6,31,130,2.1,0.3,4.9,0,262.1,0,0,0,0,0,0
202002,0,0,0,100,99.4,6,25,0.1,0.6,0,0,225.9,0,0,0,0,0,0
202003,0,0,0,100,66,114,477,9.8,0.3,17.9,0,836,0,0,0,0,0,0
202004,0,0,0,100,88.2,37,155,2.8,0,6.5,0,460,0,0,0,0,0,0
202005,0,0,0,100,73.1,91,381,3.7,0.2,18.5,0,349.5,0,0,0,0,0,0
202006,0,0,0,100,95.9,14,59,0.5,0,3,0,185,0,0,0,0,0,0
202007,0,0,0,100,79.7,68,285,3.8,0.1,13,0,183.9,0,0,0,0,0,0
202008,0,0,0,100,86.8,43,180,3,0.4,6.9,0.1,444,0,0,0,0,0,0
203101,0,0,0,100,46.6,178,745,13.6,6.8,17.1,1.5,6012,0,0,0,0,0,0
203102,0,0,0,100,47.9,184,770,7.9,5.9,27,2.2,2201.5,0,0,0,0,0,0
203103,0,0,0,100,64.5,59,247,3.6,2.4,12.9,7.2,1268.7,0,0,0,0,0,0
203104,0,0,0,100,0.5,594,2485,6.9,53,25.3,3,2340,0,0,0,0,0,0
203105,0,0,0,100,50.6,131,548,12.1,1.2,21.3,3.4,3606.1,0,0,0,0,0,0
203106,0,0,0,100,54.7,99,414,13,0.7,10.2,0,7700,0,0,0,0,0,0
203107,0,0,0,100,71.2,31,130,0.8,2.8,3.2,2.6,8027.6,0,0,0,0,0,0
203108,0,0,0,100,52.3,135,565,5.8,5.1,21.4,5,3222.5,0,0,0,0,0,0
203109,0,0,0,100,59,127,531,9.7,6.1,9.4,1.1,3037.5,0,0,0,0,0,0
203110,0,0,0,100,59.2,88,368,4.8,0.6,19.6,3.7,3236.3,0,0,0,0,0,0
203111,0,0,0,100,53.9,136,569,5.5,0.6,28.5,1.4,2097.2,0,0,0,0,0,0
203112,0,0,0,100,22.7,259,1084,24.1,3,39.7,5.9,263.8,0,0,0,0,0,0
203113,0,0,0,100,71.3,54,226,2.1,3.6,9.8,6.4,1491.9,0,0,0,0,0,0
203114,0,0,0,100,0.3,618,2586,19.2,52.7,22.7,5.9,38.5,50.4,7,19,24,0,0
203115,0,0,0,100,51.4,89,372,4,1,24.8,8.9,5658.1,0,0,0,0,0,0
203201,0,0,0,100,32.5,269,1125,0.8,0.2,66.3,0.2,8.7,0,0,0,0,0,0
203202,0,0,0,100,75.8,81,339,4.9,0.2,16.9,2.1,37.1,0,0,0,0,0,0
203203,0,0,0,100,30.1,283,1202,0.6,5.1,62.7,0.2,65,0,0,0,0,0,0
203204,0,0,0,100,30.4,277,1159,0.4,0.1,69,0.3,11,0,0,0,0,0,0
203205,0,0,0,100,31.2,273,1142,0.4,0.2,68,0.5,14.2,0,0,0,0,0,0
203206,0,0,0,100,28.3,286,1197,0.2,0.3,70.9,0.4,5,0,0,0,0,0,0
204001,0,0,0,100,68.3,133,556,10.9,8.2,4.8,0.9,2460,7.6,1.2,1.7,4.7,0,0
204002,0,0,0,100,66.4,130,544,11.6,7.9,3.9,0.8,2012,7.3,1.2,1.6,4.6,0,0
204003,0,0,0,100,61.2,151,632,12,8.1,8.2,0.6,3091,7.5,1.2,1.7,4.6,0,0
204004,0,0,0,100,60.1,204,854,7.3,11.3,19.2,1,3000,0,0,0,0,0,0
204005,0,0,0,100,57.5,156,653,11.7,7.4,11.2,0.6,7410,0,0,0,0,0,0
205001,0,0,0,100,72.3,72,301,4.6,1.4,13.4,3.2,2843.2,0,0,0,0,0,0
205002,0,0,0,100,68.4,46,192,3.5,0.3,10.1,2.8,7228.6,0,0,0,0,0,0
205003,0,0,0,100,81.3,23,96,1.3,0.1,6.5,2.4,2777.4,0,0,0,0,0,0
205004,0,0,0,100,65.3,51,213,3.2,0.4,10.4,1.8,6060.6,0,0,0,0,0,0
205005,0,0,0,100,68.3,75,314,6,0,16.7,3.9,3077.3,0,0,0,0,0,0
205006,0,0,0,100,67.7,27,113,1.6,0.8,4.8,1.4,9686,0,0,0,0,0,0
205007,0,0,0,100,59.2,107,448,4.7,0,24.8,2.8,2523.2,0,0,0,0,0,0
205008,0,0,0,100,74.8,36,151,2.4,0.3,8.4,2.4,4623.7,0,0,0,0,0,0
205009,0,0,0,100,75.6,37,155,2.2,0.3,8.2,1.9,2839,0,0,0,0,0,0
205010,0,0,0,100,76.2,24,100,3,0.3,3.4,1.2,3769.5,0,0,0,0,0,0
205011,0,0,0,100,76.1,30,126,3.5,0.4,4.5,1.3,6880.8,0,0,0,0,0,0
205012,0,0,0,100,59,121,506,5.4,0.2,25,0.7,400,0,0,0,0,0,0
205013,0,0,0,100,73.4,39,163,5.5,0,5.7,1.5,4981.3,0,0,0,0,0,0
205014,0,0,0,100,83,23,96,2.3,0.2,4.1,1,4665.1,0,0,0,0,0,0
205015,0,0,0,100,24.9,141,590,13.3,0.8,47.5,27.4,3333,0,0,0,0,0,0
205016,0,0,0,100,73.5,41,172,1.6,0.3,10.1,2.1,3232.5,0,0,0,0,0,0
205017,0,0,0,100,77.8,37,155,1.4,0.5,8.5,1.8,2650.9,0,0,0,0,0,0
205018,0,0,0,100,67.7,60,251,3.3,0.2,14.6,3.4,4203,0,0,0,0,0,0
205019,0,0,0,100,81.3,32,134,1.7,0.3,7.4,1.8,3087.1,0,0,0,0,0,0
205020,0,0,0,100,78.9,35,146,2.9,0.5,6.2,1.6,4092.7,0,0,0,0,0,0
205021,0,0,0,100,90.3,17,71,1.2,0.1,4.9,2.1,1164,0,0,0,0,0,0
205022,0,0,0,73,67.2,104,435,4.4,0.1,23.9,2.6,3503.1,0,0,0,0,0,0
205023,0,0,0,74,66.1,114,477,2.1,0.2,27.6,1.7,692.2,0,0,0,0,0,0
205024,0,0,0,100,62.7,99,414,2.8,0.2,22.8,1.2,0,0,0,0,0,0,0
205025,0,0,0,100,73.7,97,406,0.5,0.5,23,0.4,809,0,0,0,0,0,0
205026,0,0,0,100,72,48,201,4.6,0.2,11.5,4.5,0,0,0,0,0,0,0
205027,0,0,0,100,88.2,25,105,2.4,0.8,3.8,1.8,1712.4,0,0,0,0,0,0
205028,0,0,0,100,74,34,142,2.6,0,6.8,1,5443.3,0,0,0,0,0,0
205029,0,0,0,100,75,29,121,2.2,0.3,6.5,2.1,4252.6,0,0,0,0,0,0
205030,0,0,0,100,89.9,22,92,2.5,0.3,4.4,2.2,990.6,0,0,0,0,0,0
205031,0,0,0,100,70.5,39,163,2.8,0.1,9.3,2.7,7250.7,0,0,0,0,0,0
205032,0,0,0,100,70.7,26,109,2.1,0.2,5.9,2,6834.5,0,0,0,0,0,0
205033,0,0,0,100,79,15,63,1.3,0.3,2.8,1,5184,0,0,0,0,0,0
205034,0,0,0,100,67.7,67,280,1.4,0,17.3,2,1103,0,0,0,0,0,0
205035,0,0,0,100,77.1,25,105,2.4,0.2,5.4,2.1,3304.2,0,0,0,0,0,0
206001,0,0,0,100,11.8,195,816,3.8,5.6,75.4,43,14.7,0,0,0,0,0,0
206002,0,0,0,100,10.2,357,1494,9.6,2.2,76.9,2.3,4.9,0,0,0,0,0,0
206003,0,0,0,100,11,258,1079,6.7,8.9,66.5,28.7,47.4,0,0,0,0,0,0
206004,0,0,0,100,7.6,234,979,21,15.6,50.4,48.1,42.7,0,0,0,0,0,0
206005,0,0,0,100,7.2,476,1992,23.6,29.9,35.3,7.2,7.8,0,0,0,0,0,0
206006,0,0,0,100,13.5,212,887,4.6,2.4,72.3,29.4,28.1,0,0,0,0,0,0
206007,0,0,0,100,9.4,203,849,15.2,9.5,57.7,43.5,100,0,0,0,0,0,0
206008,0,0,0,100,7.8,342,1431,8.9,1.2,74.3,0.4,1678.8,0,0,0,0,0,0
206009,0,0,0,100,12.4,348,1456,1,8,73.3,5.3,27.2,0,0,0,0,0,0
206010,0,0,0,100,8.9,251,1050,14.5,11.8,55.5,33.9,79.6,0,0,0,0,0,0
207101,10,0,0,100,1.2,11,46,0.1,0,2.7,0,92768,0,0,0,0,0,0
207102,10,0,0,100,0.1,0,0,0,0,0,0,39311,0,0,0,0,0,0
207103,10,0,0,100,0.2,0,0,0,0,0,0,39000,0,0,0,0,0,0
207201,0,0,0,100,0.2,268,1121,40.1,0.2,26.5,0,8160,0,0,0,0,0,0
207301,0,0,0,100,71.6,106,444,2.6,0,23.9,0,13.6,0,0,0,0,0,0
207302,0,0,0,100,4.4,356,1490,47.6,1.7,45.5,7.9,0,0,0,0,0,0,0
211001,0,0,0,100,11.9,324,1356,8.9,1.5,74.1,5.3,27.4,0,0,0,0,0,0
211002,0,0,0,100,9.6,208,870,6.8,3.9,67.6,31.1,17.5,0,0,0,0,0,0
211003,0,0,0,100,82.9,24,100,4.4,0,6.6,5,4.5,0,0,0,0,0,0
211004,0,0,0,100,79,70,293,3.9,0.3,15.3,2.3,0,0,0,0,0,0,0
211005,0,0,0,100,84,0,0,0,0,0.3,0.3,1.6,0,0,0,0,0,0
211006,0,0,0,100,79,67,280,4,1,13.7,3.3,0,0,0,0,0,0,0
211007,0,0,0,100,8.3,278,1163,8,1.4,79,20.7,21,0,0,0,0,0,0
211008,0,0,0,100,9.1,359,1502,0.3,17.2,67.4,16.7,122.1,0,0,0,0,0,0
211009,0,0,0,100,84.4,0,0,0,0,4.3,4.3,4.1,0,0,0,0,0,0
211010,0,0,0,100,86.6,0,0,0,0,4,4,1,0,0,0,0,0,0
211011,0,0,0,100,9.9,203,849,4.9,4.2,75,38.7,154.7,0,0,0,0,0,0
211012,0,0,0,100,12.7,169,707,10.9,5.7,61.9,43.3,7.5,0,0,0,0,0,0
211013,0,0,0,100,12,220,920,4.6,4.9,63.3,23.9,36,0,0,0,0,0,0
211014,0,0,0,0,93.7,0,0,0,0,2.5,2.5,0,0,0,0,0,0,0
211015,0,0,0,100,19.2,242,1013,6,3.3,63,15.9,20.5,0,0,0,0,0,0
211016,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0,0,0,0,0,0
211017,0,0,0,100,9,352,1473,18.8,30,37.2,35.6,4.3,0,0,0,0,0,0
211018,0,0,0,100,17.3,169,707,13.4,0.8,65.6,38.6,10.6,0,0,0,0,0,0
211019,0,0,0,58,2.9,539,2255,12.4,42,38.5,10.6,4.9,0,0,0,0,0,0
211020,0,0,0,100,11.1,465,1946,8.1,35.2,43.3,14.4,25.6,0,0,0,0,0,0
211021,0,0,0,100,11.5,199,833,11.7,2.7,71.5,39.6,0.6,0,0,0,0,0,0
211022,0,0,0,100,13.3,208,870,8.1,1.5,69,28.6,21.6,0,0,0,0,0,0
211023,0,0,0,100,7.8,429,1795,0.1,37.6,51.4,28.9,0,0,0,0,0,0,0
211024,0,0,0,34,11.7,219,916,6.8,2.3,76.6,33.9,19.3,0,0,0,0,0,0
211025,0,0,0,100,4.9,484,2025,24.8,42.7,24,24,5.2,0,0,0,0,0,0
211026,0,0,0,100,10.6,367,1536,0.8,24.1,61,24.2,11.8,0,0,0,0,0,0
211027,0,0,0,100,6.2,174,728,0.2,11.9,77,60.6,362.8,0,0,0,0,0,0
211028,0,0,0,76,83.7,51,213,3.8,1.3,9.9,3.8,2.9,0,0,0,0,0,0
211029,0,0,0,100,14.5,16,67,1.2,0.5,82.6,80.9,1,0,0,0,0,0,0
211030,0,0,0,100,12.7,189,791,10.5,5,63.1,37.6,45.9,0,0,0,0,0,0
211031,0,0,0,0,79.9,0,0,0,0,5.5,5.5,0,0,0,0,0,0,0
211032,0,0,0,0,72,89,372,8.6,1.7,13.7,3.8,0,0,0,0,0,0,0
211033,0,0,0,98,16.7,258,1079,13.9,1.5,64.1,16.9,252.1,0,0,0,0,0,0
219001,0,0,0,70,75,118,494,17.8,4.3,2.1,0,96.9,0,0,0,0,1.4,0
219002,0,0,0,37,79.4,93,389,20.5,1.2,0,0,11.8,0,0,0,0,1.2,2.3
219003,0,0,0,35,81.7,79,331,11.8,1.4,4.7,0,215.2,0,0,0,0,2.3,4.6
219004,0,0,0,68,84.1,63,264,10.3,1.5,2.1,0,395.8,0,0,0,0,12.2,3.7
219005,0,0,0,36,78.4,85,356,15.1,0.5,5,0,90.8,0,0,0,0,0,0
219006,0,0,0,23,77.2,88,368,15.1,0.4,6.1,0,105.2,0,0,0,0,0.5,1.5
219007,0,0,0,31,80.6,75,314,13.7,0.2,4.5,0,90.6,0,0,0,0,0,0
219008,0,0,0,78,76.4,94,393,20.3,0.7,1.6,0,67.8,0,0,0,0,0.9,0.5
219009,0,0,0,27,80.3,76,318,11.8,0.1,6.9,0,104.4,0,0,0,0,0,0
219010,0,0,0,22,77.7,90,377,14.4,1,5.9,0,85.8,0,0,0,0,1.1,3.5
219011,0,0,0,100,57.5,230,962,21.5,13,6.7,0,140.2,0,0,0,0,0,0
219012,0,0,0,100,6.4,292,1222,20.9,4.7,61.6,20.1,264,0,0,0,0,0,0
219013,0,0,0,100,48.4,177,741,26.2,4.7,7.5,0,115.7,0,0,0,0,0,0
11206,1,1,0,100,9.9,354,1482,15.7,2.5,70.9,3.7,3.1,1.7,0.9,0.5,0.2,0,0
11207,1,1,0,100,10.8,361,1509,12.3,1.5,74.9,0.4,2.7,1,0.3,0.1,0.6,0,0
11208,1,1,0,100,10.4,366,1531,13.3,2.2,73.5,0,60.3,0,0,0,0,0,0
11313,1,1,0,100,10.2,361,1511,13,1.5,74.7,0.8,110.6,1,0.7,0.2,0.1,0,0
11314,1,1,0,100,10.4,356,1490,10.8,1.8,75.7,1.5,249.8,1.2,0.8,0,0.3,0,0
11315,1,1,0,100,10.2,345,1445,14,1.8,71.5,3.2,711.2,1.2,0.6,0.3,0.2,0,0
11316,1,1,0,100,29,272,1140,8.9,0.4,60.7,2.4,11.5,0.3,0.1,0.1,0.1,0,0
11317,1,1,0,100,72.7,104,433,3.9,0.4,22.8,1.7,26.9,0.3,0.1,0,0.2,0,0
11410,1,1,0,100,30.8,274,1145,6.5,3.2,58.9,4.2,97,2.1,0.8,0.7,0.6,0,0
11411,1,1,0,100,40.3,226,946,7.1,1.3,50.9,4.4,165,0.9,0.7,0.2,0,0,0
11503,1,1,0,100,49.2,364,1522,16.2,33.2,0.1,0,663.8,0,0,0,0,0,0
12106,1,1,0,100,13.9,337,1412,6.4,1.2,78.1,2.8,2.7,0,0,0,0,0,0
12107,1,1,0,100,13.3,352,1472,7.5,1.8,77,0,2,0,0,0,0,0,0
12108,1,1,0,100,12.9,342,1429,6.9,0.7,79.2,2.3,2.2,0,0,0,0,0,0
12214,1,1,0,100,13.1,328,1374,7.5,1.1,78,5.9,1.7,0.9,0.3,0.2,0.4,0,0
12215,1,1,0,100,13.5,335,1400,8.4,0.7,77.2,3.5,1.8,0,0,0,0,0,0
12408,1,1,0,100,70.1,113,474,3,0.4,26.4,2,1.7,0.3,0.1,0.1,0.1,0,0
12409,1,1,0,100,85,58,242,1.3,0.2,13.4,0.7,2.8,0.2,0.1,0,0.1,0,0
12410,1,1,0,100,12.7,346,1446,0.4,0.8,85.8,1.6,52.2,0.7,0.3,0.1,0.3,0,0
12411,1,1,0,100,11.2,356,1491,7.7,1.5,79.2,1.2,8.2,0,0,0,0,0,0
13108,1,1,0,100,11.8,298,1248,8,0.8,79.2,14.4,0,0.7,0.2,0.1,0.4,0,0
13109,1,1,0,100,11.2,339,1419,8.5,1.5,78.4,5.5,2.3,1.3,0.3,0.3,0.7,0,0
13110,1,1,0,100,12.5,297,1243,7.4,1.2,78.7,14.5,1.7,1,0.2,0.2,0.6,0,0
13202,1,1,0,100,12.3,348,1456,6.6,0.3,80.5,0,0,0,0,0,0,0,0
14102,1,1,0,100,10.9,297,1243,10.2,2.2,74.3,0,17,0,0,0,0,0,0
15104,1,1,0,100,9.7,355,1485,8.9,3,77.7,4.6,0.6,2.6,1.2,0.8,0.5,0,0
19010,1,1,0,100,14.2,329,1377,11.3,2.8,70.2,5.5,0.9,1.9,0.3,0.6,0.9,0,0
19011,1,1,0,100,8.8,380,1589,13.7,8.6,67.7,5.8,1.8,5.8,1.7,3.1,0.9,0,0
19201,1,1,0,100,23.4,304,1271,7,0.2,68.7,0,0,0,0,0,0,0,0
21104,2,2,1,94,78.6,79,329,2.6,0.2,17.8,1.2,5.9,0,0,0,0,0,0
21105,2,2,1,100,80.8,70,293,1.8,0.1,16.4,0,6,0,0,0,0,0,0
21106,2,2,1,100,80.6,69,289,3,0,15.3,0,3,0,0,0,0,0,0
21107,2,2,1,100,81.5,65,272,3.2,0,14.2,0,2,0,0,0,0,0,0
21108,0,0,0,100,5.6,355,1486,8.4,0.5,82.7,0,71,0,0,0,0,0,0
21205,2,2,1,90,83.4,57,238,0.7,0.2,15.3,2.2,70.9,0,0,0,0,0,0
22108,0,0,0,100,13.1,351,1469,0.2,0.5,86,0,3,0,0,0,0,0,0
22109,0,0,0,100,9.7,366,1531,0.2,0.7,89.3,0,11,0,0,0,0,0,0
22110,0,0,0,100,17.4,332,1389,0.1,0.1,82,0,5,0,0,0,0,0,0
22111,0,0,0,100,15.1,342,1431,0.1,0.2,84.4,0,3,0,0,0,0,0,0
22112,0,0,0,100,11.9,331,1385,12.1,1.4,73.6,0,18,0,0,0,0,0,0
31104,5,9,3,100,9.2,389,1626,33.1,15.9,37.3,0,13.8,0,0,0,0,0,0
31206,5,0,0,100,2.4,419,1753,19.4,9.4,65.2,0,221.3,0,0,0,0,0,0
31207,5,0,0,100,2.6,398,1663,12.3,6.5,76.4,4,151.4,4.3,2.5,1.2,0.6,0,0
31208,5,0,0,100,4.3,432,1807,27.4,13,51.6,0,99.2,8.6,2.7,1.8,4.1,0,0
31306,5,0,0,100,78.6,111,462,9.2,8.1,3,2.8,7.3,7.5,3.8,2.9,0.6,0,0
31307,5,0,0,100,83.6,84,352,5.7,5.8,3.9,1.6,3.1,5.4,1.9,2,1.6,0,0
31405,5,0,0,100,93.8,30,126,3,1.6,1.2,0.3,3.7,1.5,0.8,0.5,0.2,0,0
31406,5,0,0,100,91.8,33,139,2.4,0.5,4.9,0,0,0,0,0,0,0,0
31527,5,0,0,100,9.4,431,1803,51.6,23,12.5,8.1,7.4,21.4,5.6,6.5,9.2,0,0
31528,5,0,0,100,7.1,476,1990,54.2,27.2,8.1,4.6,27.1,25.3,10.3,12.1,2.9,0,0
31529,0,0,0,100,30.1,414,1731,19.6,35.2,11.4,6.8,690.2,32.7,11.1,12.5,9.2,0,0
33204,0,0,0,100,37.9,240,1005,4.5,0.1,57.1,0,26.3,0,0,0,0,0,0
33205,0,0,0,100,33,255,1069,4.5,0.2,61.7,0,28.6,0,0,0,0,0,0
35203,0,9,3,100,83.7,62,259,4.8,0.5,10.1,3.6,41,0,0,0,0,0,0
39204,0,9,3,100,64.8,133,556,9.5,0.6,24,0,0,0,0,0,0,0,0
39303,0,9,3,100,70.5,107,448,8.9,0.3,19.2,0,1,0,0,0,0,0,0
39401,0,9,3,100,11.3,316,1323,21.2,4.2,60.1,0,6,0,0,0,0,0,0
41111,2,2,1,95,94.6,13,52,0.7,0.1,4,1.8,54.3,0,0,0,0,0,0
41112,2,2,1,94,94.8,13,53,0.7,0.2,3.6,1.6,117.5,0,0,0,0,0,0
41113,2,2,1,95,91,23,98,1.2,0.2,6.9,2.7,56,0,0,0,0,0,0
41114,2,2,1,96,94.2,15,61,0.8,0.1,4.2,1.6,111.2,0,0,0,0,0,0
41115,2,2,1,46,95.4,9,36,0.9,0.1,3,2,82.6,0,0,0,0,0,0
41204,2,2,1,97,90,25,106,1,0.2,8.1,3.2,120.7,0,0,0,0,0,0
41402,2,2,1,67,86.2,27,113,2.2,0.1,10,5.7,75.9,0,0,0,0,0,0
41403,2,2,1,89,86.4,33,140,1.8,0.2,10.6,4.5,306,0,0,0,0,0,0
42118,2,2,1,96,89.5,23,96,2.3,0.2,7.4,4.4,3.9,0,0,0,0,0,0
42119,2,2,1,97,90.1,18,76,2.2,0.3,7.3,4.3,9.5,0,0,0,0,0,0
42120,2,2,1,96,91.2,15,63,2,0.2,6,4.7,4.4,0,0,0,0,0,0
42121,2,2,1,96,93,11,48,2,0.2,4.2,3.8,5.7,0,0,0,0,0,0
42122,2,2,1,100,88,17,70,3,0.3,8.1,7.6,4.4,0,0,0,0,0,0
42205,2,2,1,100,89.8,32,134,4.4,1.6,3.6,3.6,28.3,0,0,0,0,0,0
42206,2,2,1,100,95.3,13,54,1.7,0.1,2.6,1.3,25.8,0,0,0,0,0,0
42207,2,2,1,100,91.7,25,104,4.4,0.8,2.6,2.6,14.9,0,0,0,0,0,0
42208,2,2,1,100,91.2,26,110,4.8,0.8,2.6,2.6,20.9,0,0,0,0,0,0
43115,2,2,1,97,92.5,14,59,1.3,0.1,5.5,3.5,1.9,0,0,0,0,0,0
43116,2,2,1,95,93.4,13,52,1.1,0.1,4.8,3,5,0,0,0,0,0,0
43117,2,2,1,98,93.3,19,79,0.8,0.2,5.3,1.8,4.6,0,0,0,0,0,0
