Fcode,cmfp,dash,ahei,FD_name,edible,water,kcal,kj,prot,fat,cho,fiber,sodium
121202,7,5,,参鱼[蓝圆参，边鱼],70,72,124,519,18.5,3.4,4.8,,81.6
121203,7,5,,带鱼[白带鱼，刀鱼],76,73.3,127,531,17.7,4.9,3.1,,150.1
121204,7,5,,堤鱼,64,66.9,191,799,17.6,12.8,1.3,,65
121205,7,5,,丁香鱼(干),100,36.3,196,820,37.5,3.1,4.6,,4375
121206,7,5,,狗母鱼[大头狗母鱼],67,76.5,100,418,16.7,2.3,3,,156.3
121207,7,5,,海鲫鱼[九九鱼],60,64.3,206,862,17,13.7,3.6,,15.8
121208,7,5,,海鳗[鲫勾],67,74.6,122,510,18.8,5,0.5,,95.8
121209,7,5,,红娘鱼[翼红娘鱼],55,76.1,105,439,18,2.8,1.9,,163.9
121210,7,5,,黄姑鱼[黄婆鸡(鱼)],63,74,137,573,18.4,7,0,,101.9
121211,7,5,,黄鱼(大黄花鱼),66,77.7,97,406,17.7,2.5,0.8,,120.3
121212,7,5,,黄鱼(小黄花鱼),63,77.9,99,414,17.9,3,0.1,,103
121213,7,5,,黄鲂[赤虹，老板鱼],75,77.8,81,339,18.5,0.5,0.6,,159.9
121214,7,5,,金线鱼[红三鱼],40,77.1,101,423,18.6,2.9,0,,118
121215,7,5,,绿鳍马面豚[面包鱼，橡皮鱼],52,78.9,83,347,18.1,0.6,1.2,,80.5
121216,7,5,,梅童鱼[大头仔鱼，丁珠鱼],63,74.8,121,506,18.9,5,0,,106.1
121217,7,5,,沙丁鱼[沙鲻],67,78,89,372,19.8,1.1,0,,91.5
121218,7,5,,沙钻鱼[多鳞喜，沙梭，麦穗鱼],63,78.5,84,351,18.4,0.6,1.2,,173.6
121219,7,5,,蛇鲻[沙梭鱼],72,73.5,122,510,20.8,4.2,0.3,,118.4
121220,7,5,,舌鳎[花纹舌头，舌头鱼],68,79.8,83,347,17.7,1.4,0,,138.8
121221,7,5,,油抒[香梭鱼],74,74.2,145,607,15.9,9,0,,67.5
121222,7,5,,颚针鱼[针量鱼],75,66.5,180,753,20.2,10.4,1.4,,73.3
121223,7,5,,鲅鱼[马鲛鱼，燕鲅鱼，巴鱼],80,72.5,121,506,21.2,3.1,2.1,,74.2
121224,7,5,,鲅鱼(咸)[咸马胶],67,52.8,157,657,23.3,1.6,12.4,,5350
121225,7,5,,鲆[片口鱼，比目鱼],68,75.9,112,469,20.8,3.2,0,,66.7
121226,7,5,,鲈鱼[鲈花],58,76.5,105,439,18.6,3.4,0,,144.1
121227,7,5,,鲐鱼[青鲐鱼，鲐巴鱼，青砖鱼],66,69.1,155,649,19.9,7.4,2.2,,87.7
121228,7,5,,鲑鱼[大麻哈鱼],72,74.1,139,582,17.2,7.8,0,,63.3
121229,7,5,,鲑鱼籽酱[大麻哈鱼籽酱],100,49.4,252,1054,10.9,16.8,14.4,,2881
121230,7,5,,鲚鱼(大)[大凤尾鱼],79,77.5,106,444,13.2,5.5,0.8,,53.1
121231,7,5,,鲚鱼(小)[小凤尾鱼],90,72.7,124,519,15.5,5.1,4,,38.5
121232,7,5,,鲨鱼[真鲨，白斑角鲨],56,73.3,118,494,22.2,3.2,0,,102.2
121233,7,5,,鲳鱼[平鱼，银鲳，刺鲳],70,72.8,140,586,18.5,7.3,0,,62.5
121234,7,5,,鲷[黑鲷，铜盆鱼，大目鱼],65,75.2,106,444,17.9,2.6,2.7,,103.9
121235,7,5,,鲻鱼[白眼棱鱼],57,75.3,119,498,18.9,4.8,0,,71.4
121236,7,5,,鲽[比目鱼，凸眼鱼],72,74.6,107,448,21.1,2.3,0.5,,150.4
121237,7,5,,鳐鱼[夫鱼],59,77.4,90,377,20.8,0.7,0,,130
121238,7,5,,鳓鱼[快鱼，力鱼],71,71.9,159,665,20.7,8.5,0,,47.8
121239,7,5,,鳕鱼[鳕狭，明太鱼],45,77.4,88,368,20.4,0.5,0.5,,130.3
121240,7,5,,鳘鱼,76,77.6,89,372,20.2,0.9,0,,54.8
121301,7,5,,鱼片干,100,20.2,303,1268,46.1,3.4,22,,2320.6
121302,7,5,,鱼奇油[鱼露，虾油],100,65.4,47,197,11.2,0.2,0,,9350
122101,7,5,,白米虾[水虾米],57,77.3,81,339,17.3,0.4,2,,90.7
122102,7,5,,斑节对虾[草虾],59,73.6,103,431,18.6,0.8,5.4,,168.8
122103,7,5,,长毛对虾[大虾，白露虾],65,76.4,90,377,18.5,0.4,3,,208.8
122104,7,5,,刺蛄[刺蛄],14,81.2,77,322,16,1.4,0,,86.8
122105,7,5,,东方对虾[中国对虾],67,78,84,351,18.3,0.5,1.6,,133.6
122106,7,5,,对虾,61,76.5,93,389,18.6,0.8,2.8,,165.2
122107,7,5,,海虾,51,79.3,79,331,16.8,0.6,1.5,,302.2
122108,7,5,,河虾,86,78.1,87,364,16.4,2.4,0,,133.8
122109,7,5,,基围虾,60,75.2,101,423,18.2,1.4,3.9,,172
122110,7,5,,江虾[沼虾],100,77,87,364,10.3,0.9,9.3,,
122111,7,5,,龙虾,46,77.6,90,377,18.9,1.1,1,,190
122112,7,5,,明虾,57,79.8,85,356,13.4,1.8,3.8,,119
122113,7,5,,塘水虾[草虾],57,74,96,402,21.2,1.2,0,,109
122114,7,5,,虾虎,32,80.6,81,339,11.6,1.7,4.8,,136.6
122115,7,5,,虾皮,100,42.4,153,640,30.7,2.2,2.5,,5057.7
122116,7,5,,螯虾,31,80.1,93,389,14.8,3.8,0,,225.2
122201,7,5,,虾米[海米，虾仁],100,37.4,198,828,43.7,2.6,0,,4891.9
122202,7,5,,虾脑酱,100,58.4,100,418,15.2,4.3,0,,1790
123001,7,5,,海蟹,55,77.1,95,397,13.8,2.3,4.7,,260
123002,7,5,,河蟹,42,75.8,103,431,17.5,2.6,2.3,,193.5
123003,7,5,,踞缘青蟹[青蟹],43,79.8,80,335,14.6,1.6,1.7,,192.9
123004,7,5,,梭子蟹,49,77.5,95,397,15.9,3.1,0.9,,481.4
123005,7,5,,蟹肉,100,84.4,62,259,11.6,1.2,1.1,,270
124101,7,5,,鲍鱼[杂色鲍],65,77.5,84,351,12.6,0.8,6.6,,2011.7
124102,7,5,,鲍鱼(干),100,18.3,322,1347,54.1,5.6,13.7,,2316.2
124103,7,5,,蛏子,57,88.4,40,167,7.3,0.3,2.1,,175.9
124104,7,5,,蛏干[蛏子缢，蛏青子],100,12.2,340,1423,46.5,4.9,27.4,,1175
124105,7,5,,赤贝,34,84.9,61,255,13.9,0.6,0,,266.1
124106,7,5,,河蚌,43,85.3,54,226,10.9,0.8,0.7,,17.4
124107,7,5,,河蚬[蚬子],35,88.5,47,197,7,1.4,1.7,,18.4
124108,7,5,,牡蛎[海蛎子],100,82,73,305,5.3,2.1,8.2,,462.1
124109,7,5,,生蚝,100,87.1,57,238,10.9,1.5,0,,270
124110,7,5,,泥蚶[血蚶，珠蚶],30,81.8,71,297,10,0.8,6,,354.9
124111,7,5,,扇贝(鲜),35,84.2,60,251,11.1,0.6,2.6,,339
124112,7,5,,扇贝(干)[干贝],100,27.4,264,1105,55.6,2.4,5.1,,306.4
124113,7,5,,鲜贝,100,80.3,77,322,15.7,0.5,2.5,,120
124114,7,5,,银蚶[蚶子],27,82.7,71,297,12.2,1.4,2.3,,280.1
124115,7,5,,贻贝(鲜)[淡菜，壳菜],49,79.9,80,335,11.4,1.7,4.7,,451.4
124116,7,5,,贻贝(干)[淡菜，壳菜],100,15.6,355,1485,47.8,9.3,20.1,,779
124201,7,5,,蛤蜊(均值),39,84.1,62,259,10.1,1.1,2.8,,425.7
124202,7,5,,花蛤蜊,46,87.2,45,188,7.7,0.6,2.2,,309
124203,7,5,,毛蛤蜊,25,75.6,97,406,15,1,7.1,,363
124204,7,5,,秋蛤蜊,26,76.4,89,372,15.6,0.7,5,,492.3
124205,7,5,,沙蛤蜊,50,86.6,56,234,8.9,1.9,0.8,,577.7
124206,7,5,,杂色蛤蜊,40,87.7,53,222,7.5,2.2,0.7,,494.6
124301,7,5,,螺(均值),41,73.6,100,418,15.7,1.2,6.6,,153.3
124302,7,5,,红螺,55,68.7,119,498,20.2,0.9,7.6,,219.6
124303,7,5,,黄螺[东风螺],43,70.7,106,444,19.8,1,4.5,,129.4
124304,7,5,,螺蛳,37,83.3,59,247,7.5,0.6,6,,252.6
124305,7,5,,石螺,27,75.2,90,377,12.8,0.7,8.2,,13
124306,7,5,,田螺,26,82,60,251,11,0.2,3.6,,26
124307,7,5,,香海螺,59,61.6,163,682,22.7,3.5,10.1,,278.9
129001,7,5,,海参,100,77.1,78,326,16.5,0.2,2.5,,502.9
129002,7,5,,海参(干),93,18.9,262,1096,50.2,4.8,4.5,,4968
129003,7,5,,海参(水浸),100,93.5,25,105,6,0.1,0,,80.9
129004,7,5,,海蜇皮,100,76.5,33,138,3.7,0.3,3.8,,325
129005,7,5,,海蜇头,100,69,74,310,6,0.3,11.8,,467.7
129006,7,5,,墨鱼[曼氏无针乌贼],69,79.2,83,347,15.2,0.9,3.4,,165.5
129007,7,5,,墨鱼(干)[曼氏无针乌贼],82,24.8,287,1201,65.3,1.9,2.1,,1744
129008,7,5,,乌贼(鲜)[鱿鱼，台湾枪乌贼，枪 ,97,80.4,84,351,17.4,1.6,0,,110
129009,7,5,,鱿鱼(干)[台湾枪乌贼],98,21.8,313,1310,60,4.6,7.8,,965.3
129010,7,5,,鱿鱼(水浸),98,81.4,75,314,17,0.8,0,,134.7
129011,7,5,,乌鱼蛋,73,85.3,66,276,14.1,1.1,0,,126.8
129012,7,5,,章鱼[真蛸],100,86.4,52,218,10.6,0.4,1.4,,288.1
129013,7,5,,章鱼(八爪鱼)[八角鱼],78,65.4,135,565,18.9,0.4,14,,65.4
131001,,,,母乳化奶粉,100,2.9,510,2134,14.5,27.1,51.9,,168.7
131002,,,,婴儿奶粉,100,3.7,443,1854,19.8,15.1,57,,9.4
133001,,,,豆奶粉,100,2.7,423,1770,19,8,68.7,,15.3
133002,,,,钙质糕粉,100,7.5,362,1515,7.9,1.3,82.1,2.4,5.5
133003,,,,健儿粉,100,8.1,369,1544,7.1,1.1,82.7,,21.6
133004,,,,莲子健儿粉,100,12.4,352,1473,8,0.7,78.3,,3.9
133005,,,,乳儿糕,100,10.3,365,1527,11.7,2.7,74.1,0.6,122.6
133006,,,,婴儿奶糕,100,11.8,343,1435,10.4,0.9,74.3,1.1,105.5
133007,,,,婴儿营养粉[婴宝*5410*],100,6,426,1782,17,12.8,60.8,,95
133008,,,,营养乳儿糕,100,8.2,364,1523,7.5,1.9,79.7,0.4,111.8
141001,,,,艾窝窝,100,52.1,190,795,4.3,,43.4,0.3,1.7
141002,,,,白水羊头,100,61.9,193,808,22.4,11,1.2,,899.4
141003,,,,茶汤,100,75.2,93,389,1.5,0.1,21.5,0.1,23.6
141004,,,,炒肝,100,84.8,96,402,2.8,8,3.3,0,259.6
141005,,,,春卷,100,23.5,463,1937,6.1,33.7,34.8,1,485.8
141006,,,,豆腐脑(带卤),100,88.1,47,197,2.6,1.8,5.4,0.2,235.6
141007,,,,粉皮,100,84.3,61,255,0.2,0.3,15,0.6,3.9
141008,,,,灌肠,100,66.1,134,561,0.2,0.3,32.8,0.3,12.5
141009,,,,煎饼,100,6.8,336,1406,7.6,0.7,83.8,9.1,85.5
141010,,,,焦圈,100,5.7,530,2218,6.9,34.9,48.9,1.8,762.2
141011,,,,京八件,100,8.3,435,1820,7.2,16.4,67.6,3,16.6
141012,,,,栗羊羹,100,24.1,301,1259,3.7,0.6,70.9,0.8,6.1
141013,,,,凉粉,100,90.5,37,155,0.2,0.3,8.9,0.6,2.8
141014,,,,凉粉(带调料),100,87.8,51,213,0.3,0.5,11.3,0.1,
141015,,,,凉面,100,59.8,167,699,4.8,1.7,33.3,0.2,163.7
141016,,,,龙虾片,100,11.1,338,1414,0.6,0.1,85.5,1.8,639.5
141017,,,,驴打滚,100,48.5,194,812,8.2,0.2,41.8,1.9,192.4
141018,,,,美味香酥卷,100,10.7,368,1540,7.5,3.6,76.7,0.4,185.8
141019,,,,蜜麻花[糖耳朵],100,19.4,367,1536,4.8,11,63.2,0.9,361.5
141020,,,,密三刀,100,10.3,425,1778,4.4,14.2,70.7,0.8,47.5
141021,,,,面窝,100,38.1,289,1209,5.2,10.7,44,1.1,154.8
141022,,,,年糕,100,60.9,154,644,3.3,0.6,34.7,0.8,56.4
141023,,,,酿皮,100,72.4,106,444,4.4,0.3,21.8,0.3,514.8
141024,,,,青稞炒面,100,6.8,356,1490,11.8,2.2,77,4.7,7.5
141025,,,,热干面,100,63,152,636,4.2,2.4,28.7,0.2,165.8
141026,,,,三刀蜜,100,15.5,383,1602,4.1,10.5,69.3,1.4,20
141027,,,,三鲜豆皮,100,51.2,237,992,6,10.2,31,0.6,207
141028,,,,汤泡,100,54.2,236,987,8.1,11.6,25.2,0.3,219
141029,,,,甜胚子,100,66.9,130,544,5.2,0.2,27.2,0.4,
141030,,,,甜醅,100,50.6,187,782,7.8,0.1,41,2.2,3.5
141031,,,,豌豆黄,100,63.7,133,556,7.5,0.6,26.7,2.2,151.7
141032,,,,香油炒面,100,1.9,407,1703,12.4,4.8,80.1,1.5,46.4
141033,,,,油茶,100,76.3,94,393,2.4,0.9,20,0.9,19.6
141034,,,,油炸豆瓣,100,8.1,405,1695,25.1,9.8,54.7,0.7,359.4
141035,,,,油炸豆花,100,12.2,400,1674,33.4,14.8,35.1,1.8,
141036,,,,炸糕,100,43.6,280,1172,6.1,12.3,37.3,1.2,96.6
141037,,,,糌粑(稞麦熟品),100,49.3,257,1075,4.1,13.1,32.5,1.8,8.9
142101,,,,蛋糕(均值),100,18.6,347,1452,8.6,5.1,67.1,0.4,67.8
142102,,,,蛋糕(黄蛋糕),100,27,320,1339,9.5,6,57.1,0.2,32
142103,,,,蛋清蛋糕,100,17.8,339,1418,6.5,2.4,72.9,,49
142104,,,,宫廷蛋糕,100,19.5,334,1397,7.4,3.4,69.2,0.8,49.1
142105,,,,老年蛋糕,100,14.6,383,1602,13,9.6,61.8,0.6,118.5
142106,,,,奶油蛋糕,100,21.9,378,1582,7.2,13.9,56.5,0.6,80.7
142107,,,,西式蛋糕,100,24.5,316,1322,7.8,3.4,63.8,0.3,47.6
142201,,,,月饼(百寿宴点),100,16.9,429,1795,5.1,22.1,55.3,3,11.1
142202,,,,月饼(豆沙),100,11.7,405,1695,8.2,13.6,65.6,3.1,22.4
142203,,,,月饼(奶油果馅),100,9.4,441,1845,5.7,16.9,67.6,1,28.2
142204,,,,月饼(奶油松仁),100,12.6,438,1833,6.4,21.4,59,4.1,17.7
142205,,,,月饼(唐王赏月),100,15.1,407,1703,8,18.4,57.8,5.4,56.8
142206,,,,月饼(五仁),100,11.3,416,1741,8,16,64,3.9,18.5
142207,,,,月饼(香油果馅),100,8.3,449,1879,6.3,19.7,65.2,3.5,28.2
142208,,,,月饼(枣泥),100,11.7,424,1774,7.1,15.7,64.9,1.4,24.3
142301,,,,板油酥饼,100,27.4,359,1502,7.6,14.9,49.4,0.9,324
142302,,,,蛋黄酥,100,6.3,386,1615,11.7,3.9,76.9,0.8,100
142303,,,,蛋麻脆,100,5.2,452,1891,9,17.4,66.7,1.8,67.9
142304,,,,德庆酥,100,4.4,456,1908,5.9,18.7,70,3.9,59.9
142305,,,,鹅油卷,100,10,461,1929,8.4,22.7,57.4,1.7,23.8
142306,,,,凤尾酥,100,3.3,511,2138,6.6,25.3,64.2,,
142307,,,,福来酥,100,7.4,465,1946,6.2,21.4,64.2,2.2,44.6
142308,,,,核桃薄脆,100,3.3,480,2008,9.8,24.6,61.1,6.2,251.3
142309,,,,黑麻香酥,100,6.8,437,1828,5.6,16.1,70.6,3.3,36.5
142310,,,,黑洋酥,100,2.3,417,1745,4.2,12.4,79.7,7.5,3.1
142311,,,,混糖糕点,100,5.3,453,1895,7.9,16.3,69.5,0.8,135.2
142312,,,,鸡腿酥,100,7.1,436,1824,6.2,13.4,72.7,,406.8
142313,,,,夹心酥饼,100,9.8,481,2013,5.3,24.7,59.7,0.4,18.7
142314,,,,江米条,100,4,439,1837,5.7,11.7,78.1,0.4,46.5
142315,,,,金钱酥,100,1.4,474,1983,11.4,23.1,62.6,7.6,60
142316,,,,京式黄酥,100,4.1,490,2050,6,21.8,67.7,0.3,52.7
142317,,,,开口笑,100,5.3,512,2142,8.4,30,55.3,3.1,68.2
142318,,,,廖花糖,100,7,392,1640,7.2,14,70.8,11.5,36.5
142319,,,,绿豆糕,100,11.5,349,1460,12.8,1,73.4,1.2,11.6
142320,,,,麻烘糕,100,4.4,397,1661,3.8,3.8,87.2,0.3,1.8
142321,,,,麻花,100,6,524,2192,8.3,31.5,53.4,1.5,99.2
142322,,,,麻香糕,100,3.5,401,1678,3.9,3.6,88.7,0.5,2.5
142323,,,,米花糖,100,7.3,384,1607,3.1,3.3,85.8,0.3,43.4
142324,,,,起酥,100,12.9,499,2088,8.7,31.7,45.1,0.3,493.9
142325,,,,水晶饼,100,10.8,436,1824,0.2,17.4,70.5,0.8,31.5
142326,,,,酥皮糕点,100,10.7,426,1782,8.1,15.5,65,1.4,55.7
142327,,,,桃酥,100,5.4,481,2013,7.1,21.8,65.1,1.1,33.9
142328,,,,硬皮糕点,100,7.3,463,1937,8.4,20.1,63.5,1.3,97.4
142329,,,,芝麻桃酥,100,4.9,467,1954,7,17.7,70.1,0.3,2.2
142330,,,,状元饼,100,8,435,1820,8.6,14.7,68.1,1,13.6
142331,,,,茯苓夹饼,100,10,332,1389,4.4,0.4,84.3,6.5,103.4
152101,,,,蛋片,100,6.7,391,1636,8.1,4.1,80.5,0.2,47
152102,,,,麦片,100,11.3,351,1469,12.4,7.4,67.3,8.6,20.9
152103,,,,燕麦片,100,9.2,367,1536,15,6.7,66.9,5.3,3.7
152104,,,,玉米片(即食粥),100,6.3,390,1632,7.2,3.7,82.3,0.4,1.7
152201,,,,方便面,100,3.6,472,1975,9.5,21.1,61.6,0.7,1144
152301,,,,面包(均值),100,27.4,312,1305,8.3,5.1,58.6,0.5,230.4
152302,,,,多维面包,100,30.9,316,1322,8.8,8.4,51.3,,652.7
152303,,,,法式牛角面包,100,21.3,375,1569,8.4,14.3,54.6,1.5,352.3
152304,,,,法式配餐面包,100,28.3,282,1180,10,1.2,58.7,1,478.4
152305,,,,果料面包,100,31.2,278,1163,8.5,2.1,57,0.8,210.5
152306,,,,黄油面包,100,27.3,329,1377,7.9,8.7,55.6,0.9,14.5
152307,,,,乐斯美面包,100,19.1,333,1393,9.2,2.8,68.6,0.8,54.9
152308,,,,麦胚面包,100,38,246,1029,8.5,1,50.9,0.1,457
152309,,,,麦维面包,100,37.7,270,1130,8.3,4.7,48.6,0.1,151
152310,,,,维生素面包,100,36.1,279,1167,8.8,5.6,48.6,0.3,256.4
152311,,,,咸面包,100,34.1,274,1146,9.2,3.9,51,0.5,526
152312,,,,椰圈面包,100,25.1,320,1339,9.5,4.8,59.9,0.3,106.2
152313,,,,桦榕面包,100,25.8,328,1372,8.9,7.5,56.6,0.3,236
152401,,,,饼干(均值),100,5.7,433,1812,9,12.7,71.7,1.1,204.1
152402,,,,VC饼干,100,5.5,572,2393,10.8,39.7,43.2,0.3,113.5
152403,,,,饼干(强化锌)[富锌饼干],100,3.3,444,1858,11,13.3,71.2,1.1,231.1
152404,,,,补血饼干,100,4.1,452,1891,11.8,14.7,68.4,0.4,177.4
152405,,,,儿童营养饼干,100,3.9,447,1870,10.8,12.9,72.1,0.3,107.4
152406,,,,钙奶饼干,100,3.3,444,1858,8.4,13.2,73.9,0.9,112.2
152407,,,,钙王饼干,100,3.1,450,1883,7.8,13.9,73.6,0.2,259.3
152408,,,,高蛋白饼干,100,5.6,448,1874,11,16.2,66,1.5,104.7
152409,,,,军用压缩饼干,100,5.4,457,1912,7.9,17.8,67.6,1.2,320.1
152410,,,,奶油饼干,100,6.5,429,1795,8.5,13.1,70.2,1,196.4
152411,,,,牛奶饼干,100,4.3,408,1707,8.1,6.1,80.3,0.2,399
152412,,,,曲奇饼,100,1.9,546,2284,6.5,31.6,59.1,0.2,174.6
152413,,,,苏打饼干,100,5.7,408,1707,8.4,7.7,76.2,,312.2
152414,,,,维夫饼干,100,10.3,528,2209,5.4,35.2,48,0.5,281.8
153001,,,,菠萝豆,100,4.1,392,1640,10.4,2.1,82.9,0.1,30
153002,,,,空心果,100,5.6,451,1887,6.8,15.2,72,0.2,5.8
153003,,,,马铃薯片(油炸)[油炸土豆片],100,4.1,612,2561,4,48.4,41.9,1.9,60.9
153004,,,,酥香兰花豆,100,9.2,416,1741,12.8,13.6,61.7,1.2,109.8
161001,,12,6,百令可乐,100,93.1,28,117,0.2,0.1,6.5,,22.7
161002,,12,6,冰川可乐,100,88.7,45,188,,,11.2,,11.4
161003,,12,6,橙珍(易拉罐装),100,93.8,25,105,0.1,,6.1,,5.3
161004,,12,6,橙汁汽水,100,94.9,20,84,,,5.1,,8.1
161005,,12,6,柠檬汽水,100,90.5,38,159,,,9.5,,3.3
161006,,12,6,特制柠檬汽水,100,87.5,50,209,,,12.5,,4.4
161007,,12,6,特制汽水,100,89.5,42,176,,,10.5,,5.8
161008,,12,6,维尔康运动饮料,100,88.9,45,188,,0.1,11,,5
162001,,12,6,VC橘汁,100,76.4,95,397,0.1,0.2,23.2,,4.4
162002,,12,6,浓缩橘汁,100,41.3,235,983,0.8,0.3,57.3,,4.4
162003,,12,6,鲜橘汁(纸盒),100,92.5,30,126,0.1,,7.4,,4.2
162004,,12,6,橘子汁,100,70.1,119,498,,0.1,29.6,,18.6
162005,,12,6,刺玫汁(纸盒),100,91.9,32,134,,,8.1,,4.4
162006,,12,6,甘蔗汁,100,83.1,64,268,0.4,0.1,16,0.6,3
162007,,12,6,红果汁,100,61,157,657,,0.2,38.7,,19.1
162008,,12,6,柠檬汁,100,93.1,26,109,0.9,0.2,5.5,0.3,1.2
162009,,12,6,沙棘果汁,100,87.5,44,184,0.9,0.5,10.6,1.7,5.4
162010,,12,6,乌梅汁,100,66,133,556,0.2,0.1,32.8,,24.3
162011,,12,6,原汁沙棘,100,86.3,48,201,2.6,,9.3,0,396.8
163001,,12,6,胡萝卜素王,100,67.1,130,544,0.1,0.2,32.5,0.5,72.5
164001,,12,6,果味奶,100,95.5,20,84,0.9,0.8,2.4,,37.4
164002,,12,6,喜乐(乳酸饮料),100,86.8,53,222,0.9,0.2,11.8,,53.8
165001,,12,6,巧克力豆奶,100,90.4,39,163,2.9,0.5,5.8,,25.4
165002,,12,6,杏仁露,100,89.7,46,192,0.9,1.1,8.1,,9.2
166101,,,,茶砖[砖茶],100,7.8,206,862,14.5,4,66.7,38.8,15.1
166102,,,,茶砖(小),100,6.6,244,1021,15.1,4,68.9,32.1,84.6
166103,,,,红茶,100,7.3,294,1230,26.7,1.1,59.2,14.8,13.6
166104,,,,花茶,100,7.4,281,1176,27.1,1.2,58.1,17.7,8
166105,,,,甲级龙井,100,6.1,309,1293,33.3,2.7,48.9,11.1,54.4
166106,,,,绿茶,100,7.5,296,1238,34.2,2.3,50.3,15.6,28.2
166107,,,,石榴花茶,100,6.4,320,1339,10.5,2.9,74.2,11.2,36.6
166108,,,,柿叶茶,100,3.6,286,1197,25.8,1.9,59.1,17.7,
166109,,,,铁观音茶,100,6.2,304,1272,22.8,1.3,65,14.7,7.8
166110,,,,珠茶,100,5.3,305,1276,28.7,1.7,58.3,14.6,13.3
166201,,,,茶水,100,99.8,0,0,0.1,,0,,3.9
167001,,11,,宝宝福,100,2.1,390,1632,0.2,,97.3,,22.6
167002,,11,,冰淇淋粉,100,2.5,396,1657,14.5,3.5,76.7,,180.6
167003,,11,,固体桔子饮料,100,2.2,391,1636,0.2,,97.5,,10.7
167004,,11,,可可粉,100,7.5,320,1339,20.9,8.4,54.5,14.3,23
167005,,11,,麦乳精,100,2,429,1795,8.5,9.7,77,,177.8
167006,,11,,山楂晶,100,3.6,386,1615,0.1,0.2,95.9,,57.7
167007,,11,,酸梅晶,100,1.2,394,1648,0.2,,98.4,,11.5
167008,,11,,鲜桔晶,100,3.7,385,1611,0.3,,95.9,,6.2
167009,,11,,猕猴桃晶,100,2.2,390,1632,0.4,,97.1,,2.2
167010,,11,,橘子晶,100,2.8,390,1632,0.2,0.4,96.5,,33
168001,,,,冰棍,100,88.3,47,197,0.8,0.2,10.5,,20.4
168002,,,,冰砖,100,69.6,153,640,2.9,6.8,20,,43.5
168003,,,,冰淇淋,100,74.4,127,531,2.4,5.3,17.3,,54.2
168004,,,,大雪糕,100,82.2,74,310,2.2,0.9,14.3,,83.5
168005,,,,三明治冰激淋,100,64,169,707,7.4,5.6,22.2,,179.5
168006,,,,双棒雪糕,100,69.7,137,573,2.3,3.6,23.9,,51.1
168007,,,,娃娃头,100,55.8,215,900,9.8,8.6,24.6,,199.8
168008,,,,紫雪糕,100,59.4,228,954,2.6,13.7,23.6,,65.9
169001,,12,,红景天饮料,100,91.8,33,138,0,0,8.2,0,10.3
171101,,,5,啤酒(均值),100,95.1,32,134,0.4,,,,11.4
171102,,,5,北京啤酒,100,94.9,32,138,0.4,,,,
171103,,,5,北京特制啤酒(6度),100,94.7,35,146,0.4,,,,2.5
171104,,,5,楚天啤酒(2.6度),100,97.4,16,63,0.4,,,,2.6
171105,,,5,酒泉啤酒,100,95.8,28,109,0.4,,,,
171106,,,5,麦饭石啤酒,100,95.8,25,109,0.5,,,,44.9
171107,,,5,美雪啤酒,100,94.8,34,142,0.4,,,,14.2
171108,,,5,秦海啤酒,100,94.6,36,151,0.5,,,,24.9
171109,,,5,清爽型啤酒(6度),100,93.8,35,146,0.4,,,,4.3
171110,,,5,特制啤酒(5度),100,95.5,30,126,0.4,,,,4.3
171111,,,5,维生素C啤酒,100,88.8,77,322,0.3,,,,1.7
171112,,,5,武汉啤酒(3.2度),100,97.1,19,75,0.3,,,,0.9
171113,,,5,五星啤酒,100,95.2,32,142,0.3,,,,25
171114,,,5,行吟阁啤酒(3.2度),100,97.1,19,75,0.3,,,,4.2
171201,,,5,葡萄酒(均值),100,89.6,72,301,0.1,,,,1.6
171202,,,5,白葡萄酒,100,90.4,66,275,0.1,,,,1.6
171203,,,5,红葡萄酒,100,89.3,74,310,0.1,,,,1.7
171204,,,5,玫瑰香葡萄酒(15度),100,87.7,85,356,0.1,,,,1.1
171301,,,5,黄酒,100,89.5,66,266,1.6,,,,5.2
171302,,,5,贡米佳酿(14度),100,88.2,79,335,,,,,
171303,,,5,加饭黄酒,100,94,37,130,1.6,,,,1.5
171304,,,5,江米酒,100,86.2,91,356,1.6,,,,1
171305,,,5,糯香酒(6.4度),100,94.8,36,151,,,,,1.3
171306,,,5,善酿酒,100,85,99,326,2,,,,0.4
171307,,,5,绍兴黄酒(15度),100,87.7,85,356,,,,,4.2
171308,,,5,元红黄酒,100,94.3,36,130,1.3,,,,1.7
172101,,,5,碧绿酒,100,65.8,239,1000,,,,,1.3
172102,,,5,崇明老白酒,100,57.3,298,1247,,,,,7.6
172103,,,5,低度汉酒(37.2度),100,69.2,216,904,,,,,
172104,,,5,二锅头(58度),100,49.7,351,1473,,,,,0.5
172105,,,5,甘州大曲,100,55.4,312,1305,,,,,
172106,,,5,汉口白酒(49.6度),100,57.9,295,1234,,,,,0.1
172107,,,5,汉口小麦酒(40.7度),100,66.1,237,992,,,,,0.7
172108,,,5,黄鹤楼酒(39度),100,67.6,227,950,,,,,
172109,,,5,精制小麦酒,100,66,238,996,,,,,0.8
172110,,,5,景泰大曲,100,56.6,304,1272,,,,,
172111,,,5,景泰二曲,100,59,287,866,,,,,
172112,,,5,酒泉酒,100,51,343,1435,,,,,
172113,,,5,凉洲曲酒,100,55,315,1318,,,,,0.3
172114,,,5,宁河大曲,100,55.2,314,1314,,,,,
