Fcode,cmfp,dash,ahei,FD_name,edible,water,kcal,kj,prot,fat,cho,fiber,sodium
46006,2,2,1,水芹菜,60,96.2,11,46,1.4,0.2,1.8,0.9,40.9
46007,2,2,1,茭白[茭笋，茭粑],74,92.2,23,96,1.2,0.2,5.9,1.9,5.8
46008,2,2,1,荸荠[马蹄，地栗],78,83.6,59,247,1.2,0.2,14.2,1.1,15.7
46009,2,2,1,莼菜(瓶装)[花案菜],100,94.5,20,84,1.4,0.1,3.8,0.5,7.9
47101,2,2,1,大薯[参薯],74,72.1,105,439,2.1,0.2,24.9,1.1,
47102,2,2,1,豆薯[凉薯，地瓜，沙葛],91,85.2,55,230,0.9,0.1,13.4,0.8,5.5
47103,2,2,1,葛[葛署，粉葛],90,60.1,145,607,2.2,0.2,36.1,2.4,
47104,2,2,1,山药[薯蓣，大薯],83,84.8,56,234,1.9,0.2,12.4,0.8,18.6
47105,2,2,1,山药(干),100,15,324,1356,9.4,1,70.8,1.4,104.2
47201,2,2,1,芋头[芋艿，毛芋],84,78.6,79,331,2.2,0.2,18.1,1,33.1
47202,2,2,1,槟榔芋,87,76.4,87,364,3,0.1,19.7,1.1,
47301,2,2,1,姜[黄姜],95,87,41,172,1.3,0.6,10.3,2.7,14.9
47302,2,2,1,姜(干),95,14.9,273,1142,9.1,5.7,64,17.7,9.9
47303,2,2,1,姜(子姜)[嫩姜],82,94.5,19,79,0.7,0.6,3.7,0.9,1.9
47304,2,2,1,洋姜[菊芋，鬼子姜],100,80.8,56,234,2.4,,15.8,4.3,11.5
48001,2,2,1,艾蒿,100,86.4,,,,,3.6,3.6,0
48002,2,2,1,白花菜,100,93.7,,,,,0,0,215.7
48003,2,2,1,白花桔梗,100,80.9,,,,,2.9,2.9,12.2
48004,2,2,1,白沙蒿[沙蒿],100,84,52,218,4.3,0.9,8.5,1.9,
48005,2,2,1,白沙蒿籽[沙蒿籽],100,11,412,1724,27.9,15.1,41,,
48006,2,2,1,白薯叶[甘薯叶],100,84,58,243,4.8,0.7,9,1,41.6
48007,2,2,1,百里香,100,82.8,,,,,0.2,0.2,36.4
48008,2,2,1,败酱[胭脂麻],100,79,54,226,1.5,1,17.3,7.5,1.3
48009,2,2,1,扁蓄菜[竹节草],100,79,71,297,6,0.6,12.4,2.1,
48010,2,2,1,朝鲜蓟,100,85.4,52,218,2.7,0.2,10.9,1.1,164.5
48011,2,2,1,刺儿菜[小蓟，蓟蓟菜],100,87,38,159,4.5,0.4,5.9,1.8,0.2
48012,2,2,1,刺楸,100,53.9,,,,,8.1,8.1,0
48013,2,2,1,达乌里胡枝子[牛枝子，豆豆苗],100,67,105,439,7,1,23.1,6,
48014,2,2,1,达乌里胡枝子籽[牛枝子籽，豆豆 ,100,10,345,1443,36.8,8.3,41.7,10.9,
48015,2,2,1,大玻璃草叶[大车前],100,83,43,180,4.4,0.3,8.8,3.1,
48016,2,2,1,大巢菜[野苕子，野豌豆],100,80,52,218,3.8,0.5,13.6,5.5,
48017,2,2,1,大蓟叶[飞廉叶],100,91,35,146,1.5,1.4,5.5,1.4,
48018,2,2,1,地肤[益明，扫帚苗],100,79,61,255,5.2,0.8,10.4,2.2,62.4
48019,2,2,1,地笋[地古牛，地瓜儿苗叶],100,79,60,251,4.3,0.7,13.7,4.7,
48020,2,2,1,豆腐柴,100,82.1,,,,,7.8,7.8,0
48021,2,2,1,独行菜,100,86,,,,,1.6,1.6,120.8
48022,2,2,1,独行菜(宽),100,86.4,,,,,1.7,1.7,142.5
48023,2,2,1,番杏[夏菠菜，新西兰菠菜],100,91.4,,,,,2.1,2.1,28
48024,2,2,1,胡枝子[山豆子],,61,117,490,5.3,2.2,29.6,10.5,
48025,2,2,1,槐花[洋槐花，豆槐花],,78,78,326,3.1,0.7,17,2.2,
48026,2,2,1,黄麻叶,100,87.7,34,143,4.7,0.3,5.8,1.2,8
48027,2,2,1,碱蓬[棉蓬，猪毛菜],,89,31,130,2.8,0.3,5.2,0.9,
48028,2,2,1,苦苦菜,100,88.2,38,159,2.5,0.9,6.8,1.8,
48029,2,2,1,轮叶党参,,85.7,,,,,4,4,0
48030,2,2,1,罗勒[兰香],,88.4,18,75,3.8,,4.6,3.9,5.7
48031,2,2,1,马齿苋[长寿菜，瓜子菜],,92,27,113,2.3,0.5,3.9,0.7,
48032,2,2,1,马兰头[马兰，鸡儿肠，路边菊],100,91.4,25,105,2.4,0.4,4.6,1.6,15.2
48033,2,2,1,麦瓶草[米瓦罐],,88,36,151,4.5,0.5,4.4,1,
48034,2,2,1,牛至,,82.4,,,,,0.4,0.4,16.2
48035,2,2,1,牛蒡叶,,87,37,155,4.7,0.8,5.1,2.4,
48036,2,2,1,爬景天[石头菜],,94,19,79,0.6,0.7,3.5,0.9,
48037,2,2,1,喷瓜,,92,,,,,0.3,0.3,2.9
48038,2,2,1,婆罗门参(白),,76.8,,,,,0.3,0.3,7.5
48039,2,2,1,婆罗门参(黑)[鸦葱],,84.6,,,,,0.3,0.3,73.1
48040,2,2,1,蒲公英叶[黄花苗叶，孛孛丁叶],,84,49,205,4.8,1.1,7,2.1,76
48041,2,2,1,掐不齐[鸡眼草，牛黄草],,67,89,372,6.1,1.4,23.6,10.5,
48042,2,2,1,清明菜[鼠曲菜],,85,45,188,3.1,0.6,8.9,2.1,
48043,2,2,1,球茎茴香,,87.7,,,,,0.3,0.3,77.2
48044,2,2,1,沙参叶[白参],,74,82,343,0.8,1.6,21.6,5.4,
48045,2,2,1,沙蓬子[沙米],,13,336,1406,21.5,8.1,50.6,6.3,
48046,2,2,1,山苦荬叶[启明菜叶],,90,32,134,2.2,0.4,5.6,0.8,
48047,2,2,1,食用大黄,,93.1,6,25,1.6,,1.5,1.5,5
48048,2,2,1,食用黄麻,,80.8,,,,,0.3,0.3,0
48049,2,2,1,酸模,,95.6,,,,,1,1,0
48050,2,2,1,汤菜,86,93.2,22,92,1.8,0.5,3.4,0.8,28
48051,2,2,1,土三七[景天三七],,87,45,188,2.1,0.7,9,1.5,
48052,2,2,1,歪头菜[草豆，二叶萩],,78,63,264,2.5,0.3,17.9,5.4,
48053,2,2,1,梧桐子[瓢儿果],,3,555,2322,23.6,38.8,30.1,2.2,
48054,2,2,1,夏枯草[铁色草],,81,60,251,2.5,0.7,12.7,1.9,
48055,2,2,1,香椿[香椿芽],76,85.2,47,197,1.7,0.4,10.9,1.8,4.6
48056,2,2,1,香茅,,80.5,,,,,0.4,0.4,0
48057,2,2,1,小旋花[狗儿蔓],,81,54,226,,0.5,15.4,3.1,
48058,2,2,1,鸭跖草[竹叶菜，淡竹叶],,89,32,134,2.8,0.3,5.7,1.2,
48059,2,2,1,野葱[沙葱，麦葱],,89,33,138,2.7,0.2,6.7,1.5,
48060,2,2,1,野韭菜[山韭],,86,35,146,3.7,0.9,7.2,4.1,
48061,2,2,1,野菊,,85,40,167,3.2,0.5,9,3.4,
48062,2,2,1,野蒜[小蒜，野葱],82,90.4,30,126,1,0.4,7.7,2,17.2
48063,2,2,1,野苋菜[假苋菜],,80,59,247,5.5,0.6,9.5,1.6,
48064,2,2,1,茵陈蒿[茵陈],,79,56,234,5.6,0.4,12,4.4,
48065,2,2,1,榆钱,100,85.2,36,151,4.8,0.4,7.6,4.3,0.7
48066,2,2,1,鱼腥草[蕺菜，臭菜],,86.4,,,,,0.3,0.3,2.6
48067,2,2,1,珍珠花菜,,84.9,,,,,0,0,0.7
48068,2,2,1,紫花桔梗,,81.4,,,,,2.9,2.9,16.7
48069,2,2,1,紫萼香茶菜,,77,,,,,6.9,6.9,8.4
48070,2,2,1,苣荬菜(尖叶)[取荬菜，苦麻子],,88.4,,,,,0.2,0.2,7.5
48071,2,2,1,苜蓿[草头，金花菜],100,81.8,60,251,3.9,1,10.9,2.1,5.8
48072,2,2,1,苜蓿籽[紫苜蓿籽],,11,334,1397,36.4,8.7,39.9,12.4,
48073,2,2,1,茴芹,,83,68,285,,,17,,
48074,2,2,1,荞菜[野荞],65,95.6,11,46,0.7,0.2,2.7,1.2,109.4
48075,2,2,1,蒌蒿,,87.4,57,238,3.7,0.7,9,0,1
48076,2,2,1,蕨菜[龙头菜，如意菜],,88.6,39,163,1.6,0.4,9,1.8,
48077,2,2,1,蕨菜(脱水),100,7.2,251,1050,6.6,0.9,79.7,25.5,20.4
48078,2,2,1,蕨麻[鹅绒委陵菜],,8,350,1464,12.6,1.4,75,3.2,
48079,2,2,1,枸杞菜[枸杞，地骨],49,87.8,44,184,5.6,1.1,4.5,1.6,29.8
48080,2,2,1,酢浆草[酸酸草，酸溜溜],100,84,67,280,3.1,0.5,12.4,,
51001,2,2,1,草菇[大黑头细花草],100,92.3,23,96,2.7,0.2,4.3,1.6,73
51002,2,2,1,大红菇(干)[草质红菇],100,15.5,200,837,24.4,2.8,50.9,31.6,1.7
51003,2,2,1,地衣(水浸),100,96.4,6,25,1.5,,1.8,1.8,10.7
51004,2,2,1,冬菇(干)[毛柄金线菌],86,13.4,212,887,17.8,1.3,64.6,32.3,20.4
51005,2,2,1,猴头菇(罐装),100,92.3,13,54,2,0.2,4.9,4.2,175.2
51006,2,2,1,黄蘑(干),89,39.3,166,695,16.4,1.5,40.1,18.3,6.1
51007,2,2,1,黄蘑(水发),89,90.1,21,88,4.3,0.4,4.8,4.8,1.6
51008,2,2,1,金针菇[智力菇],100,90.2,26,109,2.4,0.4,6,2.7,4.3
51009,2,2,1,金针菇(罐装),100,91.6,21,88,1,,6.7,2.5,238.2
51010,2,2,1,口蘑(白蘑),100,9.2,242,1013,38.7,3.3,31.6,17.2,5.2
51011,2,2,1,蘑菇(鲜蘑),99,92.4,20,84,2.7,0.1,4.1,2.1,8.3
51012,2,2,1,蘑菇(干),100,13.7,252,1054,21,4.6,52.7,21,23.3
51013,2,2,1,木耳(干)[黑木耳，云耳],100,15.5,205,858,12.1,1.5,65.6,29.9,48.5
51014,2,2,1,木耳(水发)[黑木耳，云耳],100,91.8,21,88,1.5,0.2,6,2.6,8.5
51015,2,2,1,平菇[糙皮侧耳，青蘑],93,92.5,20,84,1.9,0.3,4.6,2.3,3.8
51016,2,2,1,普中红蘑(干),100,12.3,214,895,18.4,0.7,58.1,24.6,4.3
51017,2,2,1,双孢蘑菇[洋蘑菇],97,92.4,23,96,4.2,0.1,2.7,1.5,2
51018,2,2,1,松蘑(干)[松口蘑，松茸],100,16.1,112,469,20.3,3.2,48.2,47.8,4.3
51019,2,2,1,香菇[香蕈，冬菇],100,91.7,19,79,2.2,0.3,5.2,3.3,1.4
51020,2,2,1,香菇(干)[香蕈，冬菇],95,12.3,211,883,20,1.2,61.7,31.6,11.2
51021,2,2,1,香杏丁蘑(干，大),100,14.1,207,866,22.4,0.2,53.9,24.9,43.4
51022,2,2,1,香杏片口蘑(干),100,15.1,207,866,33.4,1.5,37.6,22.6,21
51023,2,2,1,羊肚菌[干狼肚],100,14.3,295,1234,26.9,7.1,43.7,12.9,33.6
51024,2,2,1,银耳(干)[白木耳],96,14.6,200,837,10,1.4,67.3,30.4,82.1
51025,2,2,1,珍珠白蘑(干),100,12.1,212,887,18.3,0.7,56.3,23.3,4.4
51026,2,2,1,榛蘑(干)[假蜜环菌],77,51.1,157,657,9.5,3.7,31.9,10.4,51.3
51027,2,2,1,榛蘑(水发),77,85.6,46,192,2.8,1.1,9.4,3.1,15.1
52001,2,2,1,发菜(干)[仙菜],100,11.1,189,791,20.2,0.5,60.8,35,100.7
52002,2,2,1,海带[江白菜],100,94.4,12,50,1.2,0.1,2.1,0.5,8.6
52003,2,2,1,海带(干)[江白菜，昆布],98,70.5,77,322,1.8,0.1,23.4,6.1,327.4
52004,2,2,1,海带(浸)[江白菜，昆布],100,94.1,14,59,1.1,0.1,3,0.9,107.6
52005,2,2,1,海冻菜[石花菜，冻菜],100,15.6,314,1314,5.4,0.1,72.9,,380.8
52006,2,2,1,琼脂[紫菜胶洋粉],100,21.1,311,1301,1.1,0.2,76.3,0.1,3.3
52007,2,2,1,苔菜(干)[苔条，条浒苔],100,23.7,148,619,19,0.4,26.3,9.1,4955
52008,2,2,1,紫菜(干),100,12.7,207,866,26.7,1.1,44.1,21.6,710.5
61101,3,3,2,苹果(均值),76,85.9,52,218,0.2,0.2,13.5,1.2,1.6
61102,3,3,2,伏苹果,86,87.3,45,188,0.5,0.1,11.8,1.2,1.3
61103,3,3,2,国光苹果,78,85.9,54,226,0.3,0.3,13.3,0.8,1.3
61104,3,3,2,旱苹果,96,90.8,30,126,0.4,0.2,8.4,1.7,
61105,3,3,2,红富士苹果,85,86.9,45,188,0.7,0.4,11.7,2.1,0.7
61106,3,3,2,红香蕉苹果,87,86.9,49,205,0.4,0.2,12.3,0.9,2
61107,3,3,2,红星苹果,85,85,57,238,0.4,0.1,14.3,0.8,2.3
61108,3,3,2,红玉苹果,84,84.7,43,180,0.2,0.2,14.7,4.7,
61109,3,3,2,红元帅苹果,84,84.9,59,247,0.2,0.4,14.3,0.6,0.7
61110,3,3,2,黄香蕉苹果,88,85.6,49,205,0.3,0.2,13.7,2.2,0.8
61111,3,3,2,黄元帅苹果,80,84.6,55,230,0.2,0.3,14.7,1.8,0.6
61112,3,3,2,金元帅苹果,78,86.2,51,213,0.2,0.1,13.3,1.1,1.7
61113,3,3,2,青香蕉苹果,80,86.3,49,205,0.3,0.1,13.1,1.3,1.3
61114,3,3,2,秋里蒙苹果,85,87.5,35,146,0.2,0.2,11.9,3.7,
61115,3,3,2,香玉苹果,69,83.4,59,247,0.5,0.1,15.7,1.7,2.6
61116,3,3,2,印度苹果,90,84,44,184,0.6,0.2,14.8,4.9,
61117,3,3,2,祝光苹果,86,86.7,47,197,0.4,0.1,12.5,1.5,1.7
61118,3,3,2,倭锦苹果,86,85.8,50,209,0.2,0.2,13.6,1.7,0.6
61119,3,3,2,苹果(罐头),100,89.2,39,163,0.2,0.2,10.3,1.3,6.2
61201,3,3,2,梨(均值),82,85.8,44,184,0.4,0.2,13.3,3.1,2.1
61202,3,3,2,巴梨,79,86.1,46,192,0.4,0.2,12.9,2.2,1
61203,3,3,2,长把梨,80,83.1,54,226,0.8,0.8,14.9,4,3.2
61204,3,3,2,冬果梨,87,86.2,37,155,0.4,0.2,12.8,4.3,
61205,3,3,2,鹅黄梨,68,88.6,37,155,0.3,0.1,10.7,1.9,1.7
61206,3,3,2,红肖梨,87,89.1,30,126,0.2,,10.5,3.2,3.4
61207,3,3,2,锦丰梨,92,85.5,45,188,0.2,0.1,13.9,3.2,
61208,3,3,2,京白梨,79,85.3,55,230,0.2,0.5,13.7,1.4,0.7
61209,3,3,2,库尔勒梨,91,85.9,28,117,0.1,0.1,13.4,6.7,3.7
61210,3,3,2,莱阳梨,80,84.8,49,205,0.3,0.2,14.1,2.6,1.8
61211,3,3,2,马蹄黄梨,74,86.8,47,197,0.3,0.1,12.5,1.3,3.3
61212,3,3,2,明月梨,81,85.9,53,222,0.3,0.2,13.3,0.9,1.4
61213,3,3,2,木梨,80,91,28,117,0.4,0.1,8.2,1.9,3
61214,3,3,2,苹果梨,94,85.4,48,201,0.2,0.1,13.9,2.3,2.4
61215,3,3,2,软梨,68,87.4,14,59,0.4,0.2,11.7,9.1,1
61216,3,3,2,苏梅梨,88,77.4,66,276,1.2,0.2,20.5,5.7,0.9
61217,3,3,2,苏木梨,88,85.6,48,201,0.6,0.3,13.1,2.5,
61218,3,3,2,酥梨,72,88,43,180,0.3,0.1,11.4,1.2,2.3
61219,3,3,2,酸梨,85,89.6,26,109,0.1,0.1,9.8,3.7,8.5
61220,3,3,2,香梨,89,85.8,46,192,0.3,0.1,13.6,2.7,0.8
61221,3,3,2,雪花梨,86,88.8,41,172,0.2,0.1,10.6,0.8,0.6
61222,3,3,2,雪梨,93,78.3,73,305,0.9,0.1,20.2,3,1.4
61223,3,3,2,鸭广梨,76,82.4,50,209,0.6,0.2,16.5,5.1,1
61224,3,3,2,鸭梨,82,88.3,43,180,0.2,0.2,11.1,1.1,1.5
61225,3,3,2,早酥梨,92,85.8,43,180,0.2,0.2,13.6,3.6,0.2
61226,3,3,2,紫酥梨,59,86,47,197,0.3,0.1,13.3,2,1.7
61227,3,3,2,鳄梨,100,74.3,161,674,2,15.3,7.4,2.1,10
61228,3,3,2,冬果梨(罐头),100,83.6,47,197,0.3,,15.9,4.5,2
61229,3,3,2,梨(糖水罐头),100,90.4,33,138,0.5,0.2,8.8,1.4,2.1
61301,3,3,2,红果[山里红，大山楂],76,73,95,397,0.5,0.6,25.1,3.1,5.4
61302,3,3,2,红果(干),100,11.1,152,636,4.3,2.2,78.4,49.7,9.9
61901,3,3,2,海棠果[楸子],86,79.9,73,305,0.3,0.2,19.2,1.8,0.6
61902,3,3,2,海棠(罐头),100,85.4,53,222,0.5,0.2,13.6,1.3,8.8
61903,3,3,2,沙果,95,81.3,66,276,0.4,0.1,17.8,2,2.1
61904,3,3,2,吊蛋,95,81.7,56,234,0.8,0.4,16.8,4.4,0.6
61905,3,3,2,面蛋,60,74.5,85,356,1.6,0.5,21.7,3.3,3.8
61906,3,3,2,酸刺,16,70.7,107,448,2.8,0.3,25.5,2.2,8.3
62101,3,3,2,桃(均值),86,86.4,48,201,0.9,0.1,12.2,1.3,5.7
62102,3,3,2,白粉桃,93,92.7,25,105,1.3,0.1,5.5,0.9,
62103,3,3,2,高山白桃,69,88.5,40,167,0.7,0.2,10.1,1.3,0.7
62104,3,3,2,旱久保桃,89,87.3,47,197,0.9,0.1,11.3,0.8,1.8
62105,3,3,2,黄桃,93,85.2,54,226,0.5,0.1,14,1.2,
62106,3,3,2,金红桃,88,92.2,26,109,0.7,0.1,6.6,1,
62107,3,3,2,久保桃,94,89,41,172,0.6,0.1,10,0.6,2
62108,3,3,2,蜜桃,88,88.7,41,172,0.9,0.2,9.8,0.8,2.9
62109,3,3,2,蒲桃,69,88.7,33,138,0.5,0.2,10.2,2.8,1
62110,3,3,2,庆丰桃,93,88.8,40,167,0.6,0.1,10.1,0.9,2.1
62111,3,3,2,晚桃(黄),75,89,39,163,0.7,0.2,9.6,1,0.5
62112,3,3,2,五月鲜桃,93,89.4,39,163,0.4,0.1,10,0.9,
62113,3,3,2,早桃(黄),73,89,39,163,0.4,0.1,10.1,1.1,1.3
62114,3,3,2,桃(糖水罐头),100,84.9,58,243,0.3,,14.7,0.4,28
62201,3,3,2,李子,91,90,36,151,0.7,0.2,8.7,0.9,3.8
62202,3,3,2,李子杏,92,89.9,35,146,1,0.1,8.6,1.1,1.5
62203,3,3,2,梅[青梅],93,91.1,33,138,0.9,0.9,6.2,1,
62204,3,3,2,杏,91,89.4,36,151,0.9,0.1,9.1,1.3,2.3
62205,3,3,2,杏(罐头),100,89.2,37,155,0.6,0.2,9.7,1.4,22.3
62206,3,3,2,杏干,25,8.8,330,1381,2.7,0.4,83.2,4.4,40.4
62301,3,3,2,枣(鲜),87,67.4,122,510,1.1,0.3,30.5,1.9,1.2
62302,3,3,2,枣(干),80,26.9,264,1105,3.2,0.5,67.8,6.2,6.2
62303,3,3,2,枣(干，大),88,14.5,298,1247,2.1,0.4,81.1,9.5,8.3
62304,3,3,2,金丝小枣,81,19.3,294,1230,1.2,1.1,76.7,7,7.4
62305,3,3,2,乐陵枣,76,36.5,215,900,3.3,0.6,57.9,8.8,
62306,3,3,2,密云小枣,92,38.7,214,895,3.9,0.8,55.2,7.3,9.3
62307,3,3,2,黑枣(无核)[乌枣],98,39,228,954,1.7,0.3,57.3,2.6,6.3
62308,3,3,2,黑枣(有核),59,32.6,228,954,3.7,0.5,61.4,9.2,1.2
62309,3,3,2,酒枣,91,61.7,145,607,1.6,0.2,35.7,1.4,0.8
62310,3,3,2,蜜枣,100,13.4,321,1343,1.3,0.2,84.4,5.8,25.1
62311,3,3,2,蜜枣(无核),100,16.6,321,1343,1,0.1,81.9,3,15.8
62901,3,3,2,酸枣,52,18.3,278,1163,3.5,1.5,73.3,10.6,3.8
62902,3,3,2,樱桃,80,88,46,192,1.1,0.2,10.2,0.3,8
62903,3,3,2,樱桃(野，白刺),23,18.8,288,1205,11.4,3.9,59.8,7.9,98.5
63101,3,3,2,葡萄(均值),86,88.7,43,180,0.5,0.2,10.3,0.4,1.3
63102,3,3,2,红玫瑰葡萄,96,88.5,37,155,0.4,0.2,10.7,2.2,1.5
63103,3,3,2,巨峰葡萄,84,87,50,209,0.4,0.2,12,0.4,2
63104,3,3,2,马奶子葡萄,84,89.6,40,167,0.5,0.4,9.1,0.4,
63105,3,3,2,玫瑰香葡萄,86,86.9,50,209,0.4,0.4,12.1,1,2.4
63106,3,3,2,紫葡萄,88,88.4,43,180,0.7,0.3,10.3,1,1.8
63107,3,3,2,葡萄干,100,11.6,341,1427,2.5,0.4,83.4,1.6,19.1
63201,3,3,2,石榴(均值),57,79.1,63,264,1.4,0.2,18.7,4.8,0.9
63202,3,3,2,红粉皮石榴,57,78.7,64,268,1.3,0.1,19.4,4.9,0.8
63203,3,3,2,玛瑙石榴,60,79.2,63,264,1.6,0.2,18.4,4.7,0.7
63204,3,3,2,青皮石榴,55,79.5,61,255,1.2,0.2,18.5,4.9,1.3
63301,3,3,2,柿,87,80.6,71,297,0.4,0.1,18.5,1.4,0.8
63302,3,3,2,荷柿,98,81.7,57,238,0.6,0.2,17.1,3.8,1.1
63303,3,3,2,磨盘柿,98,79.4,76,318,0.7,0.1,19.6,1.5,4.7
63304,3,3,2,柿饼,97,33.8,250,1046,1.8,0.2,62.8,2.6,6.4
63901,3,3,2,桑葚(均值),100,82.8,49,205,1.7,0.4,13.8,4.1,2
63902,3,3,2,桑葚(白),100,81.8,50,209,1.8,0.3,14.9,4.9,2
63903,3,3,2,桑葚(红),100,83.7,48,201,1.6,0.4,12.9,3.3,1.9
63904,3,3,2,桑葚(干),100,10.7,239,1000,21.1,6.1,54.2,29.3,28.1
63905,3,3,2,醋栗[灯笼果],100,87.9,44,186,0.9,0.6,10.2,1.9,1
63906,3,3,2,黑醋栗[黑加仑],,82,63,266,1.4,0.4,15.4,2.4,2
63907,3,3,2,沙棘,87,71,119,498,0.9,1.8,25.5,0.8,28
63908,3,3,2,无花果,100,81.3,59,247,1.5,0.1,16,3,5.5
63909,3,3,2,中华猕猴桃[毛叶猕猴桃],83,83.4,56,234,0.8,0.6,14.5,2.6,10
63910,3,3,2,草莓[洋莓，凤阳草莓],97,91.3,30,126,1,0.2,7.1,1.1,4.2
64101,3,3,2,橙,74,87.4,47,197,0.8,0.2,11.1,0.6,1.2
64201,3,3,2,柑桔(均值),77,86.9,51,213,0.7,0.2,11.9,0.4,1.4
64202,3,3,2,福桔,67,88.1,45,188,1,0.2,10.3,0.4,0.5
64203,3,3,2,桔柑子[宽皮桂],78,88.6,43,180,0.8,0.1,10.2,0.5,0.8
64204,3,3,2,金桔[金枣],89,84.7,55,230,1,0.2,13.7,1.4,3
64205,3,3,2,芦柑,77,88.5,43,180,0.6,0.2,10.3,0.6,
64206,3,3,2,蜜桔,76,88.2,42,176,0.8,0.4,10.3,1.4,1.3
64207,3,3,2,三湖红桔,68,88.5,41,172,0.8,0.3,10,1.3,1.4
64208,3,3,2,四川红桔,78,89.1,40,167,0.7,0.1,9.8,0.7,1.7
64209,3,3,2,小叶桔,81,89.5,38,159,1.1,0.2,8.8,0.9,2.1
64210,3,3,2,早桔,82,85.6,57,238,1.2,0.2,12.6,0.1,0.9
64211,3,3,2,桔饼,100,5.4,364,1523,0.6,0.4,92.9,3.5,485.9
64301,3,3,2,柚[文旦],69,89,41,172,0.8,0.2,9.5,0.4,3
64302,3,3,2,柠檬,66,91,35,146,1.1,1.2,6.2,1.3,1.1
65001,3,3,2,芭蕉[甘蕉，板蕉，牙蕉],68,68.9,109,456,1.2,0.1,28.9,3.1,1.3
65002,3,3,2,菠萝[凤梨，地菠萝],68,88.4,41,172,0.5,0.1,10.8,1.3,0.8
65003,3,3,2,菠萝蜜[木菠萝],43,73.2,103,431,0.2,0.3,25.7,0.8,11.4
65004,3,3,2,刺梨[茨梨，木梨子],100,81,55,230,0.7,0.1,16.9,4.1,
65005,3,3,2,番石榴[鸡矢果，番桃],97,83.9,41,172,1.1,0.4,14.2,5.9,3.3
65006,3,3,2,桂圆,50,81.4,71,297,1.2,0.1,16.6,0.4,3.9
65007,3,3,2,桂圆(干),37,26.9,273,1142,5,0.2,64.8,2,3.3
65008,3,3,2,桂圆肉,100,17.7,313,1310,4.6,1,73.5,2,7.3
65009,3,3,2,黄皮果,59,87.6,31,130,1.6,0.2,9.9,4.3,6.5
65010,3,3,2,荔枝,73,81.9,70,293,0.9,0.2,16.6,0.5,1.7
65011,3,3,2,芒果[抹猛果，望果],60,90.6,32,134,0.6,0.2,8.3,1.3,2.8
65012,3,3,2,木瓜[番木瓜],86,92.2,27,113,0.4,0.1,7,0.8,28
65013,3,3,2,人参果,88,77.1,80,335,0.6,0.7,21.2,3.5,7.1
65014,3,3,2,香蕉[甘蕉],59,75.8,91,381,1.4,0.2,22,1.2,0.8
65015,3,3,2,杨梅[树梅，山杨梅],82,92,28,117,0.8,0.2,6.7,1,0.7
65016,3,3,2,杨桃,88,91.4,29,121,0.6,0.2,7.4,1.2,1.4
65017,3,3,2,椰子,33,51.8,231,967,4,12.1,31.3,4.7,55.6
65018,3,3,2,枇杷,62,89.3,39,163,0.8,0.2,9.3,0.8,4
65019,3,3,2,橄榄(白榄),80,83.1,49,205,0.8,0.2,15.1,4,
65020,3,3,2,余柑子[油柑子],80,86.6,38,159,0.3,0.1,12.4,3.4,
66101,3,3,2,白金瓜,70,93,24,100,0.4,,6.2,0.5,1.6
66102,3,3,2,白兰瓜,55,93.2,21,88,0.6,0.1,5.3,0.8,
66103,3,3,2,哈蜜瓜,71,91,34,142,0.5,0.1,7.9,0.2,26.7
66104,3,3,2,黄河蜜瓜,56,95,5,21,0.4,,4,3.2,
66105,3,3,2,金塔寺瓜,81,96.9,9,38,0.6,0.1,2,0.7,
66106,3,3,2,灵蜜瓜,71,98.1,3,13,0.5,0.1,0.4,0.4,5.2
66107,3,3,2,麻醉瓜,66,95.2,17,71,0.7,0.1,3.6,0.4,
66108,3,3,2,甜瓜[香瓜],78,92.9,26,109,0.4,0.1,6.2,0.4,8.8
66201,3,3,2,西瓜(均值),56,93.3,25,105,0.6,0.1,5.8,0.3,3.2
66202,3,3,2,西瓜(京欣一号),59,91.2,34,142,0.5,,8.1,0.2,4.2
66203,3,3,2,西瓜(郑州三号),59,93.4,25,105,0.6,0.1,5.7,0.2,2.4
66204,3,3,2,西瓜(忠于6号，黑皮),64,92.3,32,134,0.5,0.5,6.5,0.1,
66205,3,3,2,籽瓜,46,98.7,4,17,0.2,0.3,0.6,0.5,
71001,3,3,2,白果(干)[银杏],67,9.9,355,1485,13.2,1.3,72.6,,17.5
71002,3,3,2,菠萝蜜子,97,57,160,669,4.9,0.3,36.7,2.3,11.5
71003,,7,3,核桃(鲜),43,49.8,328,1372,12.8,29.9,6.1,4.3,
71004,,7,3,核桃(干)[胡桃],43,5.2,627,2623,14.9,58.8,19.1,9.5,6.4
71005,,7,3,毛核桃,38,57.6,174,728,12,6.7,21.7,5.4,
71006,,7,3,山核桃(干),24,2.2,601,2515,18,50.4,26.2,7.4,250.7
71007,,7,3,山核桃(熟)[小核桃],30,2.2,596,2494,7.9,50.8,34.6,7.8,430.3
71008,,7,3,栗子(鲜)[板栗],80,52,185,774,4.2,0.7,42.2,1.7,13.9
71009,,7,3,栗子(干),73,13.4,345,1443,5.3,1.7,78.4,1.2,8.5
71010,,7,3,栗子(熟)[板栗],78,46.6,212,887,4.8,1.5,46,1.2,
71011,,7,3,松子(生),32,3,640,2678,12.6,62.6,19,12.4,
71012,,7,3,松子(炒),31,3.6,619,2590,14.1,58.5,21.4,12.4,3
