Foodcode,FD_name,Total,SFA,MUFA,PUFA,EPA,DHA
152214,调味酱（铁板牛肉炒面）,,,,,,
152215,玉米红烧牛肉味方便面（面饼+调味料+蔬菜+肉酱）,3.6,1.6,1.5,0.6,,
152216,玉米红烧牛肉味方便面（面饼+调味料+蔬菜）,,,,,,
152217,肉酱（玉米红烧牛肉味方便面）,,,,,,
152218,海鲜鸡汁味米线（米线+调味料+蔬菜+肉酱）,,,,,,
152219,海鲜鸡汁味米线（米线+调味料+蔬菜）,,,,,,
152220,肉酱（海鲜鸡汁味米线）,,,,,,
152221,冬菜虾仁混沌,,,,,0.2,0.4
152222,韭菜合子,,,,,,
152223,糯米饭团,,,,,0.1,
152224,什锦炒饭,,,,,,
152225,虾仁炒饭,,,,,0.8,0.2
152314,面包条（白）,,,,,,
152315,面包屑,,,,,,
152316,葡萄干面包,,,,,,
152415,饼干（三明治）,28.8,11,6,11.7,,
152416,饼干（夹心）,15,7.4,5.7,1.9,,
152417,饼干（甜酥夹心）,33.2,23.6,8,1.6,,
152418,饼干（苏打夹心）,18.3,13.8,4.1,0.3,,
152419,饼干（咸）,24.2,11.9,9.8,2.5,,
152420,曲奇饼（加奶油）,,,,,,
152421,早茶饼,,,,,,
152501,饺子（素馅）,,,,,,
152502,饺子（三鲜馅）,,,,,,
152503,饺子（猪肉白菜馅）,,,,,,
152504,饺子（猪肉韭菜馅）,,,,,,
152505,饺子（猪肉芹菜馅）,,,,,,
152506,饺子（猪肉茴香馅）,,,,,,
152507,饺子（猪肉香菇馅）,,,,,,
152508,饺子（猪肉虾仁馅）,,,,,,
152509,饺子（鸡肉蘑菇馅）,,,,,,
152510,饺子（海鳗猪肉馅）,,,,,,
152511,饺子（海鳗虾仁馅）,,,,,,
152512,包子（三鲜馅）,,,,,,
152513,包子（猪肉馅）,,,,,,
153101,米饼（鸡蛋牛奶味）,28.3,15.8,5.9,4.6,,
153102,雪米饼,16.6,9.4,6,1.2,,
153103,蛋酥卷,33.4,16.1,13.3,3.9,,
153104,巧克力派,13,8.8,4.2,,,
153105,法式卷饼,32.2,14.5,12.6,5.1,,
153106,立体脆,23.4,11.7,9.3,2,,
153107,粟米脆,32.8,14.9,13,4.9,,
153108,通心脆,28,16.9,10.1,1,,
153109,洋葱圈,20.1,12,7.2,1,,
153201,虾片,,,,,,
153202,锅巴（豆香）,28.9,14,11.9,3,,
153203,锅巴（小米）,34.9,16.9,9.4,8.6,,
153204,海苔,2.7,2.7,,,,
153205,香菇片,7,3.1,2.8,1,,
153206,薯片（烧烤味）,35.4,15.8,14.7,4.9,,
153207,薯片（香辣味）,37.7,20.2,15,2.4,,
153208,薯圈,40.1,23.4,14.6,2,,
153301,怪味胡豆,9.4,4.2,3.9,1.2,,
153302,奶油五香豆,,,,,,
153303,夹心米果,39.6,23.7,13.4,2.5,,
153304,乐芙球,42.6,19.7,18.4,4.6,,
153305,玉米花,11.4,5.9,4.2,1.3,,
153306,果仁脆枣,,,,,,
153307,空心脆枣,,,,,,
153308,鱼肉粒,2.3,1,1,0.3,,
153401,果冻（草莓水果冻）,,,,,,
153402,果冻（蒟蒻冻）,,,,,,
153403,果冻（蒟蒻椰果冻）,,,,,,
153404,果冻（AD钙椰果冻）,,,,,,
161009,可口可乐,,,,,,
162012,菠萝汁饮料（百果洲牌）,0.2,0.1,,0.1,,
162013,菠萝汁饮料（大湖牌）,,,,,,
162014,苹果汁饮料（光明牌）,,,,,,
162015,苹果汁饮料（亨氏）,,,,,,
162016,苹果果肉饮料,,,,,,
162017,橙汁饮料（光明牌）,,,,,,
162018,橙汁饮料（茹梦牌）,,,,,,
162019,橙汁饮料（汇源牌）,,,,,,
162020,橙汁饮料（三得利牌）,,,,,,
162021,芒果汁饮料,,,,,,
162022,沙棘果浆,,,,,,
162023,山楂果肉饮料,,,,,,
162024,酸枣果汁饮料,,,,,,
162025,西番莲汁饮料,,,,,,
162026,西柚汁饮料,0.3,0.1,0,0.2,,
162027,椰子汁饮料,1.9,1.7,0.2,,,
162028,杏仁椰汁饮料,,,,,,
163002,胡萝卜汁饮料 ,,,,,,
164003,AD钙奶,,,,,,
164004,健康快车奶饮料,0.6,0.6,,,,
164005,粒粒果奶饮料,0.6,0.5,0.1,,,
164006,酸乳饮料,1.2,0.8,0.3,,,
164007,酸乳饮料（发酵）,,,,,,
165003,核桃乳（儿童型）,,,,,,
165004,核桃乳（女性型）,,,,,,
165005,核桃乳（中老年型）,,,,,,
165006,核桃乳（佐餐调和型）,,,,,,
165007,杏仁露,,,,,,
166111,大麦茶,,,,,,
166202,大麦茶水,,,,,,
167011,高乐高营养饮品,,,,,,
167012,菓珍,1.8,0.7,0.8,0.3,,
167013,桂花酸梅晶,,,,,,
167014,柠檬茶,1.4,0.4,0.4,0.5,,
167015,巧克力麦芽营养品,2.9,2.9,,,,
167016,咖啡豆,8.3,3.4,0.8,4.1,,
167017,咖啡粉,0.4,0.2,,0.2,,
167018,咖啡伴侣,,,,,,
168009,冰激凌（草莓味）,3,1.9,1,0.1,,
168010,冰激凌（苦咖啡味）,9.5,8.7,0.6,0.2,,
168011,冰激凌（加奶油）,12.1,7.6,4.1,,,
168012,冰激凌（草莓圣代）,,,,,,
168013,冰激凌（巧克力圣代）,,,,,,
168014,冰激凌（脆皮甜筒）,,,,,,
168015,冰激凌（花心筒）,12.4,7.5,3.7,1.2,,
168016,冰激凌（金百合）,9.9,9,0.7,0.2,,
168017,雪糕（百乐宝）,5.9,5,0.8,0.1,,
168018,雪糕（红豆缘）,4.5,3.8,0.7,,,
168019,棒冰（可乐冰）,0.9,0.5,0.4,0.1,,
168020,棒冰（奇彩旋）,1,0.5,0.1,0.4,,
169002,纯净水（康师傅牌）,,,,,,
169003,纯净水（乐百氏牌）,,,,,,
169004,纯净水（哇哈哈牌）,,,,,,
169005,纯净水（椰树牌）,,,,,,
169006,饮用水（农夫山泉牌）,,,,,,
169007,饮用水（雀巢）,,,,,,
169008,矿泉水（获特满牌）,,,,,,
169009,矿泉水（康师傅牌）,,,,,,
169010,矿泉水（蓝涧牌）,,,,,,
169011,矿泉水（乐百氏牌）,,,,,,
169012,矿泉水（雀巢）,,,,,,
169013,矿泉水（椰树牌）,,,,,,
171115,啤酒（4.3%，青岛牌）,,,,,,
171116,啤酒（4%，燕京牌）,,,,,,
171117,啤酒（5.1%，生力牌）,,,,,,
171205,葡萄酒（干白，11%，长城牌）,,,,,,
171206,葡萄酒（干白，12%，张裕牌）,,,,,,
171207,葡萄酒（半干白，11.5%，王朝牌）,,,,,,
171208,葡萄酒（干红，11.5%，长城牌）,,,,,,
171209,葡萄酒（干红，11.5%，王朝牌）,,,,,,
171210,葡萄酒（干红，12%，张裕牌）,,,,,,
171211,黑加仑酒（8%）,,,,,,
171212,雪利酒,,,,,,
171309,花雕酒（16.5%）,,,,,,
172127,董酒（浓香型，46%),,,,,,
172128,二锅头（56%）,,,,,,
172129,汾酒（清香型，53%）,,,,,,
172130,古井贡酒（浓香型，38%）,,,,,,
172131,剑南春（52%）,,,,,,
172132,剑南春（浓香型，38%）,,,,,,
172133,京酒（浓香型，38%）,,,,,,
172134,茅台酒（53%）,,,,,,
172135,五粮液（52%）,,,,,,
172136,竹叶青酒（45%）,,,,,,
172137,金奖白兰地（38%）,,,,,,
172138,伏特加,,,,,,
172139,威士忌,,,,,,
173105,苹果酒（干型）,,,,,,
173106,苹果酒（甜）,,,,,,
173107,果汁朗姆酒（9.9%）,,,,,,
173108,鸡尾酒,,,,,,
173109,马提尼酒（32%）,,,,,,
173110,曼哈顿酒（30.6%）,,,,,,
173111,酸味威士忌（16.8%）,,,,,,
182101,夹心糖,,,,,,
182102,水果味软糖,,,,,,
182201,牛奶糖,,,,,,
182202,酸奶软糖,,,,,,
182203,太妃糖,,,,,,
182301,花生牛轧糖,,,,,,
182302,花生芝麻酱,,,,,,
182303,四味粽子糖,,,,,,
182401,巧克力（充气）,,,,,,
182402,巧克力（果仁）,,,,,,
182403,巧克力（黑）,,,,,,
182404,巧克力（牛奶）,,,,,,
183012,冰糖酸角,,,,,,
183013,甘草杏,,,,,,
183014,清凉杏肉,,,,,,
183015,雪梅,0.8,0.5,0.1,0.2,,
183016,九制梅肉,2.2,0.2,0.7,1.3,,
183017,九制西梅,0.8,0.5,,0.4,,
183018,九制应子,0.4,0.2,,0.2,,
183019,梅脯,0.8,0.4,0.2,0.1,,
183020,阿胶枣,,,,,,
183021,黑贡枣,,,,,,
183022,野酸枣,,,,,,
183023,多味山楂,,,,,,
183024,山楂脯,,,,,,
183025,地瓜干,,,,,,
184001,蜂蜜,,,,,,
184002,蜂蜜（槐花）,,,,,,
184003,蜂蜜（天麻）,,,,,,
184004,蜂蜜（硬蜜）,,,,,,
184005,蜂蜜（油菜花）,,,,,,
192020,核桃油,94.7,7.2,18.6,68.8,,
192021,花生油,95.5,12.9,43.1,39.4,,
192022,葵花籽油,95.5,9.6,20.5,65.3,,
192023,粟米油[玉米胚芽油],95.6,13.3,27.2,55.3,,
192024,米糠油,94.4,14,35,45,,
192025,油菜籽油,95.4,9.8,72.9,12.6,,
192026,芝麻油,95.3,11.7,35.6,47.9,,
192027,大豆色拉,95.5,13.5,29.6,52.4,,
192028,色拉油,95.3,13.9,20.3,61.9,,
201011,黄豆酱油,,,,,,
201012,老抽,0.3,0.1,0.1,0.1,,
201013,生抽,,,,,,
203116,海鲜酱（阿香婆）,,,,,28.2,
203117,牛肉酱（阿香婆）,,,,,25.1,
203118,花生酱,50.5,8.3,24.4,17.8,,
203119,花生酱（加巧克力）,52.7,9.5,25.6,17.4,,
203120,芝麻酱,63.9,5.9,24.1,33.9,,
203121,千岛沙拉酱,41.1,5.7,9.4,26.1,,
203122,沙拉酱,74.7,10.6,18.5,45.6,,
203123,奶油攀司,39.7,5.3,12.1,22.1,,
203207,草莓酱,0.8,0.3,0.2,0.2,,
203208,番茄沙司,0.1,0,0,0.1,,
204006,腐乳（香辣味）,,,,,,
204007,腐乳（白，石宝寨牌）[酱豆腐],7.2,2.6,2.7,1.9,,
204008,腐乳（白，王致和牌）[酱豆腐],,,,,,
205036,剁辣椒,0.4,0.1,0,0.3,,
205037,酱八宝菜,,,,,,
205038,酱甘露,,,,,,
205039,酱花生米,,,,,,
205040,酱籽萝,,,,,,
205041,麻仁金丝,,,,,,
205042,雪菜,1.3,0.7,0.5,0.1,,
205043,腌大头菜,,,,,,
205044,腌芥菜头,,,,,,
205045,腌韭菜花,,,,,,
205046,腌萝卜条,,,,,,
205047,榨菜（鱼泉牌）,,,,,,
205048,榨菜（正林牌）,,,,,,
206011,咖喱粉,,,,,,
207202,鸡粉,4.8,1.1,2.4,1.2,,
207203,鸡精,2.6,0.9,1.3,0.5,,
207401,料酒,,,,,,
219014,蜂蛹[蜂胚、蜂仔],,,,,,
219015,蜂蛹（油蜂）,,,,,,
219016,蜂蛹（大黄蜂）,,,,,,
219017,葛根,,,,,,
219018,花椒叶（干）,,,,,,
219019,花粉（油花）,,,,,,
219020,花粉（油松）[松花粉],,,,,,
219021,花粉（荞麦）,,,,,,
219022,牛蛙,,,,,,
219023,仙人掌（食用）,,,,,,
219024,仙人掌果[仙桃],,,,,,
219025,仙人掌籽,,,,,,
