COMMID,comm_type,T1,T2,T3,T4,STRATUM,wave,index,comm,denc,div,econ,health,house,market,soc,trans,edc,mart,sani
432402,4. RURAL VILLAGE,43,2,4,2,4,2004,45.945,3.3,4,4.5,4,6,5.125,3.75,1.25,0,2.22,2,9.8
432402,4. RURAL VILLAGE,43,2,4,2,4,2006,46.05,2.8,5.5,3.5,8,6,5,0,3.75,0,2,0,9.5
432402,4. RURAL VILLAGE,43,2,4,2,4,2009,50.631666667,3.6,4.5,4,8.3,7.5,5.375,0,1.25,6.6666666667,1.94,0,7.5
432402,4. RURAL VILLAGE,43,2,4,2,4,2011,45.021666667,,5.5,4.5,8.5,5,4.125,0,1.25,6.6666666667,2.38,0,2.8
432403,4. RURAL VILLAGE,43,2,4,3,4,1989,29.694761905,3.9,4,2.5,3.5,4,2.3928571429,2.6785714286,0,3.3333333333,1.14,1.25,1
432403,4. RURAL VILLAGE,43,2,4,3,4,1991,25.434285714,2.8,3.5,2.5,0.25,4,2.1428571429,1.0714285714,0,5,1.12,1.25,1.8
432403,4. RURAL VILLAGE,43,2,4,3,4,1993,39.050952381,3.5,3.5,3.5,1.25,6,2.1428571429,1.0714285714,0,6.6666666667,1.62,7.5,2.3
432403,4. RURAL VILLAGE,43,2,4,3,4,1997,36.834761905,1.7,3.5,3,1.5,3.2,1.0714285714,8.75,0,3.3333333333,1.48,7.5,1.8
432403,4. RURAL VILLAGE,43,2,4,3,4,2000,43.775,2.7,3.5,2.5,2,6,2.875,5,1.25,5,2.2,6.25,4.5
432403,4. RURAL VILLAGE,43,2,4,3,4,2004,37.804761905,4.9,3.5,2.5,1,3.2,3.75,1.0714285714,1.25,3.3333333333,2.8,2.5,8
432403,4. RURAL VILLAGE,43,2,4,3,4,2006,41.916666667,4.3,3.5,3.5,6,3.2,5,0,3.75,1.6666666667,1,5,5
432403,4. RURAL VILLAGE,43,2,4,3,4,2009,54.948922306,5.05,3.5,4.5,7,7.5,4.4736842105,1.4285714286,1.25,6.6666666667,2.48,4.5,6.6
432403,4. RURAL VILLAGE,43,2,4,3,4,2011,56.153095238,,3.5,5.5,7.5,5,6.625,1.0714285714,1.25,6.6666666667,2.14,4,7.5
432404,4. RURAL VILLAGE,43,2,4,4,4,1989,49.883333333,4.2,7.5,4,2.75,4,2.5,7.5,0,3.3333333333,1.6,7.5,5
432404,4. RURAL VILLAGE,43,2,4,4,4,1991,44.086666667,3.1,7.5,3,0.5,4,2.5,7.5,0,1.6666666667,1.82,5,7.5
432404,4. RURAL VILLAGE,43,2,4,4,4,1993,41.946190476,3.76,8,3.5,1,4,2.5,2.1428571429,0,3.3333333333,1.56,6.25,5.9
432404,4. RURAL VILLAGE,43,2,4,4,4,1997,58.082857143,4.9,8,4.5,2.5,4,7.5,3.3928571429,0,5,2.24,6.25,9.8
432404,4. RURAL VILLAGE,43,2,4,4,4,2000,59.265,4,8,4.5,1,6,5.2083333333,8.75,1.25,1.6666666667,2.84,6.25,9.8
432404,4. RURAL VILLAGE,43,2,4,4,4,2004,57.823333333,5.4,8,3.5,5,3.2,5.25,6.25,1.25,3.3333333333,2.64,7,7
432404,4. RURAL VILLAGE,43,2,4,4,4,2006,47.407857143,4.4,8.5,4.75,4.5,3.2,6.4107142857,2.8571428571,1.25,0,2.74,5,3.8
432404,4. RURAL VILLAGE,43,2,4,4,4,2009,58.943809524,5.4,8,5,5.5,7.5,7.75,2.8571428571,1.25,6.6666666667,2.52,3,3.5
432404,4. RURAL VILLAGE,43,2,4,4,4,2011,55.938095238,,7.5,5,7,5,7.25,1.0714285714,1.25,6.6666666667,2.9,3,3.8
451101,1. URBAN NEIGHBORHOOD,45,1,1,1,1,1989,70.01452381,4.9,7.5,4.5,5,6.4,4.5178571429,10,0,6.6666666667,2.28,8.75,9.5
451101,1. URBAN NEIGHBORHOOD,45,1,1,1,1,1991,68.415,5.9,8,4.75,5,6.4,5.5,9.375,0,10,2.44,1.25,9.8
451101,1. URBAN NEIGHBORHOOD,45,1,1,1,1,1993,71.575,5.9,8,4.75,5,8,6.25,4.375,0,10,2.8,7.5,9
451101,1. URBAN NEIGHBORHOOD,45,1,1,1,1,1997,73.325,6,8,4.5,10,8,7.375,7.5,0,5,3.2,3.75,10
451101,1. URBAN NEIGHBORHOOD,45,1,1,1,1,2000,76.941190476,6,9,5,5,6.4,7.5178571429,7.5,1.25,8.3333333333,3.44,7.5,10
451101,1. URBAN NEIGHBORHOOD,45,1,1,1,1,2004,86.584166667,7.27,9,4.75,10,6.4,8.9475,5,6.25,6.6666666667,3.8,8.5,10
451102,1. URBAN NEIGHBORHOOD,45,1,1,2,1,1989,66.886904762,3.9,8,5,4.95,8,3.4285714286,5.625,0,8.3333333333,3.4,6.25,10
451102,1. URBAN NEIGHBORHOOD,45,1,1,2,1,1991,72.3525,5.89,8,5,5,8,5.1375,5.625,0,10,2.8,7.5,9.4
451102,1. URBAN NEIGHBORHOOD,45,1,1,2,1,1993,66.599166667,5.78,7.5,4.5,5,8,6.3875,4.375,0,6.6666666667,2.94,6.25,9.2
451102,1. URBAN NEIGHBORHOOD,45,1,1,2,1,1997,75.311666667,4.9,8,5.5,10,8,7.25,4.375,0,6.6666666667,3.32,7.5,9.8
451102,1. URBAN NEIGHBORHOOD,45,1,1,2,1,2000,77.49,6.1,8,7,5,6.4,7.105,4.375,1.25,10,4.76,7.5,10
451102,1. URBAN NEIGHBORHOOD,45,1,1,2,1,2004,90.271666667,7.26,9,7,10,8,7.895,5,6.25,6.6666666667,4.7,8.5,10
451102,1. URBAN NEIGHBORHOOD,45,1,1,2,1,2006,91.276666667,8,9,6.5,10,8,8.42,10,1.25,6.6666666667,4.44,9,10
451102,1. URBAN NEIGHBORHOOD,45,1,1,2,1,2009,90.606666667,8.8,9,5,9,8.75,9,5,6.25,6.6666666667,4.14,9.5,9.5
451103,2. SUBURBAN VILLAGE,45,1,1,3,2,1989,55.081428571,3.6,6.5,4.5,3.5,8,2.5714285714,8.75,0,5,2.36,2.5,7.8
451103,2. SUBURBAN VILLAGE,45,1,1,3,2,1991,50.12452381,6,6.5,3.5,1.7,8,4.2678571429,2.5,0,6.6666666667,2.44,1.25,7.3
451103,2. SUBURBAN VILLAGE,45,1,1,3,2,1993,56.341190476,5.81,6.5,3.5,2.5,6,5.2378571429,7.5,0,8.3333333333,2.66,0,8.3
451103,2. SUBURBAN VILLAGE,45,1,1,3,2,1997,80.38,5.85,6.5,4.5,9,8.75,8.27,10,0,10,3.16,6.25,8.1
451103,2. SUBURBAN VILLAGE,45,1,1,3,2,2000,79.736666667,6,6.5,5,4.5,8,9.905,9.375,2.5,6.6666666667,3.14,8.75,9.4
451103,2. SUBURBAN VILLAGE,45,1,1,3,2,2004,86.8,7.04,6.5,5,9.8,8,9.3,10,2.5,10,3.26,6,9.4
451103,2. SUBURBAN VILLAGE,45,1,1,3,2,2006,84.8325,8.61,4.5,5.25,6,8,9.7825,10,1.25,10,3.14,8.5,9.8
451103,2. SUBURBAN VILLAGE,45,1,1,3,2,2009,86.685,9.1,4.5,6,10,8.75,9.875,10,2.5,5,3.96,7.5,9.5
451104,2. SUBURBAN VILLAGE,45,1,1,4,2,1989,21.528690476,2.3,4.5,4,0.25,2,0.8482142857,0.3571428571,0,3.3333333333,2.64,0,1.3
451104,2. SUBURBAN VILLAGE,45,1,1,4,2,1991,34.44452381,2.1,4.5,3.5,0.5,4,2.0178571429,2.5,0,6.6666666667,2.86,5,0.8
451104,2. SUBURBAN VILLAGE,45,1,1,4,2,1993,41.836190476,4.6,4.5,4,0.5,4,3.75,2.1428571429,0,8.3333333333,2.96,6.25,0.8
451104,2. SUBURBAN VILLAGE,45,1,1,4,2,1997,41.197380952,4.7,4.5,4,1,4,4.2678571429,2.1428571429,0,6.6666666667,2.92,5,2
451104,2. SUBURBAN VILLAGE,45,1,1,4,2,2000,52.60452381,4.9,4.5,3.5,1,2,5.5178571429,10,1.25,6.6666666667,3.22,6.25,3.8
451104,2. SUBURBAN VILLAGE,45,1,1,4,2,2004,41.331071429,5.1,4.5,3.5,0.75,4,7.0482142857,2.1428571429,1.25,5,3.44,2,2.6
451104,2. SUBURBAN VILLAGE,45,1,1,4,2,2006,50.366666667,5,5,5,2.5,4,6.25,10,1.25,6.6666666667,2.9,0,1.8
451104,2. SUBURBAN VILLAGE,45,1,1,4,2,2009,64.956190476,6.7,4.5,4.5,0.5,5,8.6428571429,10,10,3.3333333333,2.98,5,3.8
451104,2. SUBURBAN VILLAGE,45,1,1,4,2,2011,70.587380952,,5,6,0.5,5,7.6607142857,10,10,6.6666666667,3.46,5,4.8
451105,1. URBAN NEIGHBORHOOD,45,1,1,5,1,2006,90.935,8,5,5,10,8.75,9.305,10,2.5,10,3.38,9,10
451105,1. URBAN NEIGHBORHOOD,45,1,1,5,1,2009,83.49,8.6,5,5.75,10,8.75,9.5,5,1.25,10,3.64,6,10
451105,1. URBAN NEIGHBORHOOD,45,1,1,5,1,2011,82.96,,4,5.5,10,8.75,9.5,5,1.25,10,4.56,6,9.5
451201,1. URBAN NEIGHBORHOOD,45,1,2,1,1,1989,49.633333333,1.7,7.5,4.5,5,8,2.625,4.375,0,3.3333333333,2.8,0,9.8
451201,1. URBAN NEIGHBORHOOD,45,1,2,1,1,1991,58.67,4.6,7,4,5,8,6.625,4.375,0,5,2.82,1.25,10
451201,1. URBAN NEIGHBORHOOD,45,1,2,1,1,1993,61.1075,4.79,7,4.5,5,8,7.7625,5.625,0,5,2.98,1.25,9.2
451201,1. URBAN NEIGHBORHOOD,45,1,2,1,1,1997,63.886666667,5.7,6.5,4.75,5,8,7.875,5.625,0,6.6666666667,2.52,1.25,10
451201,1. URBAN NEIGHBORHOOD,45,1,2,1,1,2000,70.86,6.47,8,7,5,10,8.53,5,1.25,5,3.36,1.25,10
451201,1. URBAN NEIGHBORHOOD,45,1,2,1,1,2004,84.4925,6.75,8.5,6,10,8,9.0625,5,5,5,3.68,7.5,10
451201,1. URBAN NEIGHBORHOOD,45,1,2,1,1,2006,89.109166667,5.56,7,7.5,10,6.4,9.4425,5,10,6.6666666667,4.34,7.5,9.7
451201,1. URBAN NEIGHBORHOOD,45,1,2,1,1,2009,82.746666667,6.2,8,6.5,10,8.75,9.75,5,2.5,6.6666666667,3.58,6.5,9.3
451201,1. URBAN NEIGHBORHOOD,45,1,2,1,1,2011,84.146666667,,8,7,10,8.75,9.75,5,2.5,6.6666666667,3.78,6.5,9.8
451202,1. URBAN NEIGHBORHOOD,45,1,2,2,1,1989,63.043333333,2,7,6,5,8,7.235,5.625,0,8.3333333333,2.6,1.25,10
451202,1. URBAN NEIGHBORHOOD,45,1,2,2,1,1991,65.831666667,4.89,6.5,5,5,8,7.5,4.375,0,6.6666666667,2.9,5,10
451202,1. URBAN NEIGHBORHOOD,45,1,2,2,1,1993,68.706666667,4.76,7,5.5,2,8,8.97,8.75,0,6.6666666667,2.96,5,9.1
451202,1. URBAN NEIGHBORHOOD,45,1,2,2,1,1997,73.631666667,5.9,6.5,4.5,5,8.75,9.625,8.75,0,6.6666666667,2.94,5,10
451202,1. URBAN NEIGHBORHOOD,45,1,2,2,1,2000,70.475238095,5,6.5,5.5,5,10,10,0.1785714286,1.25,6.6666666667,2.88,7.5,10
451202,1. URBAN NEIGHBORHOOD,45,1,2,2,1,2004,76.884166667,4.95,7,4,10,8,9.8675,5,5,6.6666666667,2.4,4,10
451202,1. URBAN NEIGHBORHOOD,45,1,2,2,1,2006,78.589166667,5.69,7,5,10,6.4,9.6025,5,8.75,6.6666666667,3.28,2.5,8.7
451202,1. URBAN NEIGHBORHOOD,45,1,2,2,1,2009,84.146666667,5.8,7,7.5,10,8.75,9.75,5,2.5,6.6666666667,4.18,7,10
451202,1. URBAN NEIGHBORHOOD,45,1,2,2,1,2011,83.386666667,,7.5,5.25,10,8.75,9.5,5,2.5,6.6666666667,3.82,7,10
451203,2. SUBURBAN VILLAGE,45,1,2,3,2,1989,55.905,2,5,4.5,3.5,8,4.375,8.75,0,5,1.78,5,8
451203,2. SUBURBAN VILLAGE,45,1,2,3,2,1991,43.915,2.4,5,4,3,8,4.375,3.75,0,5,1.84,1.25,5.3
451203,2. SUBURBAN VILLAGE,45,1,2,3,2,1993,62.536666667,3.7,5,4,3.35,8,6.5,8.75,0,6.6666666667,2.02,8.75,5.8
451203,2. SUBURBAN VILLAGE,45,1,2,3,2,1997,64.346666667,5.8,5.5,4.5,3.5,8.75,8,6.25,0,6.6666666667,2.38,7.5,5.5
451203,2. SUBURBAN VILLAGE,45,1,2,3,2,2000,70.081666667,5,5.5,4.5,7,10,8.335,6.25,1.25,6.6666666667,2.58,7.5,5.5
451203,2. SUBURBAN VILLAGE,45,1,2,3,2,2004,74.029166667,4.24,5.5,5.25,6.5,8,9.6425,5,3.75,6.6666666667,2.68,8,8.8
451203,2. SUBURBAN VILLAGE,45,1,2,3,2,2006,76.793333333,6.1,7.5,5.25,10,1.6,10,5,8.75,3.3333333333,2.96,8,8.3
451203,2. SUBURBAN VILLAGE,45,1,2,3,2,2009,87.7625,8.5,7.5,5,10,8.75,9.8958333333,8.75,2.5,6.6666666667,2.4,9,8.8
451203,2. SUBURBAN VILLAGE,45,1,2,3,2,2011,87.208809524,,5.5,6,10,8.75,9.7321428571,10,2.5,6.6666666667,2.76,8.5,8.8
451204,2. SUBURBAN VILLAGE,45,1,2,4,2,1989,41.868095238,2.5,5,3,0.5,8,3.7380952381,7.5,0,5,2.08,1.25,3.3
451204,2. SUBURBAN VILLAGE,45,1,2,4,2,1991,36.1125,1.37,5,3,2,8,2.6325,6.25,0,0,1.96,5,0.9
451204,2. SUBURBAN VILLAGE,45,1,2,4,2,1993,46.935,3.44,5,3.5,1,8,3.055,8.75,0,5,2.04,6.25,0.9
451204,2. SUBURBAN VILLAGE,45,1,2,4,2,1997,47.15,4.73,5,4,1,8,5.34,6.25,0,5,2.28,3.75,1.8
451204,2. SUBURBAN VILLAGE,45,1,2,4,2,2000,53.821666667,4.92,5,4,1.2,8,5.865,7.5,1.25,6.6666666667,2.62,5,1.8
451204,2. SUBURBAN VILLAGE,45,1,2,4,2,2004,44.270833333,2.31,5,3.5,3,8,4.6175,2.5,1.25,3.3333333333,2.76,6,2
451204,2. SUBURBAN VILLAGE,45,1,2,4,2,2006,51.021666667,6.17,5,4.5,3,1.6,5.935,10,8.75,1.6666666667,2.9,1,0.5
451204,2. SUBURBAN VILLAGE,45,1,2,4,2,2009,37.8,3.83,5,5,1,8.75,5.625,3.125,1.25,0,2.72,0,1.5
451204,2. SUBURBAN VILLAGE,45,1,2,4,2,2011,42.662307692,,5.5,4.5,1,8.75,7.6923076923,3.75,1.25,0,2.52,0,3.7
452101,3. COUNTY TOWN NEIGHBORHOOD,45,2,1,1,3,1989,53.781666667,4.9,6.5,4,5,6,2.25,4.375,0,6.6666666667,2.84,3.75,7.5
452101,3. COUNTY TOWN NEIGHBORHOOD,45,2,1,1,3,1991,52.759166667,4.79,7,3.5,5,6,4.0775,4.375,0,6.6666666667,2.5,1.25,7.6
452101,3. COUNTY TOWN NEIGHBORHOOD,45,2,1,1,3,1993,57.820357143,5,6.5,4,5,6,7.1453571429,4.375,0,5,2.9,2.5,9.4
452102,4. RURAL VILLAGE,45,2,1,2,4,1989,22.463333333,0.4,5.5,4,2.5,3,0.3333333333,0,0,0,2.18,3.75,0.8
452102,4. RURAL VILLAGE,45,2,1,2,4,1991,28.775714286,3.9,5.5,3,2.5,3,2.0357142857,0,0,5,2.34,0,1.5
452102,4. RURAL VILLAGE,45,2,1,2,4,1993,33.040357143,3.05,5.5,3,2.5,4,0.6370238095,5,0,3.3333333333,2.52,2.5,1
452102,4. RURAL VILLAGE,45,2,1,2,4,1997,32.829642857,5.43,5.5,4,2,2,3.6925,1.6071428571,0,5,2.6,0,1
452102,4. RURAL VILLAGE,45,2,1,2,4,2000,42.056666667,3.71,5.5,4,0,4,3.81,7.5,3.75,6.6666666667,2.62,0,0.5
452102,4. RURAL VILLAGE,45,2,1,2,4,2004,39.931666667,4.8,5.5,3.5,1.85,4,5.625,0,1.25,6.6666666667,2.44,3.5,0.8
452102,4. RURAL VILLAGE,45,2,1,2,4,2006,35.826547619,5.31,5.5,4,3,4,4.3932142857,0,1.25,3.3333333333,2.74,2,0.3
452102,4. RURAL VILLAGE,45,2,1,2,4,2009,41.305833333,5.08,5.5,4.5,2,1.25,5.7291666667,5,2.5,6.6666666667,2.58,0,0.5
452102,4. RURAL VILLAGE,45,2,1,2,4,2011,48.358095238,,5.5,4,4,5,6.0714285714,5,2.5,6.6666666667,2.48,0,2
452103,4. RURAL VILLAGE,45,2,1,3,4,1989,25.110238095,0.7,6.5,3,1.5,3,0.7202380952,0,0,0,1.74,6.25,1.7
452103,4. RURAL VILLAGE,45,2,1,3,4,1991,25.764047619,3.8,6.5,3.5,1,3,1.9107142857,0,0,3.3333333333,1.82,0,0.9
452103,4. RURAL VILLAGE,45,2,1,3,4,1993,35.41452381,4.26,6.5,4,3,3,2.4078571429,0,0,6.6666666667,2.18,2.5,0.9
452103,4. RURAL VILLAGE,45,2,1,3,4,1997,51.1225,4.3,6.5,4.5,3.1,6,4.6725,7.5,0,5,2.4,6.25,0.9
452103,4. RURAL VILLAGE,45,2,1,3,4,2000,41.39,4.83,6.5,3.5,0.5,2,4.02,7.5,1.25,5,2.64,1.25,2.4
452103,4. RURAL VILLAGE,45,2,1,3,4,2004,45.489166667,5.96,6.5,3.5,2.25,1.6,5.5425,5,1.25,6.6666666667,2.52,3,1.7
452103,4. RURAL VILLAGE,45,2,1,3,4,2006,48.52,6.05,6.5,4,6,1.6,5.98,5,1.25,5,2.64,2.5,2
452103,4. RURAL VILLAGE,45,2,1,3,4,2009,47.596538462,5.39,6.5,4.5,2,5,5.9615384615,4.375,1.25,5,2.62,2.5,2.5
452103,4. RURAL VILLAGE,45,2,1,3,4,2011,54.742857143,,6.5,4,2,5,7.1428571429,5,1.25,10,2.66,2,3.9
452104,4. RURAL VILLAGE,45,2,1,4,4,1989,35.403333333,2.5,6,3,2.15,4,0,2.5,0,3.3333333333,2.12,7.5,2.3
452104,4. RURAL VILLAGE,45,2,1,4,4,1991,37.571666667,3.6,6,3,0.75,4,0.875,2.5,0,6.6666666667,2.18,7.5,0.5
452104,4. RURAL VILLAGE,45,2,1,4,4,1993,36.500595238,3.95,6,3.5,2.5,4,2.8382142857,1.7857142857,0,6.6666666667,2.26,2.5,0.5
452104,4. RURAL VILLAGE,45,2,1,4,4,1997,35.406666667,4.5,6,3,5.5,4,1.6666666667,2.5,0,5,2.44,0,0.8
452104,4. RURAL VILLAGE,45,2,1,4,4,2000,42.61702381,3.73,6,3.5,0.5,4,3.4075,2.1428571429,1.25,6.6666666667,2.72,7.5,1.2
452104,4. RURAL VILLAGE,45,2,1,4,4,2004,55.884166667,4.53,6,3.5,3,4,7.1075,10,2.5,6.6666666667,2.58,5,1
452104,4. RURAL VILLAGE,45,2,1,4,4,2006,58.893809524,7.05,6,4.5,10,4,7.5,2.8571428571,0,6.6666666667,2.62,6.5,1.2
452104,4. RURAL VILLAGE,45,2,1,4,4,2009,50.586536797,5.55,6,5,5,1.25,7.2727272727,7.8571428571,1.25,6.6666666667,2.44,0.5,1.8
452104,4. RURAL VILLAGE,45,2,1,4,4,2011,61.159393939,,6,4.5,5,5,7.2727272727,10,2.5,6.6666666667,2.8,4,1.6
452105,3. COUNTY TOWN NEIGHBORHOOD,45,2,1,5,3,1997,71.160952381,6,6,5.5,5,4.8,10,5.7142857143,0,6.6666666667,4.18,7.5,9.8
452105,3. COUNTY TOWN NEIGHBORHOOD,45,2,1,5,3,2000,80.161666667,5.3,6.5,5,10,2,9.625,10,3.75,6.6666666667,4.52,7.5,9.3
452105,3. COUNTY TOWN NEIGHBORHOOD,45,2,1,5,3,2004,75.781666667,6.7,6.5,6,5,2,9.625,5,6.25,6.6666666667,4.24,8,9.8
452105,3. COUNTY TOWN NEIGHBORHOOD,45,2,1,5,3,2006,72.406666667,8.2,7.5,5.25,5,2,10,5,1.25,6.6666666667,4.04,8,9.5
452105,3. COUNTY TOWN NEIGHBORHOOD,45,2,1,5,3,2009,81.628030303,7.27,6.5,5.75,10,7.5,9.8863636364,4.375,5,6.6666666667,4.68,4,10
452105,3. COUNTY TOWN NEIGHBORHOOD,45,2,1,5,3,2011,87.381666667,,7,6.5,10,7.5,8.5416666667,5,8.75,10,4.82,4,8.1
452201,3. COUNTY TOWN NEIGHBORHOOD,45,2,2,1,3,1989,52.81452381,5.1,7,4.25,1,6,2.5178571429,0,0,6.6666666667,2.78,10,7.5
452201,3. COUNTY TOWN NEIGHBORHOOD,45,2,2,1,3,1991,59.070952381,5.44,7,4.25,5,6,3.8480952381,2.1428571429,0,10,2.74,6.25,6.4
452201,3. COUNTY TOWN NEIGHBORHOOD,45,2,2,1,3,1993,69.569285714,5.75,7,4,3.5,6,6.095,6.9642857143,0,10,2.76,10,7.5
452201,3. COUNTY TOWN NEIGHBORHOOD,45,2,2,1,3,1997,78.98,5.8,7,4.75,10,6,7.25,10,0,10,2.88,7.5,7.8
452201,3. COUNTY TOWN NEIGHBORHOOD,45,2,2,1,3,2000,78.8125,5.73,7,5.25,5,6,8.1825,8.75,3.75,10,3.4,8.75,7
452201,3. COUNTY TOWN NEIGHBORHOOD,45,2,2,1,3,2004,91.11,7.3,7,6,9,6,9.25,10,5,10,4.06,8.5,9
452201,3. COUNTY TOWN NEIGHBORHOOD,45,2,2,1,3,2006,93.32,7.2,7.5,6.5,9.5,6,9,10,7.5,10,4.12,7.5,8.5
452201,3. COUNTY TOWN NEIGHBORHOOD,45,2,2,1,3,2009,95.657619048,7.91,7,4,10,7.5,9.0476190476,10,10,10,3.7,7,9.5
452201,3. COUNTY TOWN NEIGHBORHOOD,45,2,2,1,3,2011,89.49,,7,5.75,10,7.5,9.5,10,2.5,10,4.04,7,8.5
452202,4. RURAL VILLAGE,45,2,2,2,4,1989,21.872857143,0,4.5,3,0.5,4,1.4166666667,2.1428571429,0,3.3333333333,2.48,0,0.5
452202,4. RURAL VILLAGE,45,2,2,2,4,1991,21.713333333,1.7,5,3,3.5,3,0.6666666667,0,0,1.6666666667,2.68,0,0.5
452202,4. RURAL VILLAGE,45,2,2,2,4,1993,25.993809524,1.84,5,3,1.75,4,4.6428571429,0.7142857143,0,1.6666666667,2.88,0,0.5
452202,4. RURAL VILLAGE,45,2,2,2,4,1997,31.452857143,2.4,5,3,1.5,3,2.6428571429,3.75,0,5,2.86,0,2.3
452202,4. RURAL VILLAGE,45,2,2,2,4,2000,35.511666667,3.6,5,2.5,0.6,4,4.125,3.75,1.25,6.6666666667,3.02,0,1
452202,4. RURAL VILLAGE,45,2,2,2,4,2004,47.115,4.5,5,3,5,4,5.2678571429,7.8571428571,1.25,5,2.94,2.5,0.8
452202,4. RURAL VILLAGE,45,2,2,2,4,2006,29.849285714,5.7,4,3.5,0,6,4.8392857143,0,1.25,0,2.76,0.5,1.3
452202,4. RURAL VILLAGE,45,2,2,2,4,2009,47.175,6.6,4.5,4,5,1.25,7.125,7.5,2.5,5,2.4,0,1.3
452202,4. RURAL VILLAGE,45,2,2,2,4,2011,42.098095238,,4.5,4,5,1.25,7.7380952381,0,1.25,5,2.94,0,3.8
452203,4. RURAL VILLAGE,45,2,2,3,4,1989,24.438809524,0.7,5.5,3,3,6,1.5178571429,0.7142857143,0,1.6666666667,2.04,0,0.3
452203,4. RURAL VILLAGE,45,2,2,3,4,1991,25.4375,4.05,6,3,1.5,3,1.4475,0,0,0,2.14,2.5,1.8
452203,4. RURAL VILLAGE,45,2,2,3,4,1993,29.323690476,3.95,6,3.5,1.5,3,4.3803571429,0,0,3.3333333333,2.36,0,1.3
452203,4. RURAL VILLAGE,45,2,2,3,4,1997,38.466190476,4.3,6,3,1.7,3.75,3.6428571429,0,0,8.3333333333,2.04,5,0.7
452203,4. RURAL VILLAGE,45,2,2,3,4,2000,40.94,5.52,6,3,1.1,3,4.5,3.75,1.25,10,2.42,0,0.4
452203,4. RURAL VILLAGE,45,2,2,3,4,2004,44.14202381,5.55,6,2.5,4.5,6,5.0953571429,5,1.25,1.6666666667,2.48,3,1.1
452203,4. RURAL VILLAGE,45,2,2,3,4,2006,37.919404762,5.73,6,3.5,0,6,6.4860714286,0,1.25,3.3333333333,2.52,1.5,1.6
452203,4. RURAL VILLAGE,45,2,2,3,4,2009,57.618205128,6.62,6,3.5,7,1.25,8.4615384615,7.5,2.5,6.6666666667,2.22,0.5,5.4
452203,4. RURAL VILLAGE,45,2,2,3,4,2011,58.876666667,,6,4.5,6.5,1.25,9.1,10,2.5,6.6666666667,2.08,0,3.6
452204,4. RURAL VILLAGE,45,2,2,4,4,1989,40.162619048,1,6,2.5,0.5,4,0.875,5.7142857143,0,3.3333333333,2.24,7.5,6.5
452204,4. RURAL VILLAGE,45,2,2,4,4,1991,46.372619048,5.2,6,2.5,0.25,4,4.125,4.4642857143,0,3.3333333333,2.5,7.5,6.5
452204,4. RURAL VILLAGE,45,2,2,4,4,1993,45.123333333,4.5,6,2.5,0.65,1.6,4.2857142857,5.7142857143,0,3.3333333333,2.54,7.5,6.5
452204,4. RURAL VILLAGE,45,2,2,4,4,1997,59.006190476,5.91,6,3,2.5,5,3.2128571429,8.75,0,8.3333333333,2.8,7.5,6
452204,4. RURAL VILLAGE,45,2,2,4,4,2000,57.395,4.9,6,4,1.55,4,5.625,5,1.25,10,3.02,6.25,5.8
452204,4. RURAL VILLAGE,45,2,2,4,4,2004,65.399166667,6.48,6,3.5,4.8,6,5.3575,9.375,2.5,6.6666666667,2.72,6.5,5.5
452204,4. RURAL VILLAGE,45,2,2,4,4,2006,57.438809524,5.91,5.5,4.5,2,6,6.3478571429,5.7142857143,2.5,6.6666666667,3.3,3.5,5.5
452204,4. RURAL VILLAGE,45,2,2,4,4,2009,69.219393939,7.55,6,3.5,5.5,5,8.5227272727,7.5,2.5,6.6666666667,3.18,6,7.3
452204,4. RURAL VILLAGE,45,2,2,4,4,2011,71.774848485,,6,4.5,5.5,5,9.3181818182,10,2.5,6.6666666667,2.98,5.5,5.9
452301,3. COUNTY TOWN NEIGHBORHOOD,45,2,3,1,3,1989,64.356190476,3.3,10,4.5,4.7,6,4.1428571429,10,0,3.3333333333,2.38,7.5,8.5
452301,3. COUNTY TOWN NEIGHBORHOOD,45,2,3,1,3,1991,59.351666667,4.5,10,4,4.35,6,5.125,8.75,0,6.6666666667,2.16,0,7.8
452301,3. COUNTY TOWN NEIGHBORHOOD,45,2,3,1,3,1993,66.76,5.5,10,5.25,4,6,6.9166666667,8.75,0,3.3333333333,2.46,6.25,8.3
452301,3. COUNTY TOWN NEIGHBORHOOD,45,2,3,1,3,1997,70.081666667,4.71,10,5,4.6,6,9.165,8.75,0,6.6666666667,2.84,3.75,8.6
452301,3. COUNTY TOWN NEIGHBORHOOD,45,2,3,1,3,2000,87.969166667,6.1,10,6,9.5,8,9.7625,10,2.5,6.6666666667,2.84,7.5,9.1
452301,3. COUNTY TOWN NEIGHBORHOOD,45,2,3,1,3,2004,89.292857143,7.14,8,5.25,10,6,9.6428571429,10,7.5,5,2.76,9,9
452301,3. COUNTY TOWN NEIGHBORHOOD,45,2,3,1,3,2006,91.939166667,7.91,8,6.5,10,6,9.7625,10,7.5,6.6666666667,3.8,6,9.8
452301,3. COUNTY TOWN NEIGHBORHOOD,45,2,3,1,3,2009,85.133030303,7.91,8.5,6.5,9.6,3.75,9.8863636364,0,10,6.6666666667,3.82,8.5,10
452301,3. COUNTY TOWN NEIGHBORHOOD,45,2,3,1,3,2011,83.387971014,,8.5,6.5,9.6,3.75,9.8913043478,0,10,6.6666666667,3.62,7,8.9
