COMMID,comm_type,T1,T2,T3,T4,STRATUM,wave,index,comm,denc,div,econ,health,house,market,soc,trans,edc,mart,sani
111101,1. URBAN NEIGHBORHOOD,11,1,1,1,1,2011,87.546666667,,8,5.5,10,1.25,10,5,8.75,6.6666666667,8.78,5.5,9.5
111102,1. URBAN NEIGHBORHOOD,11,1,1,2,1,2011,91.741666667,,8.5,5.5,10,8.75,9.875,5,8.75,6.6666666667,6.9,7,5.3
111103,1. URBAN NEIGHBORHOOD,11,1,1,3,1,2011,84.296666667,,9,5.75,10,5,9.75,5,6.25,6.6666666667,6.88,4,7.5
111104,1. URBAN NEIGHBORHOOD,11,1,1,4,1,2011,87.676666667,,8.5,7,10,1.25,9.25,5,8.75,6.6666666667,7.86,3.5,10
111201,1. URBAN NEIGHBORHOOD,11,1,2,1,1,2011,93.321666667,,8.5,7,10,6.25,9.625,5,10,6.6666666667,7.78,5,9.3
111202,1. URBAN NEIGHBORHOOD,11,1,2,2,1,2011,100.13380952,,7.5,6.5,10,8.75,9.5,9.1071428571,8.75,6.6666666667,7.36,7.5,9.3
111203,1. URBAN NEIGHBORHOOD,11,1,2,3,1,2011,96.85,,9.5,6.5,10,5,9.25,6.25,8.75,10,7.8,6,8
111204,1. URBAN NEIGHBORHOOD,11,1,2,4,1,2011,98.75,,8,6,10,8.75,10,10,5,10,7.9,8,6
111301,1. URBAN NEIGHBORHOOD,11,1,3,1,1,2011,89.726666667,,7.5,5.5,10,8.75,10,5,8.75,6.6666666667,5.86,5.5,10
111302,1. URBAN NEIGHBORHOOD,11,1,3,2,1,2011,98.826666667,,8.5,5.5,10,8.75,10,5,8.75,6.6666666667,7.76,8.5,9.8
111303,1. URBAN NEIGHBORHOOD,11,1,3,3,1,2011,88.04,,7,7,10,5,9.875,4.375,8.75,5,6.94,6,9.8
111304,1. URBAN NEIGHBORHOOD,11,1,3,4,1,2011,89.366666667,,9,5,9.5,1.25,10,5,8.75,6.6666666667,8.6,6,10
111401,1. URBAN NEIGHBORHOOD,11,1,4,1,1,2011,102.56785714,,9,7.5,10,5,9.5178571429,10,8.75,10,7.2,6.5,9.5
111402,1. URBAN NEIGHBORHOOD,11,1,4,2,1,2011,75.886666667,,8,6,10,1.25,9.5,5,1.25,6.6666666667,7.72,5.5,8.3
111403,1. URBAN NEIGHBORHOOD,11,1,4,3,1,2011,92.391666667,,6.5,5.75,10,5,8.375,10,10,6.6666666667,6.5,6,9
111404,1. URBAN NEIGHBORHOOD,11,1,4,4,1,2011,88.858333333,,9,6,10,2.5,9.875,5,8.75,8.3333333333,8,6.5,5
112101,3. COUNTY TOWN NEIGHBORHOOD,11,2,1,1,3,2011,96.345,,9,6.5,10,8.75,9.625,5,8.75,10,6.52,4,9
112102,3. COUNTY TOWN NEIGHBORHOOD,11,2,1,2,3,2011,89.86,,8.5,6,10,6.25,9.5,5,8.75,5,7.56,4.5,9
112103,4. RURAL VILLAGE,11,2,1,3,4,2011,79.886666667,,5.5,6.5,9,5,8.75,10,1.25,6.6666666667,6.82,5.5,5.3
112104,4. RURAL VILLAGE,11,2,1,4,4,2011,69.611666667,,6,7,5,5,9.375,5,1.25,6.6666666667,5.62,3.5,5.8
112201,3. COUNTY TOWN NEIGHBORHOOD,11,2,2,1,3,2011,99.06,,8,9,10,7.5,10,5,10,10,6.76,3,10
112202,3. COUNTY TOWN NEIGHBORHOOD,11,2,2,2,3,2011,81.396666667,,7.5,7.5,10,7.5,9.75,0,5,6.6666666667,6.48,4.5,7
112203,4. RURAL VILLAGE,11,2,2,3,4,2011,69.131666667,,5,5.75,8,7.5,8.875,0,5,6.6666666667,5.34,2.5,5
112204,4. RURAL VILLAGE,11,2,2,4,4,2011,68.65,,4.5,5.5,8,7.5,7.75,0,5,10,4.1,2,5
211101,1. URBAN NEIGHBORHOOD,21,1,1,1,1,1989,73.803571429,4.9,9,4.25,5,8,8.5119047619,8.125,0,6.6666666667,6.1,6.25,7
211101,1. URBAN NEIGHBORHOOD,21,1,1,1,1,1991,75.48,4,9,4.25,5,6.4,9.305,9.375,0,5,7.2,6.25,9.7
211101,1. URBAN NEIGHBORHOOD,21,1,1,1,1,1993,69.684166667,5,8.5,3.5,5,8,9.7375,5,0,6.6666666667,6.08,2.5,9.7
211101,1. URBAN NEIGHBORHOOD,21,1,1,1,1,2000,84.891666667,6,9.5,6,4.95,8,10,8.125,2.5,6.6666666667,6.9,6.25,10
211101,1. URBAN NEIGHBORHOOD,21,1,1,1,1,2004,92.665,6.9,9.5,5.5,9.9,6.4,9.875,10,6.25,5,6.84,6.5,10
211101,1. URBAN NEIGHBORHOOD,21,1,1,1,1,2006,101.6,8.5,10,5.5,10,8,10,10,10,5,7.1,7.5,10
211101,1. URBAN NEIGHBORHOOD,21,1,1,1,1,2009,92.411666667,8.5,10,5.75,10,6.25,9.375,8.75,2.5,6.6666666667,6.62,8,10
211101,1. URBAN NEIGHBORHOOD,21,1,1,1,1,2011,96.446666667,,9,5.5,10,8.75,10,10,6.25,6.6666666667,6.98,6,10
211102,1. URBAN NEIGHBORHOOD,21,1,1,2,1,1989,67.08,5.9,6.5,6.5,5,8,10,5,0,5,7.38,0,7.8
211102,1. URBAN NEIGHBORHOOD,21,1,1,2,1,1991,71.135,5,6.5,6.5,5,6.4,10,9.375,0,5,7.36,0,10
211102,1. URBAN NEIGHBORHOOD,21,1,1,2,1,1993,70.36,6,6.5,6,5,8,10,5,0,5,7.06,2.5,9.3
211102,1. URBAN NEIGHBORHOOD,21,1,1,2,1,2000,84.815,6.2,8,8,5,8,9.875,10,2.5,5,7.24,5,10
211102,1. URBAN NEIGHBORHOOD,21,1,1,2,1,2004,86.4,6.6,8,8,10,6.4,10,5,5,5,6.4,6,10
211102,1. URBAN NEIGHBORHOOD,21,1,1,2,1,2006,92.56,6.8,8,8,10,6.4,10,10,10,5,6.86,1.5,10
211102,1. URBAN NEIGHBORHOOD,21,1,1,2,1,2009,86.185,7.8,8,7.5,10,6.25,10,4.375,2.5,5,7.46,7.5,9.8
211102,1. URBAN NEIGHBORHOOD,21,1,1,2,1,2011,89.488333333,,8,7.5,10,8.75,9.875,5,8.75,3.3333333333,7.28,3,9.8
211103,2. SUBURBAN VILLAGE,21,1,1,3,2,1989,78.865,6,7.5,4,5,6,9.125,10,0,10,4.94,7.5,8.8
211103,2. SUBURBAN VILLAGE,21,1,1,3,2,1991,81.535,6,8,4.25,5,8,9.125,10,0,10,5.16,10,6
211103,2. SUBURBAN VILLAGE,21,1,1,3,2,1993,77.475,6,8,3,5,6.4,9.625,10,0,10,4.7,8.75,6
211103,2. SUBURBAN VILLAGE,21,1,1,3,2,2000,76.85,6,8.5,4.5,5,8,9.75,3.75,0,10,6.1,6.25,9
211103,2. SUBURBAN VILLAGE,21,1,1,3,2,2004,74.415,4.9,8.5,7,10,8,9.125,3.75,2.5,5,4.14,3,8.5
211103,2. SUBURBAN VILLAGE,21,1,1,3,2,2006,85.656666667,7,9,7.5,10,8,9.88,10,1.25,1.6666666667,4.56,7,9.8
211103,2. SUBURBAN VILLAGE,21,1,1,3,2,2009,89.133333333,7.2,9,6,10,7.5,9.875,4.375,6.25,8.3333333333,4.8,6.5,9.3
211103,2. SUBURBAN VILLAGE,21,1,1,3,2,2011,88.929761905,,7,7.5,10,8.75,9.1964285714,5,6.25,8.3333333333,4.9,5.5,9.8
211104,2. SUBURBAN VILLAGE,21,1,1,4,2,1989,49.116071429,4.9,5.5,2,1,6,2.3660714286,10,0,5,3.3,3.75,5.3
211104,2. SUBURBAN VILLAGE,21,1,1,4,2,1991,49.218333333,3.8,5.5,2.5,0.05,8,4.625,10,0,3.3333333333,3.36,3.75,4.3
211104,2. SUBURBAN VILLAGE,21,1,1,4,2,1993,62.278333333,6,5.5,2.5,2.5,4,4.375,10,0,8.3333333333,3.52,6.25,9.3
211104,2. SUBURBAN VILLAGE,21,1,1,4,2,2000,48.46,4,5.5,2.5,1,3.2,5.5,5,1.25,5,3.76,3.75,8
211104,2. SUBURBAN VILLAGE,21,1,1,4,2,2004,59.986666667,6.4,5.5,4,4.1,8,7.25,5,1.25,6.6666666667,3.82,1.5,6.5
211104,2. SUBURBAN VILLAGE,21,1,1,4,2,2006,67.27,6.58,5.5,4,5,4,7.5,3.75,5,10,3.74,3.5,8.7
211104,2. SUBURBAN VILLAGE,21,1,1,4,2,2009,65.606666667,7.19,5.5,5.5,10,1.25,10,0,2.5,6.6666666667,4.2,4,8.8
211104,2. SUBURBAN VILLAGE,21,1,1,4,2,2011,74.215,,6,4,10,5,9.875,0,2.5,10,4.14,5.5,10
211201,1. URBAN NEIGHBORHOOD,21,1,2,1,1,1989,60.886666667,5.95,6,4,5,6.4,8,5,0,6.6666666667,3.32,3.75,6.8
211201,1. URBAN NEIGHBORHOOD,21,1,2,1,1,1991,62.939166667,4,6,3.5,5,6.4,9.0625,3.75,0,6.6666666667,3.56,5,10
211201,1. URBAN NEIGHBORHOOD,21,1,2,1,1,1993,65.365,4.92,6,6,5,8,9.04,3.125,0,5,3.28,5,10
211201,1. URBAN NEIGHBORHOOD,21,1,2,1,1,2000,71.546666667,6,6,6.5,5,8,8.81,10,1.25,1.6666666667,3.52,5,9.8
211201,1. URBAN NEIGHBORHOOD,21,1,2,1,1,2004,82.52,6,6.5,4.5,10,8,9,5,7.5,5,3.72,7.5,9.8
211201,1. URBAN NEIGHBORHOOD,21,1,2,1,1,2006,85.771666667,6.42,7.5,5.25,10,8,8.855,5,10,6.6666666667,4.28,4,9.8
211201,1. URBAN NEIGHBORHOOD,21,1,2,1,1,2009,84.693095238,6.5,9.5,5,10,8.75,9.6964285714,5,5,6.6666666667,4.58,4,10
211201,1. URBAN NEIGHBORHOOD,21,1,2,1,1,2011,81.501666667,,8,6.5,10,6.25,9.875,5,1.25,6.6666666667,5.26,4,10
211202,1. URBAN NEIGHBORHOOD,21,1,2,2,1,1989,60.886666667,5.95,6,4,5,6.4,8,5,0,6.6666666667,3.32,3.75,6.8
211202,1. URBAN NEIGHBORHOOD,21,1,2,2,1,1991,62.939166667,4,6,3.5,5,6.4,9.0625,3.75,0,6.6666666667,3.56,5,10
211202,1. URBAN NEIGHBORHOOD,21,1,2,2,1,1993,65.365,4.92,6,6,5,8,9.04,3.125,0,5,3.28,5,10
211202,1. URBAN NEIGHBORHOOD,21,1,2,2,1,2000,71.546666667,6,6,6.5,5,8,8.81,10,1.25,1.6666666667,3.52,5,9.8
211202,1. URBAN NEIGHBORHOOD,21,1,2,2,1,2004,82.52,6,6.5,4.5,10,8,9,5,7.5,5,3.72,7.5,9.8
211202,1. URBAN NEIGHBORHOOD,21,1,2,2,1,2006,85.771666667,6.42,7.5,5.25,10,8,8.855,5,10,6.6666666667,4.28,4,9.8
211202,1. URBAN NEIGHBORHOOD,21,1,2,2,1,2009,84.693095238,6.5,9.5,5,10,8.75,9.6964285714,5,5,6.6666666667,4.58,4,10
211202,1. URBAN NEIGHBORHOOD,21,1,2,2,1,2011,81.501666667,,8,6.5,10,6.25,9.875,5,1.25,6.6666666667,5.26,4,10
211203,2. SUBURBAN VILLAGE,21,1,2,3,2,1989,57.525,4,6.5,5.5,5,6.4,7.375,3.75,0,5,6,2.5,5.5
211203,2. SUBURBAN VILLAGE,21,1,2,3,2,1991,62.201666667,4,6.5,5,5,6.4,8.375,3.75,0,6.6666666667,6.46,6.25,3.8
211203,2. SUBURBAN VILLAGE,21,1,2,3,2,1993,72.259166667,6,6.5,5,5,8,9.3425,3.75,0,6.6666666667,6.3,7.5,8.2
211203,2. SUBURBAN VILLAGE,21,1,2,3,2,2000,76.756666667,6.1,7,5.5,9.9,8,9.88,5,1.25,6.6666666667,7.46,0,10
211203,2. SUBURBAN VILLAGE,21,1,2,3,2,2004,90.42,7,7,6,10,8,10,5,7.5,5,7.12,8.5,9.3
211203,2. SUBURBAN VILLAGE,21,1,2,3,2,2006,94.566666667,7,7,6.5,10,8,10,5,10,6.6666666667,6.9,7.5,10
211203,2. SUBURBAN VILLAGE,21,1,2,3,2,2009,90.548095238,5.4,7,6.5,10,8.75,9.8214285714,5,6.25,6.6666666667,7.16,8,10
211203,2. SUBURBAN VILLAGE,21,1,2,3,2,2011,89.186666667,,7,6.75,10,8.75,10,5,2.5,6.6666666667,8.22,5.5,10
211204,2. SUBURBAN VILLAGE,21,1,2,4,2,1989,68.842857143,5.9,7,3.5,5,8,6.7678571429,8.125,0,10,3.5,3.75,7.3
211204,2. SUBURBAN VILLAGE,21,1,2,4,2,1991,65.6625,5,7,2.5,5,6.4,9.0375,4.375,0,10,3,3.75,9.6
211204,2. SUBURBAN VILLAGE,21,1,2,4,2,1993,65.999166667,5,7,2.5,4,8,9.3175,4.375,0,6.6666666667,3.04,7.5,8.6
211204,2. SUBURBAN VILLAGE,21,1,2,4,2,2000,82.745,6,6,4.5,4.75,8,9.125,10,2.5,10,3.62,8.75,9.5
211204,2. SUBURBAN VILLAGE,21,1,2,4,2,2004,81.853333333,7,8,5,10,2,9.75,10,1.25,8.3333333333,3.52,7,10
211204,2. SUBURBAN VILLAGE,21,1,2,4,2,2006,98.9,7.2,8.5,5.25,10,8,9.75,10,10,10,3.7,6.5,10
211204,2. SUBURBAN VILLAGE,21,1,2,4,2,2009,98.058333333,5.9,8,5.75,10,8.75,9.625,10,10,8.3333333333,3.7,8,10
211204,2. SUBURBAN VILLAGE,21,1,2,4,2,2011,76.75,,8,6.5,10,1.25,10,5,2.5,10,4.2,2.5,10
211208,2. SUBURBAN VILLAGE,21,1,2,8,2,2000,72.581666667,6,7,5,5,6,9.875,5,1.25,6.6666666667,4.74,6.25,9.8
211208,2. SUBURBAN VILLAGE,21,1,2,8,2,2004,83.803333333,7.9,7,5.75,10,2,10,5,10,8.3333333333,4.52,3.5,9.8
211208,2. SUBURBAN VILLAGE,21,1,2,8,2,2006,91.29,8,7,5.75,10,8,10,5,10,10,4.54,3,10
211208,2. SUBURBAN VILLAGE,21,1,2,8,2,2009,87.8,6.5,7,5.75,9.9,8.75,10,5,10,5,4.4,5.5,10
211208,2. SUBURBAN VILLAGE,21,1,2,8,2,2011,76.03,,8,6,10,1.25,10,5,2.5,10,4.28,1.5,10
212101,3. COUNTY TOWN NEIGHBORHOOD,21,2,1,1,3,1989,61.594047619,1.9,7,5.5,5,6,5.9107142857,5,0,8.3333333333,3.4,3.75,9.8
212101,3. COUNTY TOWN NEIGHBORHOOD,21,2,1,1,3,1991,59.724166667,5,6.5,6,5,6,6.3225,5.625,0,6.6666666667,3.86,3.75,5
212101,3. COUNTY TOWN NEIGHBORHOOD,21,2,1,1,3,2000,84.326666667,5.1,7.5,6.5,10,6,9.75,10,1.25,6.6666666667,4.56,7.5,9.5
212101,3. COUNTY TOWN NEIGHBORHOOD,21,2,1,1,3,2004,90.765,7.6,9,6.5,10,6,9.875,5,6.25,10,4.54,6,10
212101,3. COUNTY TOWN NEIGHBORHOOD,21,2,1,1,3,2006,84.806666667,7.4,9,6,10,6,10,8.75,1.25,6.6666666667,4.24,7,8.5
212101,3. COUNTY TOWN NEIGHBORHOOD,21,2,1,1,3,2009,89.329285714,8.1,8.5,5.5,10,7.5,9.880952381,6.875,5,8.3333333333,4.34,5.5,9.8
212101,3. COUNTY TOWN NEIGHBORHOOD,21,2,1,1,3,2011,88.328333333,,8.5,6.5,10,7.5,9.875,5,5,8.3333333333,4.42,5,10
212102,4. RURAL VILLAGE,21,2,1,2,4,1989,35.111428571,2.8,4,2.5,0.5,3,2.5,1.0714285714,0,10,2.24,5,1.5
212102,4. RURAL VILLAGE,21,2,1,2,4,1991,42.278571429,4.78,4,3,0.5,3,3.89,1.4285714286,0,10,2.48,5,4.2
212102,4. RURAL VILLAGE,21,2,1,2,4,1993,41.339642857,3,4,3.5,1.5,4,3.4725,2.8571428571,0,10,2.76,1.25,5
212102,4. RURAL VILLAGE,21,2,1,2,4,2000,37.65797619,4.9,4,3,1,6,5.2375,2.8571428571,1.25,3.3333333333,2.98,0,3.1
212102,4. RURAL VILLAGE,21,2,1,2,4,2004,41.6725,5.76,4,4,3.5,2,4.7625,0,1.25,10,3,0,3.4
212102,4. RURAL VILLAGE,21,2,1,2,4,2006,41.6175,2.78,4,4.5,7,2,5.2175,1.25,1.25,5,2.72,1.5,4.4
212102,4. RURAL VILLAGE,21,2,1,2,4,2009,45.875238095,6.53,4,4.5,2.7,7.5,5,1.4285714286,1.25,6.6666666667,2.9,0,3.4
212102,4. RURAL VILLAGE,21,2,1,2,4,2011,50.768809524,,4,4,6.2,7.5,4.875,2.8571428571,1.25,6.6666666667,2.72,2,2
212103,4. RURAL VILLAGE,21,2,1,3,4,1989,53.24,2.8,5.5,4.5,3.5,6,3,7.5,0,5,2.74,7.5,5.2
212103,4. RURAL VILLAGE,21,2,1,3,4,1991,56.265,4.89,5.5,4,3.5,6,3.335,7.5,0,5,2.64,7.5,6.4
212103,4. RURAL VILLAGE,21,2,1,3,4,1993,50.779166667,4.89,5.5,4.5,0.5,4,5.1325,8.75,0,1.6666666667,2.84,7.5,5.5
212103,4. RURAL VILLAGE,21,2,1,3,4,2000,59.696904762,5.1,5.5,4,4,4,6.625,6.4285714286,1.25,3.3333333333,3.46,7.5,8.5
212103,4. RURAL VILLAGE,21,2,1,3,4,2004,57.716309524,6.14,5.5,4,5,1.6,7.3825,2.8571428571,1.25,6.6666666667,3.42,6,7.9
212103,4. RURAL VILLAGE,21,2,1,3,4,2006,53.717380952,6.27,5.5,4.5,3.55,2,5.9578571429,2.1428571429,1.25,6.6666666667,3.38,3.5,9
212103,4. RURAL VILLAGE,21,2,1,3,4,2009,59.333809524,7.4,5.5,5.5,2.9,7.5,7.5,2.8571428571,1.25,6.6666666667,3.76,3.5,5
212103,4. RURAL VILLAGE,21,2,1,3,4,2011,60.308809524,,5.5,6,6.5,7.5,6.875,2.8571428571,1.25,6.6666666667,3.76,4.5,1.8
212104,4. RURAL VILLAGE,21,2,1,4,4,1989,33.039761905,1.5,5.5,4,0.5,4,2.625,1.0714285714,0,3.3333333333,2.46,6.25,1.8
212104,4. RURAL VILLAGE,21,2,1,4,4,1991,32.830595238,2.76,5.5,3,0.5,4,2.3958333333,1.0714285714,0,3.3333333333,2.22,6.25,1.8
212104,4. RURAL VILLAGE,21,2,1,4,4,1993,40.664285714,4,5.5,4,1,4,2.5,3.2142857143,0,5,2.3,6.25,2.9
212104,4. RURAL VILLAGE,21,2,1,4,4,2000,29.536666667,4,5.5,3,2,1.6,5,0,1.25,1.6666666667,2.72,0,2.8
212104,4. RURAL VILLAGE,21,2,1,4,4,2004,44.560238095,5.6,5.5,4,3,3.2,4.875,1.4285714286,1.25,6.6666666667,2.74,4,2.3
212104,4. RURAL VILLAGE,21,2,1,4,4,2006,50.698095238,4.86,7,3.5,4,3.2,4.88,1.0714285714,5,6.6666666667,2.92,4,3.6
212104,4. RURAL VILLAGE,21,2,1,4,4,2009,56.082380952,6.62,6.5,4,3.1,7.5,6.4285714286,2.8571428571,1.25,6.6666666667,3.06,5.5,2.6
212104,4. RURAL VILLAGE,21,2,1,4,4,2011,56.573809524,,7,5,6.9,7.5,5.75,2.8571428571,0,6.6666666667,2.8,3.5,1.3
212201,3. COUNTY TOWN NEIGHBORHOOD,21,2,2,1,3,1989,46.093333333,4.8,6.5,4,4,6,3.2142857143,0.5357142857,0,3.3333333333,3.96,6.25,3.5
212201,3. COUNTY TOWN NEIGHBORHOOD,21,2,2,1,3,1991,52.157380952,3,6.5,4.5,3.5,6,5.415,6.7857142857,0,1.6666666667,4.14,3.75,6.9
212201,3. COUNTY TOWN NEIGHBORHOOD,21,2,2,1,3,1993,69.32952381,5,6.5,4,5,6,5.5828571429,10,0,6.6666666667,4.28,7.5,8.8
212201,3. COUNTY TOWN NEIGHBORHOOD,21,2,2,1,3,2000,74.861666667,6,6.5,4,10,6,7.625,5,0,6.6666666667,4.82,8.75,9.5
212201,3. COUNTY TOWN NEIGHBORHOOD,21,2,2,1,3,2004,71.418333333,3.2,6.5,6.5,9.9,6,8.375,5,1.25,8.3333333333,4.36,3.5,8.5
212201,3. COUNTY TOWN NEIGHBORHOOD,21,2,2,1,3,2006,82.313333333,6.6,7,7,9.8,6,8.5,3.75,3.75,8.3333333333,4.58,7.5,9.5
212201,3. COUNTY TOWN NEIGHBORHOOD,21,2,2,1,3,2009,79.721666667,7.2,6.5,6.5,10,7.5,8.875,5,2.5,6.6666666667,4.98,4,10
212201,3. COUNTY TOWN NEIGHBORHOOD,21,2,2,1,3,2011,78.731666667,,6.5,6.5,7,3.75,9.125,5,6.25,6.6666666667,5.34,5.5,10
212202,4. RURAL VILLAGE,21,2,2,2,4,1989,33.594761905,3.4,5.5,3,0.5,1.6,1.0714285714,7.5,0,3.3333333333,2.94,3.75,1
212202,4. RURAL VILLAGE,21,2,2,2,4,1991,38.543333333,3.67,5.5,2.5,1.5,4,4.86,7.5,0,3.3333333333,2.88,2.5,0.3
212202,4. RURAL VILLAGE,21,2,2,2,4,1993,41.317142857,3.78,5.5,2.5,1.5,4,4.86,5.3571428571,0,5,2.92,5,0.9
212202,4. RURAL VILLAGE,21,2,2,2,4,2000,43.507380952,3.7,5.5,3,0.5,4,3.875,1.7857142857,2.5,6.6666666667,2.98,7.5,1.5
212202,4. RURAL VILLAGE,21,2,2,2,4,2004,38.998333333,3,5.5,4,2,3.2,7.125,0,0,3.3333333333,3.04,3,4.8
212202,4. RURAL VILLAGE,21,2,2,2,4,2006,49.915,3.1,5.5,4,2,6,7.375,1.25,1.25,10,2.94,1.5,5
212202,4. RURAL VILLAGE,21,2,2,2,4,2009,48.575238095,6.7,5.5,4.5,1,3.75,7.5,1.4285714286,1.25,6.6666666667,3.28,2,5
212202,4. RURAL VILLAGE,21,2,2,2,4,2011,50.250952381,,5.5,4.5,4,1.25,6.5,0.7142857143,5,6.6666666667,3.22,1.5,4.3
212203,4. RURAL VILLAGE,21,2,2,3,4,1989,28.145238095,3.6,5,3,0.75,4,1.1904761905,1.0714285714,0,3.3333333333,2.5,2.5,1.2
212203,4. RURAL VILLAGE,21,2,2,3,4,1991,32.3175,3.88,5,3,1,4,1.5760714286,1.0714285714,0,5,2.84,3.75,1.2
212203,4. RURAL VILLAGE,21,2,2,3,4,1993,47.429166667,4.88,5,4,1,4,2.8125,7.5,0,6.6666666667,3.12,6.25,2.2
212203,4. RURAL VILLAGE,21,2,2,3,4,2000,52.617380952,4,5,5,2,3.2,7.375,5.5357142857,1.25,6.6666666667,3.24,6.25,3.1
212203,4. RURAL VILLAGE,21,2,2,3,4,2004,45.128095238,4.8,5,4.5,2,4,6.5,1.0714285714,1.25,6.6666666667,2.74,2,4.6
212203,4. RURAL VILLAGE,21,2,2,3,4,2006,54.005,4.7,5,3.5,5,6,7.125,1.25,1.25,10,2.88,2,5.3
212203,4. RURAL VILLAGE,21,2,2,3,4,2009,51.318095238,6.3,5,4.5,5,5,7.5,1.0714285714,0,6.6666666667,2.98,2,5.3
212203,4. RURAL VILLAGE,21,2,2,3,4,2011,48.283095238,,5,4,3,1.25,7.125,1.0714285714,3.75,6.6666666667,2.52,3,4.5
212204,4. RURAL VILLAGE,21,2,2,4,4,1989,31.92047619,2.3,6.5,3,3.5,2,1.7857142857,1.0714285714,0,3.3333333333,2.58,3.75,2.1
212204,4. RURAL VILLAGE,21,2,2,4,4,1991,40.008095238,4.53,6.5,3,4,2,2.5,1.0714285714,0,6.6666666667,2.64,5,2.1
212204,4. RURAL VILLAGE,21,2,2,4,4,1993,45.997261905,4.79,6.5,3,4,4,2.2753571429,6.4285714286,0,3.3333333333,3.22,6.25,2.2
212204,4. RURAL VILLAGE,21,2,2,4,4,2000,56.381666667,4,6.5,4.5,3.2,4,6.375,8.75,2.5,6.6666666667,3.64,3.75,2.5
212204,4. RURAL VILLAGE,21,2,2,4,4,2004,49.507619048,3.6,6.5,4,7,3.2,7.25,0.7142857143,1.25,3.3333333333,3.86,4,4.8
212204,4. RURAL VILLAGE,21,2,2,4,4,2006,57.263095238,6.9,6.5,4.5,7,4,7.625,1.0714285714,0,6.6666666667,4,5.5,3.5
212204,4. RURAL VILLAGE,21,2,2,4,4,2009,53.335238095,6,6.5,4.5,3.5,5,7.5,1.4285714286,0,6.6666666667,3.74,3.5,5
212204,4. RURAL VILLAGE,21,2,2,4,4,2011,54.911428571,,6,4.5,3.5,5,6.75,1.0714285714,3.75,5,3.54,5,5
212301,3. COUNTY TOWN NEIGHBORHOOD,21,2,3,1,3,1989,59.705,5.9,3.5,4.25,4.55,7.5,7.875,7.5,0,5,1.58,6.25,5.8
212301,3. COUNTY TOWN NEIGHBORHOOD,21,2,3,1,3,1991,67.935833333,5.89,3,4,5,7.5,6.8425,7.5,0,8.3333333333,1.62,8.75,9.5
212301,3. COUNTY TOWN NEIGHBORHOOD,21,2,3,1,3,1993,68.13,5,4,5,5,8,6.47,3.75,0,10,2.16,8.75,10
212302,4. RURAL VILLAGE,21,2,3,2,4,1989,45.38047619,4.6,5,3,1,6,3.9285714286,7.6785714286,0,3.3333333333,2.04,5,3.8
212302,4. RURAL VILLAGE,21,2,3,2,4,1991,44.073333333,4.8,5,3.5,0.5,8,5,6.25,0,3.3333333333,2.14,3.75,1.8
212302,4. RURAL VILLAGE,21,2,3,2,4,1993,41.026190476,4.9,5,2.5,2.5,4,4.6428571429,5,0,3.3333333333,2.4,6.25,0.5
212302,4. RURAL VILLAGE,21,2,3,2,4,2000,51.156666667,3.9,5,3.5,2,4,7.25,7.5,1.25,6.6666666667,2.54,3.75,3.8
212302,4. RURAL VILLAGE,21,2,3,2,4,2004,51.753333333,6.4,5,3,4,4,7,10,0,3.3333333333,3.02,2,4
212302,4. RURAL VILLAGE,21,2,3,2,4,2006,48.201666667,4.76,5,3.5,5,4,6.785,1.25,0,6.6666666667,2.84,2,6.4
212302,4. RURAL VILLAGE,21,2,3,2,4,2009,55.687056277,5.46,5.5,4.5,4,7.5,6.9318181818,1.4285714286,0,6.6666666667,2.7,3.5,7.5
212302,4. RURAL VILLAGE,21,2,3,2,4,2011,57.826190476,,5.5,4.5,7,7.5,7.380952381,1.4285714286,2.5,6.6666666667,2.26,2.5,3.3
212303,4. RURAL VILLAGE,21,2,3,3,4,1989,42.82,5.7,5,1,2.5,3.2,2.5,10,0,5,1.92,5,1
212303,4. RURAL VILLAGE,21,2,3,3,4,1991,47.245,5,5.5,2.5,3.5,5,1.375,10,0,10,2.12,1.25,1
212303,4. RURAL VILLAGE,21,2,3,3,4,1993,55.88,4.6,5.5,4,3.5,4,2.5,7.5,0,10,2.28,7.5,4.5
212303,4. RURAL VILLAGE,21,2,3,3,4,2000,69.915,6.2,5.5,4.5,8,8,6.125,6.25,0,10,2.84,7.5,5
212303,4. RURAL VILLAGE,21,2,3,3,4,2004,61.01,4.7,5.5,3.5,5,4,4.75,10,0,10,2.76,5.5,5.3
212303,4. RURAL VILLAGE,21,2,3,3,4,2006,61.854285714,4.82,5,5.5,8,4,5.34,5.7142857143,0,10,3.18,5.5,4.8
212303,4. RURAL VILLAGE,21,2,3,3,4,2009,58.197662338,5.82,5.5,5.5,4,7.5,5.9090909091,1.4285714286,0,10,2.74,5,4.8
212303,4. RURAL VILLAGE,21,2,3,3,4,2011,63.789047619,,5,5,7.6,7.5,6.1904761905,1.4285714286,0,10,2.66,6.5,4
212304,4. RURAL VILLAGE,21,2,3,4,4,1989,27.246666667,3,5.5,1,0.5,4,2.5,5,0,1.6666666667,1.58,0,2.5
212304,4. RURAL VILLAGE,21,2,3,4,4,1991,27.53,5,5.5,2.5,1,1.6,2.75,0,0,5,1.68,0,2.5
212304,4. RURAL VILLAGE,21,2,3,4,4,1993,27.686190476,5,5.5,3,2.25,2,2.1428571429,0,0,3.3333333333,1.96,0,2.5
